polity_code,polity_name,source_used,match_name,has_geometry
MAL-1946-1963,Malaysia (1946-1963),CShapes 2.0 (1946-1957),Malaysia,True
SYR-1946-1967,Syrian Arab Republic (1946-1967),CShapes 2.0 (1946-1958),Syria,True
CHN-1947-1949,China (1947-1949),CShapes 2.0 (1947-1949),China,True
IND-1947-1949,India (1947-1949),CShapes 2.0 (1947-1949),India,True
JAM-1947-1949,Jammu and Kashmir (1947-1949),CShapes 2.0 (1947-1949),Jammu and Kashmir,True
KAS-1947-1949,Kashmir (North Azad) (1947-1949),CShapes 2.0 (1947-1949),"Kashmir (North, Azad)",True
PAK-1947-1949,Pakistan (1947-1949),CShapes 2.0 (1947-1949),Pakistan,True
ISR-1948-1967,Israel (1948-1967),CShapes 2.0 (1948-1967),Israel,True
CHN-1949-1950,China (1949-1950),CShapes 2.0 (1949-1950),China,True
IDN-1949-1969,Indonesia (1949-1969),CShapes 2.0 (1949-1969),Indonesia,True
PAK-1949-1971,Pakistan (1949-1971),CShapes 2.0 (1959-1967),Pakistan,True
NVI-1954-1975,North Vietnam,CShapes 2.0 (1954-1975),"Vietnam, Democratic Republic of",True
SVI-1954-1975,South Vietnam,CShapes 2.0 (1954-1975),"Vietnam, Republic of",True
MYS-1957-1963,Malaysia (1957-1963),CShapes 2.0 (1957-1963),Malaysia,True
FED-1962-1967,Federation of South Arabia (1962-1967),CShapes 2.0 (1962-1967),Federation of South Arabia,True
MYS-1963-1965,Malaysia (1963-1965),CShapes 2.0 (1963-1965),Malaysia,True
ISR-1967-1979,Israel (1967-1979),CShapes 2.0 (1967-1979),Israel,True
F247-1967-1990,South Yemen,CShapes 2.0 (1967-1990),"Yemen, People's Republic of",True
IDN-1969-1976,Indonesia (1969-1976),CShapes 2.0 (1969-1976),Indonesia,True
IDN-1976-2002,Indonesia (1976-2002),CShapes 2.0 (1976-2002),Indonesia,True
YEM-1990-2000,Yemen (1990-2000),CShapes 2.0 (1990-2000),Yemen (Arab Republic of Yemen),True
STR-1800-1946,Straits Settlement (to 1946),CShapes 2.0 (1886-1946),Straits Settlements,True
UNF-1800-1909,Unfederated Malay States (to 1909),CShapes 2.0 (1886-1909),Unfederated Malay States,True
STR-1826-1922,Straits Settlement,GADM 4.1 fallback,Straits Settlement,True
ADE-1839-1967,Aden,CShapes 2.0 (1937-1962),Aden,True
SAB-1888-1963,Sabah (British Borneo) (1888-1963),CShapes 2.0 (1889-1946),Sabah (North Borneo),True
SAR-1888-1963,Sarawak (1888-1963),CShapes 2.0 (1889-1946),Sarawak,True
FED-1895-1922,Federated Malay States,CShapes 2.0 (1896-1909),Federated Malay States,True
FED-1896-1909,Federated Malay States (1896-1909),CShapes 2.0 (1896-1909),Federated Malay States,True
KIA-1898-1922,Kiautchou,GADM 4.1 fallback,Kiautchou,True
FED-1909-1946,Federated Malay States (1909-1946),CShapes 2.0 (1909-1946),Federated Malay States,True
UNF-1909-1946,Unfederated Malay States (1909-1946),CShapes 2.0 (1909-1946),Unfederated Malay States,True
ADE-1937-1962,Aden (1937-1962),CShapes 2.0 (1937-1962),Aden,True
EAS-1937-1962,East Aden Protectorate (1937-1962),CShapes 2.0 (1937-1962),East Aden Protectorate,True
IOT-1800-2025,British Indian Ocean Territory,GADM 4.1,British Indian Ocean Territory,True
GAZ-1800-1982,Gaza Strip,GADM 4.1,Gaza Strip,True
MAC-1800-2025,Macao,GADM 4.1,Macao,True
NEU-1800-1982,Neutral Zone,UNMATCHED,,False
RYU-1800-1982,Ryukyu Islands,GADM 4.1,Ryukyu Islands,True
HKG-1841-2025,Hong Kong,GADM 4.1,Hong Kong,True
GAZ-1948-1967,Gaza Strip (1948-1967),CShapes 2.0 fallback (1948-1967),Gaza,True
WES-1948-1967,West Bank (1948-1967),CShapes 2.0 fallback (1948-1967),West Bank,True
PAL-1918-2025,Palestine/Jordan,GADM 4.1 fallback,Palestine/Jordan,True
PAL-1920-1948,Palestine (1920-1948),CShapes 2.0 (1923-1948),Palestine,True
MAN-1932-1945,Manchukuo,CShapes 2.0 (1921-1945),China,True
TWN-1896-2025,Taiwan,CShapes 2.0 (1949-2019),Taiwan,True
PSE-1999-2025,Palestine,CShapes 2.0 (1920-1920),Palestine,True
CHN-1800-2025,"China, mainland",CShapes 2.0 (1899-1912),China,True
DEI-1800-2025,Dutch East Indies (Indonesia),CShapes 2.0 (1889-1945),Indonesia,True
FRI-1800-2025,French India,CShapes 2.0 (1899-1914),India,True
KOR-1800-1945,Korea (old) (to 1945),CShapes 2.0 (1945-1948),"Korea, Republic of",True
POR-1800-2025,Portuguese India,GADM 4.1 fallback,Portuguese India,True
SHA-1800-2025,Sharjah,GADM 4.1 fallback,Sharjah,True
SIK-1800-2025,Sikkim,GADM 4.1 fallback,Sikkim,True
TIB-1800-2025,Tibet (old),CShapes 2.0 (1914-1950),Tibet,True
SAR-1841-2025,Sarawak,CShapes 2.0 (1889-1946),Sarawak,True
FUJ-1886-2025,Fujairah,GADM 4.1 fallback,Fujairah,True
FID-1887-2025,French Indochina,CShapes 2.0 (1893-1954),Vietnam (Annam/Cochin China/Tonkin),True
SAB-1888-2025,Sabah (British Borneo),CShapes 2.0 (1946-1963),Sabah (North Borneo),True
UMM-1892-2025,Umm al Qawain,GADM 4.1 fallback,Umm al Qawain,True
KCW-1898-2025,Kwang-Chou-Wan,GADM 4.1 fallback,Kwang-Chou-Wan,True
KWA-1898-2025,Kwantung (Port Arthur),GADM 4.1 fallback,Kwantung (Port Arthur),True
SYR-1918-2025,Syria and Lebanon,CShapes 2.0 (1967-2019),Syria,True
RAS-1919-2025,Ras al Khaimah,GADM 4.1 fallback,Ras al Khaimah,True
BMA-1922-2025,British Malaya,CShapes 2.0 (1909-1946),Federated Malay States,True
F351-1950-2025,China,CShapes 2.0 (1950-2019),China,True
AND-1800-2025,Andorra,CShapes 2.0 (1993-2019),Andorra,True
VAT-1800-2025,Holy See,CShapes 2.0 (1886-1919),Italy/Sardinia,True
ISL-1800-2025,Iceland,CShapes 2.0 (1886-1918),Iceland,True
LIE-1800-2025,Liechtenstein,CShapes 2.0 (1990-2019),Liechtenstein,True
MLT-1800-2025,Malta,CShapes 2.0 (1886-1964),Malta,True
MCO-1800-2025,Monaco,CShapes 2.0 (1993-2019),Monaco,True
NLD-1800-2025,Netherlands,CShapes 2.0 (1893-1940),Netherlands,True
NOR-1800-2025,Norway,CShapes 2.0 (1905-1940),Norway,True
PRT-1800-2025,Portugal,CShapes 2.0 (1886-2019),Portugal,True
SMR-1800-2025,San Marino,CShapes 2.0 (1992-2019),San Marino,True
ESP-1800-2025,Spain,CShapes 2.0 (1886-2019),Spain,True
SWE-1800-2025,Sweden,CShapes 2.0 (1905-2019),Sweden,True
CHE-1800-2025,Switzerland,CShapes 2.0 (1886-2019),Switzerland,True
BEL-1831-2025,Belgium,CShapes 2.0 (1886-1940),Belgium,True
ALB-1913-2025,Albania,CShapes 2.0 (1944-2019),Albania,True
AUT-1918-2025,Austria,CShapes 2.0 (1955-2019),Austria,True
FRA-1919-2025,France,CShapes 2.0 (1944-2019),France,True
GRC-1919-2025,Greece,CShapes 2.0 (1944-2019),Greece,True
ITA-1919-2025,Italy,CShapes 2.0 (1919-2019),Italy/Sardinia,True
DNK-1920-2025,Denmark,CShapes 2.0 (1945-2019),Denmark,True
TUR-1920-2025,Türkiye,CShapes 2.0 (1923-2019),Turkey (Ottoman Empire),True
IRL-1921-2025,Ireland,CShapes 2.0 (1922-2019),Ireland,True
GBR-1921-2025,United Kingdom,CShapes 2.0 (1922-2019),United Kingdom,True
BGR-1940-2025,Bulgaria,CShapes 2.0 (1940-2019),Bulgaria,True
FIN-1940-2025,Finland,CShapes 2.0 (1940-2019),Finland,True
ROU-1940-2025,Romania,CShapes 2.0 (1940-2019),Rumania,True
POL-1945-2025,Poland,CShapes 2.0 (1945-2019),Poland,True
HUN-1947-2025,Hungary,CShapes 2.0 (1947-2019),Hungary,True
DEU-1990-2025,Germany,CShapes 2.0 (1990-2019),German Federal Republic,True
BLR-1991-2025,Belarus,CShapes 2.0 (1991-2019),Belarus (Byelorussia),True
EST-1991-2025,Estonia,CShapes 2.0 (1991-2019),Estonia,True
LVA-1991-2025,Latvia,CShapes 2.0 (1991-2019),Latvia,True
LTU-1991-2025,Lithuania,CShapes 2.0 (1991-2019),Lithuania,True
MDA-1991-2025,Moldova,CShapes 2.0 (1991-2019),Moldova,True
MKD-1991-2025,North Macedonia,CShapes 2.0 (1993-2019),Macedonia (FYROM/North Macedonia),True
BIH-1992-2025,Bosnia and Herzegovina,CShapes 2.0 (1992-2019),Bosnia-Herzegovina,True
HRV-1992-2025,Croatia,CShapes 2.0 (1992-2019),Croatia,True
SVN-1992-2025,Slovenia,CShapes 2.0 (1992-2019),Slovenia,True
CZE-1993-2025,Czechia,CShapes 2.0 (1993-2019),Czech Republic,True
SVK-1993-2025,Slovakia,CShapes 2.0 (1993-2019),Slovakia,True
LUX-2000-2025,Luxembourg,CShapes 2.0 (1944-2019),Luxembourg,True
MNE-2006-2025,Montenegro,CShapes 2.0 (2006-2019),Montenegro,True
SRB-2008-2025,Serbia,CShapes 2.0 (2008-2019),Serbia,True
RUS-2014-2025,Russia,CShapes 2.0 (2014-2019),Russia (Soviet Union),True
UKR-2014-2025,Ukraine,CShapes 2.0 (2014-2019),Ukraine,True
AUH-1800-1908,Austria-Hungary (to 1908),CShapes 2.0 (1886-1908),Austria-Hungary,True
BAV-1800-1871,Bavaria,CShapes-Europe,Bavaria,True
BOS-1800-1908,Bosnia (to 1908),CShapes 2.0 (1886-1908),Bosnia,True
BRE-1800-1871,Bremen (city-state),GADM 4.1,Bremen (city-state),True
DNK-1800-1920,Denmark (to 1920),CShapes 2.0 (1886-1920),Denmark,True
DMO-1800-1860,Duchy Modena,CShapes-Europe,Duchy Modena,True
DPA-1800-1860,Duchy Parma,CShapes-Europe,Duchy Parma,True
FRA-1800-1919,France (to 1919),CShapes 2.0 (1886-1919),France,True
DEU-1800-1919,Germany (to 1919),CShapes 2.0 (1990-2019),German Federal Republic,True
GRC-1800-1913,Greece (to 1913),CShapes 2.0 (1886-1913),Greece,True
HAN-1800-1866,Hanover,CShapes-Europe,Hanover,True
HER-1800-1908,Herzegovina (to 1908),CShapes 2.0 (1886-1908),Herzegovina,True
HES-1800-1871,Hesse,GADM 4.1,Hesse,True
MEK-1800-1871,Mecklenburg,GADM 4.1,Mecklenburg,True
OLD-1800-1871,Oldenburg,GADM 4.1,Oldenburg,True
PAP-1800-1870,Papal States,CShapes-Europe,Papal States,True
SAR-1800-1860,Sardinia,CShapes 2.0 (1886-1919),Italy/Sardinia,True
SAX-1800-1871,Saxony,CShapes-Europe,Saxony,True
SHL-1800-1866,Schleswig-Holstein,GADM 4.1,Schleswig-Holstein,True
SER-1800-1913,Serbia (to 1913),CShapes 2.0 (1886-1913),Serbia,True
SWE-1800-1905,Sweden (to 1905),CShapes 2.0 (1886-1905),Sweden,True
THU-1800-1871,Thuringia,GADM 4.1,Thuringia,True
TUS-1800-1860,Tuscany,GADM 4.1 fallback,Tuscany,True
TWO-1800-1860,Two Sicilies,GADM 4.1 fallback,Two Sicilies,True
TUR-1800-1912,Türkiye (to 1912),CShapes 2.0 (1886-1908),Turkey (Ottoman Empire),True
F228-1800-1905,USSR (to 1905),CShapes 2.0 (1886-1905),Russia (Soviet Union),True
GBR-1800-1921,United Kingdom (to 1921),CShapes 2.0 (1886-1921),United Kingdom,True
WUR-1800-1871,Württemberg,GADM 4.1,Württemberg,True
ION-1815-1864,Ionian islands,GADM 4.1,Ionian islands,True
ANB-1816-1864,Anhalt-Bernburg,CShapes-Europe,Anhalt-Bernburg,True
AND-1816-1863,Anhalt-Dessau,CShapes-Europe,Anhalt-Dessau,True
CRA-1816-1846,Cracow (Free City),CShapes-Europe,Cracow (Free City),True
FRA-1816-1866,Frankfurt (Free City),CShapes-Europe,Frankfurt (Free City),True
HHO-1816-1866,Hesse-Homburg,CShapes-Europe fallback,Hesse-Homburg,True
HOG-1816-1818,Hohengeroldseck,CShapes-Europe fallback,Hohengeroldseck,True
HHE-1816-1850,Hohenzollern-Hechingen,CShapes-Europe fallback,Hohenzollern-Hechingen,True
HSI-1816-1850,Hohenzollern-Sigmaringen,CShapes-Europe fallback,Hohenzollern-Sigmaringen,True
NAP-1816-1861,Kingdom of Naples,CShapes-Europe,Kingdom of Naples,True
LIP-1816-1870,Lippe-Detmold,CShapes-Europe fallback,Lippe-Detmold,True
LUC-1816-1847,Lucca,CShapes-Europe,Lucca,True
MAS-1816-1829,Massa,CShapes-Europe,Massa,True
NAS-1816-1866,Nassau,CShapes-Europe,Nassau,True
PIE-1816-1861,Piedmont,CShapes-Europe,Piedmont,True
REU-1816-1870,Reuss,CShapes-Europe,Reuss,True
SCS-1816-1826,Saxe-Coburg-Saalfeld,CShapes-Europe fallback,Saxe-Coburg-Saalfeld,True
SGA-1816-1826,Saxe-Gotha-Altenberg,CShapes-Europe fallback,Saxe-Gotha-Altenberg,True
SHI-1816-1826,Saxe-Hildburgchausen,CShapes-Europe fallback,Saxe-Hildburgchausen,True
SME-1816-1870,Saxe-Meiningen,CShapes-Europe fallback,Saxe-Meiningen,True
SWE-1816-1870,Saxe-Weimar,CShapes-Europe fallback,Saxe-Weimar,True
SCL-1816-1870,Schaumburg-Lippe,CShapes-Europe fallback,Schaumburg-Lippe,True
SER-1816-1913,Serbia (1816-1913),CShapes 2.0 (1886-1913),Serbia,True
WAL-1816-1870,Waldeck,CShapes-Europe,Waldeck,True
WOL-1816-1870,Wolfenbüttel,CShapes-Europe fallback,Wolfenbüttel,True
SAL-1827-1870,Saxe-Altenburg,CShapes-Europe fallback,Saxe-Altenburg,True
SCG-1827-1870,Saxe-Coburg-Gotha,CShapes-Europe fallback,Saxe-Coburg-Gotha,True
ROU-1859-1913,Romania (to 1913),CShapes 2.0 (1886-1913),Rumania,True
ITA-1861-1919,Italy (to 1919),CShapes 2.0 (1886-1919),Italy/Sardinia,True
ANH-1864-1870,Anhalt,CShapes-Europe,Anhalt,True
BGR-1878-1913,Bulgaria (to 1913),CShapes 2.0 (1908-1913),Bulgaria,True
MNE-1878-1913,Montenegro (to 1913),CShapes 2.0 (1915-1918),Montenegro,True
CRE-1898-1913,Crete,GADM 4.1 fallback,Crete,True
F228-1905-1914,USSR (1905-1914),CShapes 2.0 (1905-1914),Russia (Soviet Union),True
AUH-1908-1918,Austria-Hungary (1908-1918),CShapes 2.0 (1908-1918),Austria-Hungary,True
BGR-1913-1918,Bulgaria (1913-1918),CShapes 2.0 (1913-1918),Bulgaria,True
GRC-1913-1919,Greece (1913-1919),CShapes 2.0 (1913-1919),Greece,True
MNE-1913-1915,Montenegro (1913-1915),CShapes 2.0 (1915-1918),Montenegro,True
MON-1913-1918,Montenegro (1913-1918),CShapes 2.0 (1915-1918),Montenegro,True
ROU-1913-1918,Romania (1913-1918),CShapes 2.0 (1913-1916),Rumania,True
SER-1913-1915,Serbia (1913-1915),CShapes 2.0 (1913-1915),Serbia,True
SER-1913-1918,Serbia (1913-1918),CShapes 2.0 (1915-1918),Serbia,True
TUR-1913-1914,Türkiye (1913-1914),CShapes 2.0 (1913-1914),Turkey (Ottoman Empire),True
TUR-1914-1918,Türkiye (1914-1918),CShapes 2.0 (1914-1918),Turkey (Ottoman Empire),True
F228-1914-1917,USSR (1914-1917),CShapes 2.0 (1914-1917),Russia (Soviet Union),True
FIN-1917-1940,Finland (1917-1940),CShapes 2.0 (1917-1940),Finland,True
F228-1917-1918,USSR (1917-1918),CShapes 2.0 (1917-1918),Russia (Soviet Union),True
AUT-1918-1919,Austria (1918-1919),CShapes 2.0 (1918-1919),Austria,True
BGR-1918-1919,Bulgaria (1918-1919),CShapes 2.0 (1918-1919),Bulgaria,True
F51-1918-1938,Czechoslovakia (1918-1938),CShapes 2.0 (1918-1938),Czechoslovakia,True
EST-1918-1940,Estonia (1918-1940),CShapes 2.0 (1918-1940),Estonia,True
HUN-1918-1919,Hungary (1918-1919),CShapes 2.0 (1918-1919),Hungary,True
LVA-1918-1940,Latvia (1918-1940),CShapes 2.0 (1918-1940),Latvia,True
LTU-1918-1920,Lithuania (1918-1920),CShapes 2.0 (1918-1920),Lithuania,True
POL-1918-1919,Poland (1918-1919),CShapes 2.0 (1918-1919),Poland,True
ROU-1918-1919,Romania (1918-1919),CShapes 2.0 (1918-1919),Rumania,True
TUR-1918-1920,Türkiye (1918-1920),CShapes 2.0 (1918-1920),Turkey (Ottoman Empire),True
F228-1918-1920,USSR (1918-1920),CShapes 2.0 (1918-1920),Russia (Soviet Union),True
F248-1918-1919,Yugoslavia (1918-1919),CShapes 2.0 (1918-1919),Yugoslavia/Serbia,True
BGR-1919-1940,Bulgaria (1919-1940),CShapes 2.0 (1919-1940),Bulgaria,True
DEU-1919-1920,Germany (1919-1920),CShapes 2.0 (1990-2019),German Federal Republic,True
HUN-1919-1920,Hungary (1919-1920),CShapes 2.0 (1919-1920),Hungary,True
POL-1919-1920,Poland (1919-1920),CShapes 2.0 (1919-1920),Poland,True
ROU-1919-1920,Romania (1919-1920),CShapes 2.0 (1919-1920),Rumania,True
F248-1919-1920,Yugoslavia (1919-1920),CShapes 2.0 (1919-1920),Yugoslavia/Serbia,True
DEU-1920-1938,Germany (1920-1938),CShapes 2.0 (1990-2019),German Federal Republic,True
HUN-1920-1938,Hungary (1920-1938),CShapes 2.0 (1920-1938),Hungary,True
LTU-1920-1940,Lithuania (1920-1940),CShapes 2.0 (1922-1939),Lithuania,True
POL-1920-1921,Poland (1920-1921),CShapes 2.0 (1920-1921),Poland,True
ROU-1920-1940,Romania (1920-1940),CShapes 2.0 (1920-1940),Rumania,True
F228-1920-1921,USSR (1920-1921),CShapes 2.0 (1920-1921),Russia (Soviet Union),True
F248-1920-1991,Yugoslavia (1920-1991),CShapes 2.0 (1944-1991),Yugoslavia/Serbia,True
POL-1921-1945,Poland (1921-1945),CShapes 2.0 (1921-1939),Poland,True
F228-1921-1940,USSR (1921-1940),CShapes 2.0 (1921-1940),Russia (Soviet Union),True
F51-1938-1945,Czechoslovakia (1938-1945),CShapes 2.0 (1939-1945),Czechoslovakia,True
DEU-1938-1945,Germany (1938-1945),CShapes 2.0 (1990-2019),German Federal Republic,True
HUN-1938-1947,Hungary (1938-1947),CShapes 2.0 (1938-1947),Hungary,True
F228-1940-1945,USSR (1940-1945),CShapes 2.0 (1940-1945),Russia (Soviet Union),True
F51-1945-1947,Czechoslovakia (1945-1947),CShapes 2.0 (1945-1947),Czechoslovakia,True
F228-1945-1991,USSR (1945-1991),CShapes 2.0 (1945-1991),Russia (Soviet Union),True
CZE-1947-1992,Czechoslovakia (1947-1992),CShapes 2.0 (1947-1992),Czechoslovakia,True
F51-1947-1993,Czechoslovakia (1947-1993),CShapes 2.0 (1947-1992),Czechoslovakia,True
F77-1949-1990,East Germany,CShapes 2.0 (1954-1990),German Democratic Republic,True
F78-1949-1990,West Germany,CShapes 2.0 (1955-1990),German Federal Republic,True
RUS-1991-2014,Russia (1991-2014),CShapes 2.0 (1991-2014),Russia (Soviet Union),True
UKR-1991-2014,Ukraine (1991-2014),CShapes 2.0 (1991-2014),Ukraine,True
F248-1991-1992,Yugoslavia (1991-1992),CShapes 2.0 (1991-1992),Yugoslavia/Serbia,True
SCG-1992-2006,Serbia and Montenegro,GADM 4.1 fallback,Serbia and Montenegro,True
YUG-1992-2006,Yugoslavia (1992-2006),CShapes 2.0 (1993-2006),Yugoslavia/Serbia,True
SER-2006-2008,Serbia (2006-2008),CShapes 2.0 (2006-2008),Serbia,True
BAD-1800-1871,Baden,GADM 4.1,Baden,True
CHA-1800-2023,Channel Islands,GADM 4.1,Channel Islands,True
GEB-1800-1982,East Berlin,GADM 4.1,East Berlin,True
FRO-1800-2025,Faroe Islands,"GADM 3.6 (full, FRO)",Faroe Islands,True
GIB-1800-2025,Gibraltar,GADM 4.1,Gibraltar,True
GRL-1800-2025,Greenland,GADM 4.1,Greenland,True
IMN-1800-2025,Isle of Man,GADM 4.1,Isle of Man,True
SJM-1800-2025,Svalbard and Jan Mayen,GADM 4.1,Svalbard and Jan Mayen,True
GWB-1800-1982,West Berlin,GADM 4.1,West Berlin,True
GGY-2005-2025,Guernsey,GADM 4.1,Guernsey,True
JEY-2005-2025,Jersey,GADM 4.1,Jersey,True
F285-2011-2023,Sark,UNMATCHED,,False
DAN-1919-1938,Danzig (1919-1938),CShapes 2.0 (1919-1938),Danzig,True
KOS-2008-2025,Kosovo,CShapes 2.0 (2008-2019),Kosovo,True
F15-1800-1999,Belgium-Luxembourg,CShapes 2.0 (1886-1940),Belgium,True
FRA-1800-1982,"France, Metropolitan",CShapes 2.0 (1886-1919),France,True
GER-1800-2025,Germany/Zollverein,CShapes 2.0 (1886-1919),Germany (Prussia),True
LUO-1800-2025,Luxembourg (old),CShapes 2.0 (1893-1914),Luxembourg,True
NET-1800-2025,Netherlands (old),CShapes 2.0 (1893-1940),Netherlands,True
DOD-1912-2025,Dodecanese Is.,CShapes 2.0 (1944-2019),Greece,True
X06-1800-2025,Africa,none (region),,False
X21-1800-2025,Americas,none (region),,False
F5848-1800-2025,Annex I countries,none (region),,False
F5600-1800-2025,Antarctic Region,none (region),,False
F5300-1800-2025,Asia,none (region),,False
F5501-1800-2025,Australia and New Zealand,none (region),,False
F5206-1800-2025,Caribbean,none (region),,False
F5857-1800-2025,Caucasus and Central Asia,none (region),,False
F5204-1800-2025,Central America,none (region),,False
F5101-1800-2025,Eastern Africa,none (region),,False
F5302-1800-2025,Eastern Asia,none (region),,False
F5829-1800-2025,Eastern Asia (excluding Japan and China),none (region),,False
F5307-1800-2025,Eastern Asia and South-eastern Asia,none (region),,False
F5401-1800-2025,Eastern Europe,none (region),,False
F5400-1800-2025,Europe,none (region),,False
EUR-1800-2025,"Europe, Northern America, Australia and New Zealand",none (region),,False
F5707-1800-2025,European Union (27),none (region),,False
F99029-1800-2025,"FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1)",none (region),,False
F99024-1800-2025,"FAO Major Fishing Area: Atlantic, Northeast (14.4.1)",none (region),,False
F99023-1800-2025,"FAO Major Fishing Area: Atlantic, Northwest (14.4.1)",none (region),,False
F99026-1800-2025,"FAO Major Fishing Area: Atlantic, Southeast (14.4.1)",none (region),,False
F99030-1800-2025,"FAO Major Fishing Area: Atlantic, Southwest (14.4.1)",none (region),,False
F99028-1800-2025,"FAO Major Fishing Area: Atlantic, Western Central (14.4.1)",none (region),,False
F99025-1800-2025,"FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1)",none (region),,False
F99027-1800-2025,"FAO Major Fishing Area: Indian Ocean, Western (14.4.1)",none (region),,False
F99032-1800-2025,FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1),none (region),,False
F99018-1800-2025,"FAO Major Fishing Area: Pacific, Eastern Central (14.4.1)",none (region),,False
F99019-1800-2025,"FAO Major Fishing Area: Pacific, Northeast (14.4.1)",none (region),,False
F99020-1800-2025,"FAO Major Fishing Area: Pacific, Northwest (14.4.1)",none (region),,False
F99031-1800-2025,"FAO Major Fishing Area: Pacific, Southeast (14.4.1)",none (region),,False
F99022-1800-2025,"FAO Major Fishing Area: Pacific, Southwest (14.4.1)",none (region),,False
F99021-1800-2025,"FAO Major Fishing Area: Pacific, Western Central (14.4.1)",none (region),,False
F9010-1800-2025,High-income economies,none (region),,False
F5823-1800-2025,International Centres (FAO) (2.5.1.a),none (region),,False
F5802-1800-2025,Land Locked Developing Countries (LLDCs),none (region),,False
F348-1800-2025,Latin America,none (region),,False
F5205-1800-2025,Latin America and the Caribbean,none (region),,False
F5801-1800-2025,Least Developed Countries (LDCs),none (region),,False
F5815-1800-2025,Low Income Food Deficit Countries (LIFDCs),none (region),,False
F5858-1800-2025,Low-income economies,none (region),,False
F5859-1800-2025,Lower-middle-income economies,none (region),,False
F5502-1800-2025,Melanesia,none (region),,False
F5102-1800-2025,Middle Africa,none (region),,False
F5817-1800-2025,Net Food Importing Developing Countries (NFIDCs),none (region),,False
F5849-1800-2025,Non-Annex I countries,none (region),,False
F336-1800-2025,North and Central America,none (region),,False
F5103-1800-2025,Northern Africa,none (region),,False
F429-1800-2025,Northern Africa (excluding Sudan),none (region),,False
F5203-1800-2025,Northern America,none (region),,False
F5208-1800-2025,Northern America and Europe,none (region),,False
F5402-1800-2025,Northern Europe,none (region),,False
F5873-1800-2025,OECD,none (region),,False
F5500-1800-2025,Oceania,none (region),,False
F5807-1800-2025,Oceania excluding Australia and New Zealand,none (region),,False
F5504-1800-2025,Polynesia,none (region),,False
F5822-1800-2025,Regional Centres (FAO) (2.5.1.a),none (region),,False
F5803-1800-2025,Small Island Developing States (SIDS),none (region),,False
F5207-1800-2025,South America,none (region),,False
F5306-1800-2005,South-Central Asia,none (region),,False
F5304-1800-2025,South-eastern Asia,none (region),,False
F5104-1800-2025,Southern Africa,none (region),,False
F5855-1800-2025,Southern Asia (excluding India),none (region),,False
F5403-1800-2025,Southern Europe,none (region),,False
F5810-1800-2025,Sub-Saharan Africa (including Sudan),none (region),,False
F9011-1800-2025,Upper-middle-income economies,none (region),,False
F5105-1800-2025,Western Africa,none (region),,False
F5305-1800-2025,Western Asia,none (region),,False
F5828-1800-2025,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",none (region),,False
F5308-1800-2025,Western Asia and Northern Africa,none (region),,False
F5404-1800-2025,Western Europe,none (region),,False
X01-1800-2025,World,none (region),,False
F5301-2005-2025,Central Asia,none (region),,False
F5303-2005-2025,Southern Asia,none (region),,False
F420-2017-2025,Sub-Saharan Africa,none (region),,False
DEDREG-2021-2025,Developed regions,none (region),,False
DNGREG-2021-2025,Developing regions,none (region),,False
ATG-1800-2025,Antigua and Barbuda,CShapes 2.0 (1981-2019),Antigua & Barbuda,True
BHS-1800-2025,Bahamas,CShapes 2.0 (1886-1973),Bahamas,True
BRB-1800-2025,Barbados,CShapes 2.0 (1886-1966),Barbados,True
BLZ-1800-2025,Belize,CShapes 2.0 (1886-1970),Belize,True
CRI-1800-2025,Costa Rica,CShapes 2.0 (1920-2019),Costa Rica,True
CUB-1800-2025,Cuba,CShapes 2.0 (1909-2019),Cuba,True
DMA-1800-2025,Dominica,CShapes 2.0 (1978-2019),Dominica,True
DOM-1800-2025,Dominican Republic,CShapes 2.0 (1894-1916),Dominican Republic,True
HTI-1800-2025,Haiti,CShapes 2.0 (1886-1915),Haiti,True
HND-1800-2025,Honduras,CShapes 2.0 (1899-2019),Honduras,True
JAM-1800-2025,Jamaica,CShapes 2.0 (1886-1962),Jamaica,True
MEX-1800-2025,Mexico,CShapes 2.0 (1886-2019),Mexico,True
NIC-1800-2025,Nicaragua,CShapes 2.0 (1900-2019),Nicaragua,True
KNA-1800-2025,Saint Kitts and Nevis,CShapes 2.0 (1983-2019),St. Kitts and Nevis,True
LCA-1800-2025,Saint Lucia,CShapes 2.0 (1979-2019),St. Lucia,True
VCT-1800-2025,Saint Vincent and the Grenadines,CShapes 2.0 (1979-2019),St. Vincent and the Grenadines,True
TTO-1800-2025,Trinidad and Tobago,CShapes 2.0 (1886-1962),Trinidad and Tobago,True
SLV-1821-2025,El Salvador,CShapes 2.0 (1886-2019),El Salvador,True
GTM-1821-2025,Guatemala,CShapes 2.0 (1886-2019),Guatemala,True
PAN-1903-2025,Panama,CShapes 2.0 (1903-2019),Panama,True
CAN-1948-2025,Canada,CShapes 2.0 (1948-2019),Canada,True
USA-1959-2025,United States of America,CShapes 2.0 (1959-2019),United States of America,True
BLM-2007-2025,Saint Barthélemy,GADM 4.1 fallback,Saint Barthélemy,True
CUW-2010-2025,Curaçao,GADM 4.1 fallback,Curaçao,True
