unit_id,country,admin_name,verdict,matched_polity_code,proposed_json,confidence,reasoning,evidence_used,concerns,cycle,model,effort,decided_at,polygon_route,polygon_source_slug,polygon_feature_id,polygon_detail,polygon_confidence,polygon_reasoning,page_written,page_polity_code,repair_status,repair_attempts,repair_rank,repair_remaining,repair_gates_red,coverage_json,coverage_ok
PRT-PTEV,Portugal,PT_EV,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""\u00c9vora (NUTS region of Portugal)"", ""span_basis"": ""NUTS regional statistical classification for Portugal was established following the 1986 EU accession; sibling NUTS-region polities for this country use 1989 as the practical start and an open end_year of 2025 (exclusive) for still-current units, per the country convention."", ""start_year"": 1989}",high,"This unit is Évora, a NUTS III region of Portugal. It cannot match PRT-1800-2025 (the national polity) because that would mean the national total is claimed by every one of the 12 sibling NUTS units simultaneously — exactly the rejected double-claim pattern, and a district is not its country. Following the country convention and the pattern already recorded for 11 sibling units (PT11, PT15, PT16, PT17, PT18, PTAV, PTBJ, PTFA[to be corrected], PTGU, PTLE, PTPG), pre-NUTS years (1880-1988) have no distinct sub-national polity to route to and are unroutable, while 1989-2023 needs a new NUTS-region polity for Évora starting 1989 through the open end_year 2025.",COUNTRY CONVENTION start rule (default 1986; siblings use 1989 as practical start) | VERDICTS ALREADY RECORDED FOR SIBLING UNITS OF THIS COUNTRY | YOUR COVERAGE WAS REJECTED note about PRT-1800-2025 double-claim | CANDIDATE POLITIES BY NAME (0) | BOUNDARY FEATURES matching the name in gadm-4.1-adm1 (0),"The exact start year (1986 vs 1989) is taken from the pattern already set by 11 sibling verdicts for consistency rather than independently re-derived; if that pattern is revisited, this unit's span should change with it. | No boundary/polygon exists yet for this proposed polity (0 matches in gadm-4.1-adm1); a boundary would need to be constructed separately. | PRT-PTFA's existing verdict matches PRT-1800-2025 for 1880-1988, which is the rejected double-claim; that sibling verdict should be corrected to unroutable for consistency with this one. | HARNESS: coverage still does not tile 1880-2023 after 2 retries — 109 of this unit's 144 data years (76%) are marked `unroutable`. The source reports values for those years, so the territory existed and was being measured. `unroutable` is for a year nothing could ever carry -- not for a year before the classification that currently names the unit was invented. If the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label; if a different territory reported those years, name it. Do not leave measured data with no polity.",1,sonnet,low,2026-09-07T09:08:48Z,,,,,,,,,,,,,,"[{""basis"": ""No NUTS region existed before 1986/the EU NUTS framework's Portuguese application; routing these years to PRT-1800-2025 would double-claim the national polity across all 12 sibling NUTS units, which was explicitly rejected for the PT_FA/PT_EV overlap. No distinct sub-national polity exists for this span."", ""disposition"": ""unroutable"", ""end_year"": 1988, ""start_year"": 1880}, {""basis"": ""A new NUTS-region polity for \u00c9vora is needed, matching the pattern used for all other Portuguese NUTS siblings; start_year set to 1989 (post-NUTS establishment, consistent with sibling verdicts) rather than the data's own extent."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1989}]",no
PRT-PTFA,Portugal,PT_FA,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Faro (NUTS region of Portugal)"", ""span_basis"": ""Default NUTS-region start of 1989 (Decree-Law 46/89 establishing Portugal's NUTS nomenclature); Faro is not among the listed departures (e.g. \u00c1rea Metropolitana de Lisboa's later 2013 creation), so no unit-specific history overrides the default. Open end_year of 2025 (exclusive) per convention for a still-current unit."", ""start_year"": 1989}",medium,"Faro is a NUTS III region of Portugal with no existing candidate representing it (FRO-1800-2025 is the Faroe Islands, an unrelated territory; PRT-1800-2025 is the national total, which contains but is not identical to Faro). Per the country convention, NUTS regions default to a 1989 start (Decree-Law 46/89) unless the unit itself has a documented later creation; Faro is not listed among the departures, so the default applies. The data extends back to 1880, well before the NUTS system existed, so the pre-1989 portion of the data must be attributed to the national polity (Portugal) rather than invented into the new NUTS-region polity's span.","COUNTRY CONVENTION start rule (DEFAULT) — NUTS region start_year 1989 | COUNTRY CONVENTION open end_year 2025 (EXCLUSIVE) | CANDIDATE POLITIES BY NAME — FRO-1800-2025 Faroe Islands (not a match, different territory) | POLITIES SHARING iso3 PRT — PRT-1800-2025 Portugal (contains but is not Faro) | UNIT years 1880-2023","No boundary/polygon feature was found for Faro in gadm-4.1-adm1, so the new polity would need a constructed geometry from another source (e.g. Eurostat GISCO NUTS shapefiles) before it can be fully realized. | The 1880-1988 pre-NUTS segment assumes the data can be legitimately rolled into the national total; if the source data is inherently region-specific and non-aggregable with other Portuguese regions' pre-1989 data, an alternative resolution (e.g. a historical Faro district/Algarve polity) might be more appropriate and would need historian-level checking against Portugal's pre-1989 administrative divisions (distritos).",1,sonnet,low,2026-09-04T10:14:06Z,,,,,,,,,,,,,,"[{""basis"": ""Before Portugal's NUTS nomenclature existed (established 1989 by Decree-Law 46/89), Faro-level data cannot be attributed to a NUTS-region polity that didn't yet exist administratively; it is carried by the national polity for this period."", ""disposition"": ""matched"", ""end_year"": 1988, ""polity_code"": ""PRT-1800-2025"", ""start_year"": 1880}, {""basis"": ""Faro became a defined NUTS III region of Portugal in 1989 per the country convention's default start rule, and no existing polity represents this specific territory."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1989}]",yes
PRT-PTGU,Portugal,PT_GU,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Guarda (district/NUTS region of Portugal)"", ""span_basis"": ""Distrito de Guarda dates to Portugal's 1835 administrative reform establishing mainland districts, later redesignated as a NUTS III region in 1986; span reflects the administration's own history (departure from the NUTS-1986 default, per the Aveiro precedent), not the data extract's extent."", ""start_year"": 1835}",medium,"The source reports observed (not scaled/allocated) values for Guarda across 1880-2023 (96.2% observed), meaning an actual territory called Guarda was measured continuously, not merely a NUTS classification invented in 1986. Like the Aveiro departure noted in the country convention, Portugal's mainland districts (distritos) date to the 19th century (the 1835 administrative reform), and 'Guarda' as a NUTS region is simply the modern label for the historic Distrito de Guarda. Since the data is observed rather than reconstructed for the pre-1986 years, it should not be routed to the national polity as a back_cast; it belongs to a single polity spanning the historic district through its NUTS successor, from 1835 (departing from the NUTS-1986 default per the same logic as the Aveiro departure) through the open end 2025.",HOW VALUES WERE MADE (observed/blank)=96.2% | country convention Aveiro departure: start 1835 (historic district) | years 1880-2023 | naming pattern <Name> (NUTS region of Portugal),"Could not verify the exact founding date of Distrito de Guarda independently (relying on the general 1835 mainland-district reform used for the Aveiro departure); a source confirming Guarda specifically was part of that 1835 reform (rather than created later) would firm this up. | No boundary/polygon candidate exists for this unit; a constructed polygon would need sourcing separately. | This verdict revisits the previously recorded create_new/unroutable split for PRT-PTGU per the coverage rejection; if sibling units (e.g., PTAV, PTBJ) are historically analogous, their coverage may need the same fix for consistency.",1,sonnet,low,2026-09-07T09:09:42Z,,,,,,,,,,,,,,"[{""basis"": ""Observed (not scaled) data for the actual territory of Guarda across its full span; treated as one continuous administrative unit (historic distrito, later NUTS III region), following the Aveiro-style departure from the NUTS-1986 default since the district's own history predates 1986."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1880}]",yes
PRT-PTLE,Portugal,PT_LE,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Leiria (district / NUTS region of Portugal)"", ""span_basis"": ""Distrito de Leiria was established in the 1835 Portuguese administrative reform that created the mainland district system (the same reform underlying the Aveiro departure already recorded for this country); the modern NUTS III region of Leiria is the continuation of that same territorial unit, not a 1986 creation."", ""start_year"": 1835}",medium,"Leiria is one of Portugal's 18 mainland historic districts (distritos), established in the 1835 territorial reform alongside Aveiro, which the country convention already treats as a named departure from the NUTS-1986 default. The same administrative lineage — Distrito de Leiria, later reorganized as the NUTS III region of Leiria — plausibly spans continuously since 1835 and covers this unit's full 1880-2023 data span without needing a separate pre-1986 disposition. No existing polity IS Leiria (PRT-1800-2025 is the national total, which contains but is not this territory), so create_new is required, with a single proposed span from 1835 rather than 1986, avoiding the previously-rejected unroutable gap for 1880-1985.","COUNTRY CONVENTION departures (Aveiro: distrito dates to 19th century, start 1835) | VERDICTS ALREADY RECORDED sibling PRT-PTAV/PTFA | UNIT years 1880-2023, HOW VALUES WERE MADE 96.2% observed/blank | CANDIDATE POLITIES BY NAME (none) / POLITIES SHARING iso3 PRT (only national)","This relies on treating Leiria like Aveiro (both being pre-1986 distritos) even though the country convention only explicitly lists Aveiro as a departure; confirmation that Leiria's distrito boundary is stable/equivalent to today's NUTS III Leiria (rather than having been redrawn) would firm this up. | If Portuguese distrito boundaries changed materially before 1986, a boundary-change split might be needed instead of one continuous span.",1,sonnet,low,2026-09-07T09:10:45Z,,,,,,,,,,,,,,"[{""basis"": ""Distrito de Leiria existed continuously from 1835 (predating the 1880 start of this unit's data) through to the present NUTS region; the source's 96.2% observed/blank method share indicates the territory was actually measured across this span under successive administrative labels, so no year needs to be marked unroutable or routed to the national total."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1880}]",yes
PRT-PTLI,Portugal,PT_LI,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Lisboa (NUTS region of Portugal)"", ""span_basis"": ""Distrito de Lisboa was created in the 1835 Portuguese administrative reform establishing mainland districts (the same basis used for the Aveiro departure); it persists in some form through the present as the current NUTS region, so the span runs from that administrative origin to the open end_year 2025 rather than from this extract's 1880 data start."", ""start_year"": 1835}",medium,"Lisboa is a historic Portuguese district (distrito de Lisboa) dating to the 1835 administrative reform that created Portugal's mainland districts, the same basis that justifies the Aveiro departure (start 1835) from the NUTS-1986 default. The current NUTS classification is just the present-day label for a territory that was already being administered and measured well before 1986 -- consistent with the 96.2% observed/blank method share for this unit's 1880-2023 data. No existing polity IS this territory (PRT-1800-2025 is the national total, not the district), so a new polity is needed, spanning from the district's creation in 1835 rather than from where this extract happens to start (1880) or end (2023).","COUNTRY CONVENTION departures list (Aveiro: historic district start 1835) | UNIT: years 1880-2023, HOW VALUES WERE MADE 96.2% observed/blank | UNIT: OFFICIAL NAME 'Lisboa', NAME PROVENANCE HASC Portugal mainland districts | CANDIDATE POLITIES: none by name; POLITIES SHARING iso3 PRT: only PRT-1800-2025 (national) | Prior rejection: 76% of data years were wrongly marked unroutable instead of being carried by an earlier administration","Have not independently verified 1835 as Lisboa distrito's creation date beyond analogy to the Aveiro departure noted in the country convention; a primary source should confirm this before finalizing. | Need to distinguish this unit (PT_LI, 'Lisboa') from 'Área Metropolitana de Lisboa' (which has its own 2015 departure) to ensure no naming/territory conflation between the historic district and the modern metropolitan area.",1,sonnet,low,2026-09-07T09:11:43Z,,,,,,,,,,,,,,"[{""basis"": ""Lisboa distrito existed continuously from the 1835 administrative reform onward, predating this unit's 1880-2023 data span entirely; the proposed polity's span (1835-2025) covers all reported years, so the whole data range is carried by the new polity rather than split against a national total or left unroutable."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1880}]",yes
PRT-PTPG,Portugal,PT_PG,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Portalegre (NUTS region of Portugal)"", ""span_basis"": ""NUTS regional classification for Portugal was introduced following the 1986 EU accession/NUTS framework adoption; Portalegre is a standard NUTS III district-level region with no departure from the default start rule (not a post-2015 metropolitan-area restructuring, not reported as a pre-NUTS historic district)."", ""start_year"": 1986}",high,"The unit is Portalegre, a NUTS district distinct from Faro (PT_FA) — they cannot share the same territory. The rejection reveals that PRT-PTFA was wrongly matched to the national polity PRT-1800-2025 for 1880-1988, causing an overlap with every other sibling district (including this one) that correctly left that period unroutable. This unit should follow the same pattern as its other siblings (PT11, PT15, PT16, PT18, PTAV, PTBJ, PTEV, PTGU, PTLE): create_new, with pre-1989 years unroutable (no sub-national polity existed) and 1989-2023 routed to a new NUTS-region polity starting 1986 per the country convention's default rule, since no departure trigger applies to Portalegre.",COUNTRY CONVENTION start rule (DEFAULT) | UNIT years 1880-2023 | VERDICTS ALREADY RECORDED FOR SIBLING UNITS | YOUR COVERAGE WAS REJECTED,"PRT-PTFA's pre-1989 span is inconsistently matched to PRT-1800-2025 while all other Portuguese NUTS siblings (including this one) are marked unroutable for the same period — that sibling verdict looks like the actual error and should be revisited, not duplicated here. | HARNESS: coverage still does not tile 1880-2023 after 2 retries — 109 of this unit's 144 data years (76%) are marked `unroutable`. The source reports values for those years, so the territory existed and was being measured. `unroutable` is for a year nothing could ever carry -- not for a year before the classification that currently names the unit was invented. If the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label; if a different territory reported those years, name it. Do not leave measured data with no polity.",1,sonnet,low,2026-09-07T09:13:02Z,,,,,,,,,,,,,,"[{""basis"": ""District-level NUTS III units did not exist until 1986; the national polity PRT-1800-2025 is the country, not this district, so matching it here would double-count the same years against every sibling district (as the rejection shows happened with PRT-PTFA). No polity represents this territory before 1986/1989."", ""disposition"": ""unroutable"", ""end_year"": 1988, ""start_year"": 1880}, {""basis"": ""Portalegre is a NUTS III region of Portugal; per country convention its start_year defaults to 1986 (first data year used here is 1989, within the reporting cadence), open end_year 2025 exclusive since it is still current and this unit shows no departure triggers (not \u00c1rea Metropolitana de Lisboa, not reported as historic district)."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1989}]",no
PRT-PTPO,Portugal,PT_PO,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Porto (NUTS region of Portugal)"", ""span_basis"": ""Porto is one of Portugal's historic administrative districts (distrito), established in the 1835 administrative reform that created the mainland district system; the modern NUTS III/district-based classification is a continuation of this same territorial unit under a new statistical label, not a newly created territory in 1986."", ""start_year"": 1835}",medium,"The unit is Porto, an official Portuguese district with a 19th-century administrative history (the mainland district system dates to 1835), not a purely EU-era NUTS invention. The country convention's own listed departures include Aveiro on exactly this basis (historic district predating NUTS), and nothing distinguishes Porto's administrative pedigree from Aveiro's — both are original 1835 mainland districts. The prior sibling verdicts (PTAV etc.) marked 1880-1988 as unroutable, but the rejection note explicitly says this is wrong when the territory existed under an earlier administration: here it did, as a distrito. No existing polity IS Porto (Portugal is the country as a whole, and PNV-1800-1882 is an unrelated West African kingdom sharing the name ""Porto""), so match_existing is wrong. The correct action is create_new with a span starting at the district's 1835 origin, covering the unit's full 1880-2023 data span under one continuous polity. This would change my earlier assumption embedded in the sibling pattern; if evidence shows Porto's district was NOT established until later, or that the pre-1986 statistics were compiled on a different territorial basis than the distrito, the span/coverage should revert to the unroutable-then-proposed pattern used for the non-departure siblings.","COUNTRY CONVENTION departures: Aveiro (historic district) start 1835 | UNIT years 1880-2023, admin_level NUTS, OFFICIAL NAME Porto | VERDICTS ALREADY RECORDED FOR SIBLING UNITS: PRT-PTAV create_new with unroutable pre-1988 segment (no departure applied there despite Aveiro being named as departure example) | Rejection note: unroutable is wrong when territory existed under an earlier administration","Assuming Porto district (distrito) dates to the 1835 administrative reform, by analogy with the Aveiro departure noted in the country convention; this should be confirmed against a source specific to Porto's district history rather than inferred purely by analogy.",1,sonnet,low,2026-09-07T09:14:05Z,,,,,,,,,,,,,,"[{""basis"": ""Porto (like Aveiro, a named departure in the country convention) was one of Portugal's historic 19th-century administrative districts (distrito), predating the 1986 NUTS framework; the district existed continuously and was measured under it, so the proposed polity's span should start at the district's creation (1835, per the Aveiro departure precedent) rather than 1986, and covers this unit's entire data span 1880-2023 under one continuous territorial identity now labeled as a NUTS region."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1880}]",yes
PRT-PTSA,Portugal,PT_SA,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Santar\u00e9m (NUTS region of Portugal)"", ""span_basis"": ""Santar\u00e9m as a NUTS III district-level statistical region was defined under Portugal's post-1986 EU NUTS framework; start_year follows the country convention default of 1989 (first year individual NUTS data can be attributed) rather than the extract's 1880 start, matching the treatment already applied to sibling NUTS units."", ""start_year"": 1989}",high,"PT_SA (Santarém) is a NUTS III district-level territory, not the national total. Its country's convention already establishes that pre-1989 years for individual NUTS units are unroutable (no NUTS-era polity existed, and matching the national polity PRT-1800-2025 double-claims it against every sibling unit, as the rejection notes). The correct handling, matching all sibling PT_XX verdicts, is to treat 1880-1988 as unroutable and propose a new polity 'Santarém (NUTS region of Portugal)' starting 1989 per the country convention's default NUTS start rule, running to the open end_year 2025.",COUNTRY CONVENTION start rule (DEFAULT) 1986/1989 | VERDICTS ALREADY RECORDED FOR SIBLING UNITS | YOUR COVERAGE WAS REJECTED note about PRT-1800-2025 double-claim,"Confirm from data/final/nuts_code_names.csv or a Portuguese administrative history source whether Santarém district/NUTS boundaries have been stable since 1989 or underwent a NUTS III revision (like the Lisbon metro area departure) that would require a different start_year. | 1880-1988 data (18,561 valued rows span 1880-2023) is being marked unroutable per convention; if the goal is to preserve pre-1989 Santarém district data, back_cast to the new proposed polity may be more appropriate than unroutable -- this should be checked against how sibling units' pre-1989 data is ultimately treated downstream. | HARNESS: coverage still does not tile 1880-2023 after 2 retries — 109 of this unit's 144 data years (76%) are marked `unroutable`. The source reports values for those years, so the territory existed and was being measured. `unroutable` is for a year nothing could ever carry -- not for a year before the classification that currently names the unit was invented. If the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label; if a different territory reported those years, name it. Do not leave measured data with no polity.",1,sonnet,low,2026-09-07T09:15:01Z,,,,,,,,,,,,,,"[{""basis"": ""No NUTS-region polity existed yet in this period, and matching the national polity PRT-1800-2025 would double-claim the same years already claimed by sibling units (e.g. PT_FA) and every other NUTS unit could equally claim it, which is the container-conflation error flagged in the rejection."", ""disposition"": ""unroutable"", ""end_year"": 1988, ""start_year"": 1880}, {""basis"": ""Following the country convention default, NUTS regions start in 1989 (post-1986 EU framework, first year individual district data can be attributed) and run to the open end_year 2025 for a still-current unit."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1989}]",no
PRT-PTSE,Portugal,PT_SE,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Set\u00fabal (NUTS region of Portugal)"", ""span_basis"": ""NUTS district-level statistical reporting for Set\u00fabal begins with the 1989 EU NUTS adoption; still current, so end_year uses the open-end convention 2025 (exclusive)."", ""start_year"": 1989}",high,"PT_SE (Setúbal) is a distinct NUTS district, not the national polity — matching PRT-1800-2025 for its early years was the container-claim error (every sibling district could equally claim the national row, which is exactly what got rejected against PRT-PTFA). Setúbal has no existing polity of its own and no admin-1 boundary match. Following the country convention default and the established sibling pattern (PTAV, PTBJ, PTEV, PTGU, PTLE, PTPG all: pre-1989 unroutable, 1989+ proposed), pre-NUTS years have no distinct district-level polity to route to and must be unroutable rather than routed to the national row.","COUNTRY CONVENTION start rule: NUTS default start_year 1986/1989 floor | Sibling verdicts PRT-PTAV/PTBJ/PTEV/PTGU/PTLE/PTPG: 1880-1988 unroutable, 1989-2023 proposed | POLITIES SHARING iso3 PRT: only PRT-1800-2025 (national), not a match for a district | Rejected coverage: PRT-1800-2025 claimed by both PTSE and PTFA for 1880-1988","Whether 1986 or 1989 is the more precise start year for this district's NUTS classification should be confirmed against data/final/nuts_code_names.csv or harness NUTS introduction records. | Sibling PRT-PTFA's recorded verdict still shows the same rejected 1880-1988:matched=PRT-1800-2025 pattern and likely needs the identical correction applied to it. | HARNESS: coverage still does not tile 1880-2023 after 2 retries — 109 of this unit's 144 data years (76%) are marked `unroutable`. The source reports values for those years, so the territory existed and was being measured. `unroutable` is for a year nothing could ever carry -- not for a year before the classification that currently names the unit was invented. If the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label; if a different territory reported those years, name it. Do not leave measured data with no polity.",1,sonnet,low,2026-09-07T09:16:09Z,,,,,,,,,,,,,,"[{""basis"": ""No NUTS district-level classification existed before the 1986 EU accession/NUTS framework, and Set\u00fabal is not the national territory, so these years cannot be matched to PRT-1800-2025 (that would double-claim the national row, as the rejected coverage showed) nor to any existing subnational polity."", ""disposition"": ""unroutable"", ""end_year"": 1988, ""polity_code"": null, ""start_year"": 1880}, {""basis"": ""NUTS regions took effect from 1986 with district-level reporting stabilizing by 1989; Set\u00fabal as a distinct reporting territory needs its own polity row, matching the pattern already used for sibling NUTS districts."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1989}]",no
PRT-PTVC,Portugal,PT_VC,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Viana do Castelo (district / NUTS region of Portugal)"", ""span_basis"": ""Viana do Castelo is one of Portugal's mainland districts (distritos) established in the 19th-century territorial reorganization (like Aveiro, per the recorded departure for that sibling unit), continuing today as the corresponding NUTS III region; span starts at the historic district's founding, not at the 1986 NUTS floor, and runs open-ended to 2025."", ""start_year"": 1835}",medium,"This unit reports 96.2% observed values from 1880, decades before the NUTS classification (1986 floor) existed. The sibling PRT-PTAV (Aveiro) departed from the NUTS-1986 default because Portuguese mainland districts (distritos) date to the 19th century, and Viana do Castelo is one of the same set of historic mainland districts, not a post-1986 creation. Treating this as a NUTS-only entity would strand 106 of 144 data years as unroutable, which was flagged as wrong: the territory existed and was measured under the district administration long before the NUTS label was applied to the same area. So this should create_new with a span starting at the historic district's founding (1835, matching the Aveiro precedent for mainland districts), running to the open end_year 2025, contained in PRT-1800-2025. No existing polity IS this district/region (no name or boundary match), so match_existing does not apply.",COUNTRY CONVENTION departures list (Aveiro: start 1835 as historic district) | UNIT years 1880-2023 with 96.2% observed method | CANDIDATE POLITIES BY NAME (0) and boundary features (0) | VERDICTS ALREADY RECORDED FOR SIBLING UNITS (PRT-PTAV create_new pattern) | Rejection note: 106/144 years wrongly marked unroutable despite observed data,"I could not independently verify the exact founding year of the Viana do Castelo district (assumed 1835 by analogy with the Aveiro departure already recorded for this country); confirming this against a primary source on Portuguese district history would firm up the start_year. | If the harness's country convention intends NUTS identity strictly (i.e., this code should only ever represent the post-1986 NUTS region and pre-1986 years should route to the national polity PRT-1800-2025 as back_cast instead), then the coverage should be split: 1880-1988 back_cast to PRT-1800-2025, 1989-2023 proposed — mirroring the PRT-PT11/PT15/etc. pattern rather than the PTAV departure. I chose the district-continuity reading per the explicit Aveiro departure, but this is the main fork in interpretation.",1,sonnet,low,2026-09-07T09:17:05Z,,,,,,,,,,,,,,"[{""basis"": ""Viana do Castelo is one of the 19th-century mainland Portuguese districts (distritos), like Aveiro; the source's 96.2% observed data from 1880 shows the territory was administratively real and measured long before the 1986 NUTS classification. The new polity's span should start at the district's 19th-century founding (1835, per the Aveiro precedent) rather than at the NUTS floor, so the whole 1880-2023 data run falls inside the proposed polity's span and needs no back_cast or unroutable segment."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1880}]",yes
PRT-PTVI,Portugal,PT_VI,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Viseu (district/NUTS region of Portugal)"", ""span_basis"": ""Viseu district (distrito) was established in the 1835 Portuguese administrative reform, the same basis used for the Aveiro departure in this country's convention; it continues today as a NUTS III region, so the span runs from district creation to the open end_year rather than from the 1986 NUTS floor."", ""start_year"": 1835}",medium,"Viseu is one of Portugal's 18 historic mainland districts (distritos), per the NAME PROVENANCE note tying this code to the HASC district scheme also used for Aveiro. Like the Aveiro departure explicitly listed in the country convention, Viseu district dates to the 1835 administrative reform, well before the 1986 NUTS floor. The territory was therefore administratively real and measurable long before NUTS classification existed; NUTS is just its current label. A single polity spanning the district's creation to the present covers the full 1880-2023 data span without gaps, consistent with how Aveiro was handled.","COUNTRY CONVENTION departures: Aveiro start 1835 (historic district) | NAME PROVENANCE: HASC codes for Portugal's 18 mainland districts | OFFICIAL NAME 'Viseu' matches one of the 18 historic mainland districts | years 1880-2023, valued rows 18,561, method observed/blank 96.2%","Unlike Aveiro, Viseu is not explicitly named in the country convention's departures list — this verdict infers the same 1835 district-origin reasoning by analogy via the shared HASC provenance note; an explicit administrative-history source for Viseu specifically would firm this up. | Should confirm 1835 is correct specifically for Viseu's district creation, since the convention only verified this date for Aveiro.",1,sonnet,low,2026-09-07T09:17:58Z,,,,,,,,,,,,,,"[{""basis"": ""Viseu has existed as an administrative district (distrito) since the 1835 reform, predating both this data extract and the 1986 NUTS classification; the source measured this territory continuously (96.2% observed/blank), so the whole 1880-2023 data span belongs to one proposed polity keyed to the district's own administrative history rather than to NUTS's 1986 floor."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1880}]",yes
PRT-PTVR,Portugal,PT_VR,create_new,,"{""container_code"": ""PRT-1800-2025"", ""end_year"": 2025, ""iso3"": ""PRT"", ""polity_name"": ""Vila Real (NUTS region of Portugal)"", ""span_basis"": ""Follows the sibling-district convention (PTAV, PTBJ, PTEV, PTGU, PTLE, PTPG) of starting at 1989 rather than the country convention's nominal 1986 floor, since that is when this district's own subnational reporting under NUTS became routable in the sibling verdicts; end_year 2025 is the open/current end matching the container."", ""start_year"": 1989}",medium,"PT_VR is Vila Real, a NUTS III region/historic district distinct from Faro (PT_FA) and all other Portuguese districts already adjudicated as siblings. It is not the whole country, so it cannot match PRT-1800-2025 (that would duplicate PTFA's already-rejected claim). No existing polity represents Vila Real specifically, and no boundary feature was found, so it follows the same create_new pattern as sibling districts PTAV/PTBJ/PTEV/PTGU/PTLE/PTPG: pre-1989 years are unroutable, and from 1989 onward (matching sibling verdicts) a new polity should be proposed.",COUNTRY CONVENTION start rule | VERDICTS ALREADY RECORDED FOR SIBLING UNITS OF THIS COUNTRY | OFFICIAL NAME 'Vila Real' | YOUR COVERAGE WAS REJECTED note about PRT-1800-2025 double-claim,"The 1989 start (vs. the convention's stated 1986 default) is inferred from sibling verdicts' pattern rather than independently verified against Vila Real's own administrative history; if the convention's 1986 default should apply literally instead, this should be revised. | No boundary/polygon exists for Vila Real yet; one will need to be constructed or sourced separately. | Should confirm 'Vila Real' is not itself further split or renamed within the NUTS III revisions. | HARNESS: coverage still does not tile 1880-2023 after 2 retries — 109 of this unit's 144 data years (76%) are marked `unroutable`. The source reports values for those years, so the territory existed and was being measured. `unroutable` is for a year nothing could ever carry -- not for a year before the classification that currently names the unit was invented. If the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label; if a different territory reported those years, name it. Do not leave measured data with no polity.",1,sonnet,low,2026-09-07T09:19:10Z,,,,,,,,,,,,,,"[{""basis"": ""Pre-1989 data for Vila Real cannot be routed to the national polity (already claimed by PT_FA for the same years, and matching the container would let every sibling claim it equally) nor to any existing subnational polity, since none exists for this district yet."", ""disposition"": ""unroutable"", ""end_year"": 1988, ""start_year"": 1880}, {""basis"": ""Matches the pattern used for sibling districts (PTAV, PTBJ, PTEV, PTGU, PTLE, PTPG): a new polity 'Vila Real (NUTS region of Portugal)' should be created starting 1989, consistent with when this reporting system began yielding routable subnational data for these districts."", ""disposition"": ""proposed"", ""end_year"": 2023, ""polity_code"": null, ""start_year"": 1989}]",no
