source,label,item,unit,period,volume,period_value,dated_mean,dated_n,dated_first,dated_last,ratio,verdict
iia,costa rica,"cacao, beans",tonnes,1928-1932,iia_1938_39,6800.0,6906.2,3,1930,1932,0.984623,consistent
iia,dominica,"cacao, beans",ha,1928-1932,iia_1938_39,3000.0,333.3333,3,1930,1932,9.0,disagree_x10_period_higher
iia,dominica,"cacao, beans",tonnes,1928-1932,iia_1938_39,100.0,126.5333,3,1930,1932,0.790306,consistent
iia,dr congo,"cacao, beans",ha,1928-1932,iia_1938_39,4000.0,4656.3333,3,1930,1932,0.859045,consistent
iia,dr congo,"cacao, beans",tonnes,1928-1932,iia_1938_39,1100.0,1152.3333,3,1930,1932,0.954585,consistent
iia,equatorial guinea,"cacao, beans",ha,1928-1932,iia_1938_39,35000.0,31466.6667,3,1930,1932,1.112288,consistent
iia,ghana,"cacao, beans",ha,1928-1932,iia_1938_39,366000.0,379200.0,3,1930,1932,0.96519,consistent
iia,grenada,"cacao, beans",tonnes,1928-1932,iia_1938_39,4300.0,4385.3333,3,1930,1932,0.980541,consistent
iia,guadeloupe,"cacao, beans",ha,1928-1932,iia_1938_39,3000.0,3000.0,3,1930,1932,1.0,consistent
iia,guatemala,"cacao, beans",ha,1928-1932,iia_1938_39,1000.0,590.6667,3,1930,1932,1.693002,consistent
iia,guyana,"cacao, beans",ha,1928-1932,iia_1938_39,5000.0,439.3333,3,1930,1932,11.38088,disagree_x10_period_higher
iia,haiti,"cacao, beans",ha,1928-1932,iia_1938_39,16000.0,16000.0,3,1930,1932,1.0,consistent
iia,haiti,"cacao, beans",tonnes,1928-1932,iia_1938_39,1300.0,959.7333,3,1930,1932,1.354543,consistent
iia,indonesia,"cacao, beans",ha,1928-1932,iia_1938_39,5000.0,5584.3333,3,1930,1932,0.895362,consistent
iia,indonesia,"cacao, beans",tonnes,1928-1932,iia_1938_39,1400.0,2949.5333,3,1930,1932,0.474651,unexplained_dated_higher
iia,ivory coast,"cacao, beans",ha,1928-1932,iia_1938_39,55000.0,62000.0,3,1930,1932,0.887097,consistent
iia,jamaica,"cacao, beans",ha,1928-1932,iia_1938_39,800.0,774.0,3,1930,1932,1.033592,consistent
iia,jamaica,"cacao, beans",tonnes,1928-1932,iia_1938_39,2500.0,2202.9,3,1930,1932,1.134868,consistent
iia,madagascar,"cacao, beans",tonnes,1928-1932,iia_1938_39,300.0,295.3333,3,1930,1932,1.015801,consistent
iia,martinique,"cacao, beans",tonnes,1928-1932,iia_1938_39,400.0,268.7,3,1930,1932,1.488649,consistent
iia,mexico,"cacao, beans",ha,1928-1932,iia_1938_39,7000.0,6379.0,3,1930,1932,1.097351,consistent
iia,nicaragua,"cacao, beans",tonnes,1928-1932,iia_1938_39,200.0,156.5667,3,1930,1932,1.277411,consistent
iia,panama,"cacao, beans",tonnes,1928-1932,iia_1938_39,3200.0,3182.4,3,1930,1932,1.00553,consistent
iia,papua new guinea,"cacao, beans",ha,1928-1932,iia_1938_39,7000.0,379.3333,3,1930,1932,18.453427,unexplained_period_higher
iia,papua new guinea,"cacao, beans",tonnes,1928-1932,iia_1938_39,900.0,84.3333,3,1930,1932,10.671937,disagree_x10_period_higher
iia,philippines,"cacao, beans",ha,1928-1932,iia_1938_39,2000.0,1582.6667,3,1930,1932,1.26369,consistent
iia,philippines,"cacao, beans",tonnes,1928-1932,iia_1938_39,1100.0,1069.1,3,1930,1932,1.028903,consistent
iia,saint lucia,"cacao, beans",ha,1928-1932,iia_1938_39,2000.0,2248.3333,3,1930,1932,0.889548,consistent
iia,saint lucia,"cacao, beans",tonnes,1928-1932,iia_1938_39,400.0,417.6667,3,1930,1932,0.957702,consistent
iia,saint vincent and the grenadines,"cacao, beans",ha,1928-1932,iia_1938_39,4000.0,270.0,3,1930,1932,14.814815,unexplained_period_higher
iia,samoa,"cacao, beans",ha,1928-1932,iia_1938_39,2000.0,1866.6667,3,1930,1932,1.071429,consistent
iia,samoa,"cacao, beans",tonnes,1928-1932,iia_1938_39,800.0,778.6333,3,1930,1932,1.027441,consistent
iia,sri lanka,"cacao, beans",ha,1928-1932,iia_1938_39,14000.0,14000.0,3,1930,1932,1.0,consistent
iia,sri lanka,"cacao, beans",tonnes,1928-1932,iia_1938_39,3900.0,3796.9,3,1930,1932,1.027154,consistent
iia,suriname,"cacao, beans",ha,1928-1932,iia_1938_39,1000.0,1443.6667,3,1930,1932,0.692681,consistent
iia,suriname,"cacao, beans",tonnes,1928-1932,iia_1938_39,200.0,137.1667,3,1930,1932,1.45808,consistent
iia,vanuatu,"cacao, beans",tonnes,1928-1932,iia_1938_39,1900.0,1736.1,3,1930,1932,1.094407,consistent
iia,congo,"coffee, green",ha,1928-1932,iia_1938_39,13000.0,13936.6667,3,1930,1932,0.932791,consistent
iia,congo,"coffee, green",tonnes,1928-1932,iia_1938_39,100.0,98.6333,3,1930,1932,1.013856,consistent
iia,dr congo,"coffee, green",ha,1928-1932,iia_1938_39,26000.0,35949.3333,3,1930,1932,0.72324,consistent
iia,guadeloupe,"coffee, green",ha,1928-1932,iia_1938_39,7000.0,7333.3333,3,1930,1932,0.954545,consistent
iia,guadeloupe,"coffee, green",tonnes,1928-1932,iia_1938_39,300.0,310.0667,3,1930,1932,0.967534,consistent
iia,guyana,"coffee, green",ha,1928-1932,iia_1938_39,2000.0,2166.3333,3,1930,1932,0.923219,consistent
iia,guyana,"coffee, green",tonnes,1928-1932,iia_1938_39,400.0,452.5333,3,1930,1932,0.883913,consistent
iia,indonesia,"coffee, green",ha,1928-1932,iia_1938_39,227000.0,232261.0,3,1930,1932,0.977349,consistent
iia,ivory coast,"coffee, green",ha,1928-1932,iia_1938_39,12000.0,13818.3333,3,1930,1932,0.868412,consistent
iia,jamaica,"coffee, green",ha,1928-1932,iia_1938_39,2000.0,2382.3333,3,1930,1932,0.839513,consistent
iia,jamaica,"coffee, green",tonnes,1928-1932,iia_1938_39,3700.0,4215.2333,3,1930,1932,0.877769,consistent
iia,kenya,"coffee, green",ha,1928-1932,iia_1938_39,39000.0,39921.6667,3,1930,1932,0.976913,consistent
iia,madagascar,"coffee, green",ha,1928-1932,iia_1938_39,66000.0,65284.6667,3,1930,1932,1.010957,consistent
iia,malawi,"coffee, green",ha,1928-1932,iia_1938_39,1000.0,572.6667,3,1930,1932,1.746217,consistent
iia,malawi,"coffee, green",tonnes,1928-1932,iia_1938_39,100.0,54.6667,3,1930,1932,1.829268,consistent
iia,malaysia,"coffee, green",ha,1928-1932,iia_1938_39,5000.0,5824.6667,3,1930,1932,0.858418,consistent
iia,new caledonia,"coffee, green",ha,1928-1932,iia_1938_39,3000.0,3000.0,3,1930,1932,1.0,consistent
iia,new caledonia,"coffee, green",tonnes,1928-1932,iia_1938_39,1000.0,1059.5333,3,1930,1932,0.943812,consistent
iia,philippines,"coffee, green",ha,1928-1932,iia_1938_39,1000.0,1328.3333,3,1930,1932,0.752823,consistent
iia,philippines,"coffee, green",tonnes,1928-1932,iia_1938_39,1200.0,1170.3333,3,1930,1932,1.025349,consistent
iia,sao tome and principe,"coffee, green",tonnes,1928-1932,iia_1938_39,500.0,573.0,3,1930,1932,0.8726,consistent
iia,sierra leone,"coffee, green",tonnes,1928-1932,iia_1938_39,100.0,90.0,3,1930,1932,1.111111,consistent
iia,suriname,"coffee, green",tonnes,1928-1932,iia_1938_39,3200.0,3406.7,3,1930,1932,0.939325,consistent
iia,timor-leste,"coffee, green",tonnes,1928-1932,iia_1938_39,1700.0,1535.0,3,1930,1932,1.107492,consistent
iia,trinidad and tobago,"coffee, green",tonnes,1928-1932,iia_1938_39,300.0,340.6333,3,1930,1932,0.880712,consistent
iia,united states of america,"coffee, green",ha,1928-1932,iia_1938_39,79000.0,83106.6667,3,1930,1932,0.950586,consistent
iia,united states of america,"coffee, green",tonnes,1928-1932,iia_1938_39,8700.0,4661.7667,3,1930,1932,1.866245,consistent
iia,vanuatu,"coffee, green",tonnes,1928-1932,iia_1938_39,100.0,158.8333,3,1930,1932,0.629591,consistent
iia,viet nam,"coffee, green",ha,1928-1932,iia_1938_39,4000.0,3657.0,3,1930,1932,1.093793,consistent
iia,yemen,"coffee, green",tonnes,1928-1932,iia_1938_39,4400.0,4513.1,3,1930,1932,0.97494,consistent
iia,algeria,cotton lint,ha,1928-1932,iia_1938_39,3000.0,2057.3333,3,1930,1932,1.458198,consistent
iia,algeria,cotton lint,tonnes,1928-1932,iia_1938_39,900.0,497.3667,3,1930,1932,1.80953,consistent
iia,australia,cotton lint,ha,1928-1932,iia_1938_39,13000.0,16274.6667,3,1930,1932,0.798787,consistent
iia,australia,cotton lint,tonnes,1928-1932,iia_1938_39,1900.0,1977.3333,3,1930,1932,0.96089,consistent
iia,bulgaria,cotton lint,ha,1928-1932,iia_1938_39,6000.0,6344.3333,3,1930,1932,0.945726,consistent
iia,burundi,cotton lint,ha,1928-1932,iia_1938_39,1000.0,1743.3333,3,1930,1932,0.573614,consistent
iia,burundi,cotton lint,tonnes,1928-1932,iia_1938_39,200.0,193.2667,3,1930,1932,1.03484,consistent
iia,"china, mainland",cotton lint,ha,1928-1932,iia_1938_39,2114000.0,2177633.3333,3,1930,1932,0.970779,consistent
iia,congo,cotton lint,ha,1928-1932,iia_1938_39,26000.0,36278.0,3,1930,1932,0.716688,consistent
iia,congo,cotton lint,tonnes,1928-1932,iia_1938_39,1300.0,1766.6667,3,1930,1932,0.735849,consistent
iia,cyprus,cotton lint,ha,1928-1932,iia_1938_39,5000.0,5207.0,3,1930,1932,0.960246,consistent
iia,cyprus,cotton lint,tonnes,1928-1932,iia_1938_39,500.0,529.9667,3,1930,1932,0.943456,consistent
iia,dr congo,cotton lint,ha,1928-1932,iia_1938_39,142000.0,158711.0,3,1930,1932,0.894708,consistent
iia,egypt,cotton lint,ha,1928-1932,iia_1938_39,856000.0,822440.0,3,1930,1932,1.040805,consistent
iia,eritrea,cotton lint,ha,1928-1932,iia_1938_39,3000.0,2558.3333,3,1930,1932,1.172638,consistent
iia,eritrea,cotton lint,tonnes,1928-1932,iia_1938_39,300.0,256.6667,3,1930,1932,1.168831,consistent
iia,greece,cotton lint,ha,1928-1932,iia_1938_39,19000.0,19632.6667,3,1930,1932,0.967775,consistent
iia,grenada,cotton lint,tonnes,1928-1932,iia_1938_39,200.0,146.6667,3,1930,1932,1.363636,consistent
iia,guadeloupe,cotton lint,ha,1928-1932,iia_1938_39,1000.0,566.6667,3,1930,1932,1.764706,consistent
iia,haiti,cotton lint,ha,1928-1932,iia_1938_39,85000.0,91100.0,3,1930,1932,0.933041,consistent
iia,indonesia,cotton lint,ha,1928-1932,iia_1938_39,9000.0,8572.6667,3,1930,1932,1.049848,consistent
iia,indonesia,cotton lint,tonnes,1928-1932,iia_1938_39,900.0,890.4,3,1930,1932,1.010782,consistent
iia,iraq,cotton lint,tonnes,1928-1932,iia_1938_39,500.0,285.9333,3,1930,1932,1.748659,consistent
iia,italy,cotton lint,ha,1928-1932,iia_1938_39,3000.0,2237.6667,3,1930,1932,1.340682,consistent
iia,japan,cotton lint,ha,1928-1932,iia_1938_39,1000.0,631.0,3,1930,1932,1.584786,consistent
iia,japan,cotton lint,tonnes,1928-1932,iia_1938_39,200.0,134.3667,3,1930,1932,1.488464,consistent
iia,kenya,cotton lint,tonnes,1928-1932,iia_1938_39,300.0,337.1,3,1930,1932,0.889944,consistent
iia,montserrat,cotton lint,ha,1928-1932,iia_1938_39,1000.0,1214.6667,3,1930,1932,0.823271,consistent
iia,montserrat,cotton lint,tonnes,1928-1932,iia_1938_39,200.0,200.3667,3,1930,1932,0.99817,consistent
iia,mozambique,cotton lint,ha,1928-1932,iia_1938_39,22000.0,9112.6667,3,1930,1932,2.414222,unexplained_period_higher
iia,mozambique,cotton lint,tonnes,1928-1932,iia_1938_39,2300.0,654.7667,3,1930,1932,3.512702,unexplained_period_higher
iia,new caledonia,cotton lint,tonnes,1928-1932,iia_1938_39,100.0,70.8,3,1930,1932,1.412429,consistent
iia,niger,cotton lint,tonnes,1928-1932,iia_1938_39,2500.0,243.3333,3,1930,1932,10.273973,disagree_x10_period_higher
iia,philippines,cotton lint,ha,1928-1932,iia_1938_39,1000.0,650.3333,3,1930,1932,1.537673,consistent
iia,philippines,cotton lint,tonnes,1928-1932,iia_1938_39,100.0,132.6,3,1930,1932,0.754148,consistent
iia,russian federation,cotton lint,ha,1928-1932,iia_1938_39,1584000.0,1964066.6667,3,1930,1932,0.80649,consistent
iia,russian federation,cotton lint,tonnes,1928-1932,iia_1938_39,334100.0,379233.3333,3,1930,1932,0.880988,consistent
iia,saint kitts and nevis,cotton lint,ha,1928-1932,iia_1938_39,1000.0,1201.0,3,1930,1932,0.832639,consistent
iia,saint kitts and nevis,cotton lint,tonnes,1928-1932,iia_1938_39,100.0,170.7333,3,1930,1932,0.585709,consistent
iia,saint vincent and the grenadines,cotton lint,ha,1928-1932,iia_1938_39,1000.0,867.0,3,1930,1932,1.153403,consistent
iia,saint vincent and the grenadines,cotton lint,tonnes,1928-1932,iia_1938_39,100.0,135.0333,3,1930,1932,0.740558,consistent
iia,serbia,cotton lint,ha,1928-1932,iia_1938_39,1000.0,988.0,3,1930,1932,1.012146,consistent
iia,serbia,cotton lint,tonnes,1928-1932,iia_1938_39,100.0,108.8667,3,1930,1932,0.918555,consistent
iia,south africa,cotton lint,tonnes,1928-1932,iia_1938_39,1600.0,771.1667,3,1930,1932,2.074778,unexplained_period_higher
iia,south korea,cotton lint,ha,1928-1932,iia_1938_39,186000.0,180063.6667,3,1930,1932,1.032968,consistent
iia,south korea,cotton lint,tonnes,1928-1932,iia_1938_39,28900.0,27898.1667,3,1930,1932,1.03591,consistent
iia,spain,cotton lint,ha,1928-1932,iia_1938_39,10000.0,10762.6667,3,1930,1932,0.929138,consistent
iia,sri lanka,cotton lint,ha,1928-1932,iia_1938_39,1000.0,843.3333,3,1930,1932,1.185771,consistent
iia,syrian arab republic,cotton lint,ha,1928-1932,iia_1938_39,19000.0,21531.0,3,1930,1932,0.882449,consistent
iia,syrian arab republic,cotton lint,tonnes,1928-1932,iia_1938_39,2300.0,2506.6333,3,1930,1932,0.917565,consistent
iia,turkey,cotton lint,ha,1928-1932,iia_1938_39,155000.0,196704.3333,3,1930,1932,0.787985,consistent
iia,vanuatu,cotton lint,tonnes,1928-1932,iia_1938_39,300.0,216.0667,3,1930,1932,1.38846,consistent
iia,viet nam,cotton lint,ha,1928-1932,iia_1938_39,1000.0,1257.3333,3,1930,1932,0.795334,consistent
iia,viet nam,cotton lint,tonnes,1928-1932,iia_1938_39,100.0,84.6,3,1930,1932,1.182033,consistent
iia,zimbabwe,cotton lint,ha,1928-1932,iia_1938_39,2000.0,1937.6667,3,1930,1932,1.032169,consistent
iia,zimbabwe,cotton lint,tonnes,1928-1932,iia_1938_39,200.0,165.1,3,1930,1932,1.211387,consistent
iia,algeria,cotton seed,ha,1928-1932,iia_1938_39,3000.0,2057.3333,3,1930,1932,1.458198,consistent
iia,algeria,cotton seed,tonnes,1928-1932,iia_1938_39,1800.0,960.0,3,1930,1932,1.875,consistent
iia,antigua and barbuda,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,77.3333,3,1930,1932,1.293103,consistent
iia,argentina,cotton seed,ha,1928-1932,iia_1938_39,125000.0,134017.6667,3,1930,1932,0.932713,consistent
iia,australia,cotton seed,ha,1928-1932,iia_1938_39,13000.0,16274.6667,3,1930,1932,0.798787,consistent
iia,australia,cotton seed,tonnes,1928-1932,iia_1938_39,3700.0,3956.6667,3,1930,1932,0.935131,consistent
iia,barbados,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,184.6667,3,1930,1932,0.541516,consistent
iia,brazil,cotton seed,ha,1928-1932,iia_1938_39,689000.0,689716.6667,3,1930,1932,0.998961,consistent
iia,bulgaria,cotton seed,ha,1928-1932,iia_1938_39,6000.0,6344.3333,3,1930,1932,0.945726,consistent
iia,bulgaria,cotton seed,tonnes,1928-1932,iia_1938_39,2300.0,2453.3333,3,1930,1932,0.9375,consistent
iia,burundi,cotton seed,ha,1928-1932,iia_1938_39,1000.0,1743.3333,3,1930,1932,0.573614,consistent
iia,burundi,cotton seed,tonnes,1928-1932,iia_1938_39,400.0,450.0,3,1930,1932,0.888889,consistent
iia,"china, mainland",cotton seed,ha,1928-1932,iia_1938_39,2114000.0,2177633.3333,3,1930,1932,0.970779,consistent
iia,"china, mainland",cotton seed,tonnes,1928-1932,iia_1938_39,1105300.0,1094680.0,3,1930,1932,1.009701,consistent
iia,congo,cotton seed,ha,1928-1932,iia_1938_39,26000.0,36278.0,3,1930,1932,0.716688,consistent
iia,congo,cotton seed,tonnes,1928-1932,iia_1938_39,1900.0,3746.6667,3,1930,1932,0.507117,consistent
iia,cyprus,cotton seed,ha,1928-1932,iia_1938_39,5000.0,5207.0,3,1930,1932,0.960246,consistent
iia,cyprus,cotton seed,tonnes,1928-1932,iia_1938_39,1200.0,1233.3333,3,1930,1932,0.972973,consistent
iia,dr congo,cotton seed,ha,1928-1932,iia_1938_39,142000.0,158711.0,3,1930,1932,0.894708,consistent
iia,dr congo,cotton seed,tonnes,1928-1932,iia_1938_39,22400.0,25476.6667,3,1930,1932,0.879236,consistent
iia,egypt,cotton seed,ha,1928-1932,iia_1938_39,856000.0,822440.0,3,1930,1932,1.040805,consistent
iia,egypt,cotton seed,tonnes,1928-1932,iia_1938_39,733800.0,670840.0,3,1930,1932,1.093852,consistent
iia,el salvador,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,76.6667,3,1930,1932,1.304348,consistent
iia,eritrea,cotton seed,ha,1928-1932,iia_1938_39,3000.0,2558.3333,3,1930,1932,1.172638,consistent
iia,eritrea,cotton seed,tonnes,1928-1932,iia_1938_39,500.0,503.3333,3,1930,1932,0.993377,consistent
iia,fiji,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,137.0,3,1930,1932,0.729927,consistent
iia,greece,cotton seed,ha,1928-1932,iia_1938_39,19000.0,19632.6667,3,1930,1932,0.967775,consistent
iia,greece,cotton seed,tonnes,1928-1932,iia_1938_39,8300.0,8736.6667,3,1930,1932,0.950019,consistent
iia,grenada,cotton seed,tonnes,1928-1932,iia_1938_39,400.0,355.3333,3,1930,1932,1.125704,consistent
iia,guadeloupe,cotton seed,ha,1928-1932,iia_1938_39,1000.0,566.6667,3,1930,1932,1.764706,consistent
iia,guadeloupe,cotton seed,tonnes,1928-1932,iia_1938_39,200.0,80.0,3,1930,1932,2.5,unexplained_period_higher
iia,guatemala,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,139.6667,3,1930,1932,0.71599,consistent
iia,haiti,cotton seed,ha,1928-1932,iia_1938_39,85000.0,91100.0,3,1930,1932,0.933041,consistent
iia,haiti,cotton seed,tonnes,1928-1932,iia_1938_39,12200.0,12680.0,3,1930,1932,0.962145,consistent
iia,india,cotton seed,ha,1928-1932,iia_1938_39,7000.0,9444990.6667,3,1930,1932,0.000741,unexplained_dated_higher
iia,india,cotton seed,tonnes,1928-1932,iia_1938_39,2700.0,1957370.0,3,1930,1932,0.001379,unexplained_dated_higher
iia,indonesia,cotton seed,ha,1928-1932,iia_1938_39,9000.0,8572.6667,3,1930,1932,1.049848,consistent
iia,indonesia,cotton seed,tonnes,1928-1932,iia_1938_39,2100.0,2076.6667,3,1930,1932,1.011236,consistent
iia,iran,cotton seed,tonnes,1928-1932,iia_1938_39,44700.0,37785.0,3,1930,1932,1.183009,consistent
iia,iraq,cotton seed,tonnes,1928-1932,iia_1938_39,1200.0,666.3333,3,1930,1932,1.8009,consistent
iia,italy,cotton seed,ha,1928-1932,iia_1938_39,3000.0,2237.6667,3,1930,1932,1.340682,consistent
iia,italy,cotton seed,tonnes,1928-1932,iia_1938_39,1000.0,920.0,3,1930,1932,1.086957,consistent
iia,japan,cotton seed,ha,1928-1932,iia_1938_39,1000.0,631.0,3,1930,1932,1.584786,consistent
iia,japan,cotton seed,tonnes,1928-1932,iia_1938_39,500.0,403.0,3,1930,1932,1.240695,consistent
iia,kenya,cotton seed,tonnes,1928-1932,iia_1938_39,800.0,783.3333,3,1930,1932,1.021277,consistent
iia,malawi,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,44.6667,3,1930,1932,2.238806,unexplained_period_higher
iia,malta,cotton seed,tonnes,1928-1932,iia_1938_39,100.0,65.0,3,1930,1932,1.538462,consistent
iia,mexico,cotton seed,ha,1928-1932,iia_1938_39,153000.0,121637.3333,3,1930,1932,1.257838,consistent
iia,montserrat,cotton seed,ha,1928-1932,iia_1938_39,1000.0,1214.6667,3,1930,1932,0.823271,consistent
iia,montserrat,cotton seed,tonnes,1928-1932,iia_1938_39,600.0,466.6667,3,1930,1932,1.285714,consistent
iia,mozambique,cotton seed,ha,1928-1932,iia_1938_39,15000.0,9112.6667,3,1930,1932,1.64606,consistent
iia,mozambique,cotton seed,tonnes,1928-1932,iia_1938_39,4100.0,1523.3333,3,1930,1932,2.691466,unexplained_period_higher
iia,new caledonia,cotton seed,tonnes,1928-1932,iia_1938_39,300.0,213.3333,3,1930,1932,1.40625,consistent
iia,niger,cotton seed,tonnes,1928-1932,iia_1938_39,7000.0,600.0,3,1930,1932,11.666667,unexplained_period_higher
iia,nigeria,cotton seed,tonnes,1928-1932,iia_1938_39,10500.0,6973.3333,3,1930,1932,1.505736,consistent
iia,peru,cotton seed,ha,1928-1932,iia_1938_39,125000.0,127881.0,3,1930,1932,0.977471,consistent
iia,philippines,cotton seed,ha,1928-1932,iia_1938_39,1000.0,650.3333,3,1930,1932,1.537673,consistent
iia,philippines,cotton seed,tonnes,1928-1932,iia_1938_39,300.0,308.6667,3,1930,1932,0.971922,consistent
iia,russian federation,cotton seed,ha,1928-1932,iia_1938_39,1584000.0,1964066.6667,3,1930,1932,0.80649,consistent
iia,russian federation,cotton seed,tonnes,1928-1932,iia_1938_39,707500.0,807400.0,3,1930,1932,0.87627,consistent
iia,saint kitts and nevis,cotton seed,ha,1928-1932,iia_1938_39,1000.0,1201.0,3,1930,1932,0.832639,consistent
iia,saint kitts and nevis,cotton seed,tonnes,1928-1932,iia_1938_39,400.0,486.6667,3,1930,1932,0.821918,consistent
iia,saint vincent and the grenadines,cotton seed,ha,1928-1932,iia_1938_39,1000.0,867.0,3,1930,1932,1.153403,consistent
iia,saint vincent and the grenadines,cotton seed,tonnes,1928-1932,iia_1938_39,400.0,403.3333,3,1930,1932,0.991736,consistent
iia,serbia,cotton seed,ha,1928-1932,iia_1938_39,1000.0,988.0,3,1930,1932,1.012146,consistent
iia,serbia,cotton seed,tonnes,1928-1932,iia_1938_39,200.0,254.0,3,1930,1932,0.787402,consistent
iia,south africa,cotton seed,tonnes,1928-1932,iia_1938_39,3500.0,1580.0,3,1930,1932,2.21519,unexplained_period_higher
iia,south korea,cotton seed,ha,1928-1932,iia_1938_39,186000.0,180063.6667,3,1930,1932,1.032968,consistent
iia,south korea,cotton seed,tonnes,1928-1932,iia_1938_39,59900.0,65003.3333,3,1930,1932,0.921491,consistent
iia,spain,cotton seed,ha,1928-1932,iia_1938_39,10000.0,10762.6667,3,1930,1932,0.929138,consistent
iia,spain,cotton seed,tonnes,1928-1932,iia_1938_39,2000.0,2196.6667,3,1930,1932,0.91047,consistent
iia,syrian arab republic,cotton seed,ha,1928-1932,iia_1938_39,19000.0,21531.0,3,1930,1932,0.882449,consistent
iia,syrian arab republic,cotton seed,tonnes,1928-1932,iia_1938_39,4900.0,5264.0,3,1930,1932,0.930851,consistent
iia,tanzania,cotton seed,tonnes,1928-1932,iia_1938_39,9600.0,7413.3333,3,1930,1932,1.294964,consistent
iia,turkey,cotton seed,ha,1928-1932,iia_1938_39,155000.0,196704.3333,3,1930,1932,0.787985,consistent
iia,turkey,cotton seed,tonnes,1928-1932,iia_1938_39,47700.0,32542.3333,3,1930,1932,1.465783,consistent
iia,united states of america,cotton seed,ha,1928-1932,iia_1938_39,16412000.0,15799931.3333,3,1930,1932,1.038739,consistent
iia,vanuatu,cotton seed,tonnes,1928-1932,iia_1938_39,700.0,506.6667,3,1930,1932,1.381579,consistent
iia,viet nam,cotton seed,ha,1928-1932,iia_1938_39,1000.0,1257.3333,3,1930,1932,0.795334,consistent
iia,viet nam,cotton seed,tonnes,1928-1932,iia_1938_39,400.0,162.0,3,1930,1932,2.469136,unexplained_period_higher
iia,zimbabwe,cotton seed,ha,1928-1932,iia_1938_39,2000.0,1937.6667,3,1930,1932,1.032169,consistent
iia,zimbabwe,cotton seed,tonnes,1928-1932,iia_1938_39,400.0,385.0,3,1930,1932,1.038961,consistent
iia,cyprus,flax fibre and tow,ha,1928-1932,iia_1938_39,1000.0,662.3333,3,1930,1932,1.509814,consistent
iia,cyprus,flax fibre and tow,tonnes,1928-1932,iia_1938_39,400.0,81.0,3,1930,1932,4.938272,unexplained_period_higher
iia,czech republic,flax fibre and tow,ha,1928-1932,iia_1938_39,13000.0,9386.3333,3,1930,1932,1.384992,consistent
iia,czech republic,flax fibre and tow,tonnes,1928-1932,iia_1938_39,5100.0,4162.1667,3,1930,1932,1.225323,consistent
iia,egypt,flax fibre and tow,ha,1928-1932,iia_1938_39,1000.0,1039.0,3,1930,1932,0.962464,consistent
iia,egypt,flax fibre and tow,tonnes,1928-1932,iia_1938_39,900.0,714.6333,3,1930,1932,1.259387,consistent
iia,japan,flax fibre and tow,ha,1928-1932,iia_1938_39,9000.0,9399.0,3,1930,1932,0.957549,consistent
iia,japan,flax fibre and tow,tonnes,1928-1932,iia_1938_39,2800.0,2555.6,3,1930,1932,1.095633,consistent
iia,russian federation,flax fibre and tow,ha,1928-1932,iia_1938_39,2466000.0,2216763.3333,3,1930,1932,1.112433,consistent
iia,russian federation,flax fibre and tow,tonnes,1928-1932,iia_1938_39,733700.0,496792.2,3,1930,1932,1.476875,consistent
iia,serbia,flax fibre and tow,ha,1928-1932,iia_1938_39,12000.0,12072.6667,3,1930,1932,0.993981,consistent
iia,serbia,flax fibre and tow,tonnes,1928-1932,iia_1938_39,1100.0,10260.3667,3,1930,1932,0.107209,disagree_x10_dated_higher
iia,jamaica,grapefruit (inc. pomelos),tonnes,1928-1932,iia_1938_39,6000.0,6456.7333,3,1930,1932,0.929262,consistent
iia,philippines,grapefruit (inc. pomelos),ha,1928-1932,iia_1938_39,2000.0,1606.0,3,1930,1932,1.24533,consistent
iia,philippines,grapefruit (inc. pomelos),tonnes,1928-1932,iia_1938_39,7600.0,7615.4667,3,1930,1932,0.997969,consistent
iia,australia,grapes,ha,1928-1932,iia_1938_39,46000.0,2942.3333,3,1930,1932,15.633851,unexplained_period_higher
iia,australia,grapes,tonnes,1928-1932,iia_1938_39,13900.0,14060.4,3,1930,1932,0.988592,consistent
iia,cyprus,grapes,ha,1928-1932,iia_1938_39,43000.0,46741.3333,3,1930,1932,0.919957,consistent
iia,cyprus,grapes,tonnes,1928-1932,iia_1938_39,17300.0,47005.0,3,1930,1932,0.368046,unexplained_dated_higher
iia,czech republic,grapes,ha,1928-1932,iia_1938_39,18000.0,17.0,3,1930,1932,1058.823529,unexplained_period_higher
iia,czech republic,grapes,tonnes,1928-1932,iia_1938_39,6700.0,50236.0,3,1930,1932,0.13337,unexplained_dated_higher
iia,egypt,grapes,ha,1928-1932,iia_1938_39,2000.0,2285.3333,3,1930,1932,0.875146,consistent
iia,egypt,grapes,tonnes,1928-1932,iia_1938_39,21000.0,20184.8667,3,1930,1932,1.040383,consistent
iia,france,grapes,tonnes,1928-1932,iia_1938_39,114200.0,103837.6667,3,1930,1932,1.099794,consistent
iia,israel,grapes,tonnes,1928-1932,iia_1938_39,7000.0,11961.3333,3,1930,1932,0.585219,consistent
iia,japan,grapes,tonnes,1928-1932,iia_1938_39,53100.0,56558.8667,3,1930,1932,0.938845,consistent
