source,label,whep_code,item,year,period,unit,production,area_ha,implied_yield,own_pre_era_median,ratio_to_own,verdict,convicted
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1935,,tonnes,2192100,16000,137.00625,13781.7,159.058752,impossible_yield,True
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1936,,tonnes,2062600,17000,121.329412,13781.7,149.662233,impossible_yield,True
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1937,,tonnes,2648800,19000,139.410526,13781.7,192.196899,impossible_yield,True
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1938,,tonnes,2798400,20000,139.92,13781.7,203.051873,impossible_yield,True
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1939,,tonnes,3101900,22000,140.995455,13781.7,225.07383,impossible_yield,True
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1940,,tonnes,2924900,22000,132.95,13781.7,212.230712,impossible_yield,True
iia,south korea,KOR-1800-1945,"tobacco, unmanufactured",1941,,tonnes,3512000,23000,152.695652,13781.7,254.830681,impossible_yield,True
iia,spain,ESP-1800-2025,"tobacco, unmanufactured",,1934-1938,tonnes,707100,4000,176.775,290617.7,2.433093,impossible_yield,True
iia,switzerland,CHE-1800-2025,"tobacco, unmanufactured",,1934-1938,tonnes,106700,1000,106.7,623.4,171.158165,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",,1934-1938,tonnes,272200,4000,68.05,2835.5,95.997179,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1934,,tonnes,335600,5000,67.12,2835.5,118.356551,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1935,,tonnes,201400,4000,50.35,2835.5,71.028037,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1936,,tonnes,540900,7000,77.271429,2835.5,190.760007,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1937,,tonnes,517900,6000,86.316667,2835.5,182.648563,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1938,,tonnes,341000,4000,85.25,2835.5,120.260977,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1941,,tonnes,474500,7000,67.785714,2835.5,167.34262,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1943,,tonnes,287500,5000,57.5,2835.5,101.393052,impossible_yield,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1944,,tonnes,392500,6000,65.416667,2835.5,138.423558,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1939,,tonnes,44700,2000,22.35,,,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1940,,tonnes,52400,2000,26.2,,,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1941,,tonnes,65900,3000,21.966667,,,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1942,,tonnes,83000,3000,27.666667,,,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1943,,tonnes,106900,4000,26.725,,,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1944,,tonnes,104000,4000,26,,,impossible_yield,True
iia,tanzania,TAN-1922-1964,"tobacco, unmanufactured",1945,,tonnes,95000,4000,23.75,,,impossible_yield,True
iia,thailand,THA-1909-2025,"tobacco, unmanufactured",,1934-1938,tonnes,882800,10000,88.28,5430.8,162.55432,impossible_yield,True
iia,thailand,THA-1909-2025,"tobacco, unmanufactured",1940,,tonnes,937900,8000,117.2375,5430.8,172.700155,impossible_yield,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1934,,tonnes,65000,1000,65,294.7,220.563285,impossible_yield,True
iia,turkey,TUR-1920-2025,"tobacco, unmanufactured",,1934-1938,tonnes,5543300,72000,76.990278,1984975.5,2.792629,impossible_yield,True
iia,turkey,TUR-1920-2025,"tobacco, unmanufactured",1940,,tonnes,7135600,78000,91.482051,1984975.5,3.594805,impossible_yield,True
iia,united kingdom,GBR-1921-2025,hops,,1934-1938,tonnes,1271100,7400,171.77027,15677.5,81.077978,impossible_yield,True
iia,united states of america,USA-1867-1959,hops,,1934-1938,tonnes,1768000,14000,126.285714,23431.9,75.452695,impossible_yield,True
iia,united states of america,USA-1867-1959,"tobacco, unmanufactured",,1934-1938,tonnes,60387500,627000,96.311802,630805.5,95.730776,impossible_yield,True
iia,uruguay,URY-1828-2025,"tobacco, unmanufactured",,1934-1938,tonnes,54000,1000,54,577.95,93.433688,impossible_yield,True
iia,venezuela,VEN-1821-2025,"tobacco, unmanufactured",,1934-1938,tonnes,322100,8000,40.2625,,,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",,1934-1938,tonnes,168700,2000,84.35,1275.6,132.251489,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1934,,tonnes,124500,1000,124.5,1275.6,97.601129,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1935,,tonnes,111200,1000,111.2,1275.6,87.174663,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1936,,tonnes,140100,1000,140.1,1275.6,109.830668,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1937,,tonnes,270000,3000,90,1275.6,211.665099,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1939,,tonnes,170000,2000,85,1275.6,133.270618,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1940,,tonnes,165100,2000,82.55,1275.6,129.429288,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1941,,tonnes,240000,3000,80,1275.6,188.146754,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1942,,tonnes,249000,3000,83,1275.6,195.202258,impossible_yield,True
iia,viet nam,VNM-1887-1954,"tobacco, unmanufactured",1943,,tonnes,250000,3000,83.333333,1275.6,195.986203,impossible_yield,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",,1934-1938,tonnes,73800,2000,36.9,574.5,128.45953,impossible_yield,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1934,,tonnes,70600,1000,70.6,574.5,122.889469,impossible_yield,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1935,,tonnes,57800,1000,57.8,574.5,100.609225,impossible_yield,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1936,,tonnes,57200,1000,57.2,574.5,99.564839,impossible_yield,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1937,,tonnes,93700,2000,46.85,574.5,163.098346,impossible_yield,True
iia,zimbabwe,ZWE-1900-1953,"tobacco, unmanufactured",,1934-1938,tonnes,1050600,19000,55.294737,5692.9,184.545662,impossible_yield,True
iia,zimbabwe,ZWE-1900-1953,"tobacco, unmanufactured",1945,,tonnes,2141800,35000,61.194286,5692.9,376.223015,impossible_yield,True
iia,american samoa,ASM-1900-2025,"tobacco, unmanufactured",1934,,tonnes,2000,0,,46.8,42.735043,impossible_yield_zero_area,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1934,,tonnes,4000,0,,33.75,118.518519,impossible_yield_zero_area,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1935,,tonnes,4000,0,,33.75,118.518519,impossible_yield_zero_area,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1936,,tonnes,4000,0,,33.75,118.518519,impossible_yield_zero_area,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1937,,tonnes,4000,0,,33.75,118.518519,impossible_yield_zero_area,True
iia,burundi,BDI-1922-1962,"tobacco, unmanufactured",1934,,tonnes,52500,0,,604.7,86.819911,impossible_yield_zero_area,True
iia,burundi,BDI-1922-1962,"tobacco, unmanufactured",1935,,tonnes,52500,0,,604.7,86.819911,impossible_yield_zero_area,True
iia,burundi,BDI-1922-1962,"tobacco, unmanufactured",1936,,tonnes,23000,0,,604.7,38.035389,impossible_yield_zero_area,True
iia,cameroon,FCM-1920-1960,"tobacco, unmanufactured",1935,,tonnes,4400,0,,7700,0.571429,impossible_yield_zero_area,True
iia,cameroon,FCM-1920-1960,"tobacco, unmanufactured",1936,,tonnes,10000,0,,7700,1.298701,impossible_yield_zero_area,True
iia,cameroon,FCM-1920-1960,"tobacco, unmanufactured",1937,,tonnes,7000,0,,7700,0.909091,impossible_yield_zero_area,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1936,,tonnes,13700,0,,41.45,330.518697,impossible_yield_zero_area,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1937,,tonnes,3400,0,,41.45,82.026538,impossible_yield_zero_area,True
iia,eritrea,ERI-1889-1952,"tobacco, unmanufactured",1934,,tonnes,3500,0,,27.5,127.272727,impossible_yield_zero_area,True
iia,eritrea,ERI-1889-1952,"tobacco, unmanufactured",1935,,tonnes,2500,0,,27.5,90.909091,impossible_yield_zero_area,True
iia,eritrea,ERI-1889-1952,"tobacco, unmanufactured",1936,,tonnes,2700,0,,27.5,98.181818,impossible_yield_zero_area,True
iia,eritrea,ERI-1889-1952,"tobacco, unmanufactured",1937,,tonnes,2100,0,,27.5,76.363636,impossible_yield_zero_area,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1934,,tonnes,11900,0,,333.5,35.682159,impossible_yield_zero_area,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1935,,tonnes,12800,0,,333.5,38.38081,impossible_yield_zero_area,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1936,,tonnes,9100,0,,333.5,27.286357,impossible_yield_zero_area,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1937,,tonnes,10600,0,,333.5,31.784108,impossible_yield_zero_area,True
iia,french polynesia,PYF-1800-2025,"tobacco, unmanufactured",1934,,tonnes,300,0,,22,13.636364,impossible_yield_zero_area,True
iia,french polynesia,PYF-1800-2025,"tobacco, unmanufactured",1935,,tonnes,300,0,,22,13.636364,impossible_yield_zero_area,True
iia,french polynesia,PYF-1800-2025,"tobacco, unmanufactured",1936,,tonnes,300,0,,22,13.636364,impossible_yield_zero_area,True
iia,french polynesia,PYF-1800-2025,"tobacco, unmanufactured",1937,,tonnes,300,0,,22,13.636364,impossible_yield_zero_area,True
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",1937,,tonnes,9700,0,,18.45,525.745257,impossible_yield_zero_area,True
iia,libya,LBY-1934-1943,"tobacco, unmanufactured",1935,,tonnes,69600,0,,415.5,167.509025,impossible_yield_zero_area,True
iia,libya,LBY-1934-1943,"tobacco, unmanufactured",1936,,tonnes,68400,0,,415.5,164.620939,impossible_yield_zero_area,True
iia,libya,LBY-1934-1943,"tobacco, unmanufactured",1937,,tonnes,85000,0,,415.5,204.572804,impossible_yield_zero_area,True
iia,malaysia,BNB-1881-1963,"tobacco, unmanufactured",1934,,tonnes,12600,0,,580.9,21.69048,impossible_yield_zero_area,True
iia,malaysia,BNB-1881-1963,"tobacco, unmanufactured",1935,,tonnes,13500,0,,580.9,23.2398,impossible_yield_zero_area,True
iia,malaysia,BNB-1881-1963,"tobacco, unmanufactured",1936,,tonnes,14300,0,,580.9,24.616974,impossible_yield_zero_area,True
iia,malaysia,BNB-1881-1963,"tobacco, unmanufactured",1937,,tonnes,21100,0,,580.9,36.322947,impossible_yield_zero_area,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1934,,tonnes,500,0,,4,125,impossible_yield_zero_area,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1935,,tonnes,700,0,,4,175,impossible_yield_zero_area,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1937,,tonnes,200,0,,4,50,impossible_yield_zero_area,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1934,,tonnes,27600,0,,17.7,1559.322034,impossible_yield_zero_area,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1935,,tonnes,32000,0,,17.7,1807.909605,impossible_yield_zero_area,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1936,,tonnes,47800,0,,17.7,2700.564972,impossible_yield_zero_area,True
iia,micronesia (federated states of),CAR-1920-1945,"tobacco, unmanufactured",1934,,tonnes,1000,0,,1350,0.740741,impossible_yield_zero_area,True
iia,micronesia (federated states of),CAR-1920-1945,"tobacco, unmanufactured",1935,,tonnes,1100,0,,1350,0.814815,impossible_yield_zero_area,True
iia,micronesia (federated states of),CAR-1920-1945,"tobacco, unmanufactured",1936,,tonnes,400,0,,1350,0.296296,impossible_yield_zero_area,True
iia,micronesia (federated states of),CAR-1920-1945,"tobacco, unmanufactured",1937,,tonnes,200,0,,1350,0.148148,impossible_yield_zero_area,True
iia,morocco,MAR-1911-1958,"tobacco, unmanufactured",1934,,tonnes,32100,0,,201.35,159.423889,impossible_yield_zero_area,True
iia,morocco,MAR-1911-1958,"tobacco, unmanufactured",1935,,tonnes,17600,0,,201.35,87.409983,impossible_yield_zero_area,True
iia,morocco,MAR-1911-1958,"tobacco, unmanufactured",1936,,tonnes,47400,0,,201.35,235.410976,impossible_yield_zero_area,True
iia,morocco,MAR-1911-1958,"tobacco, unmanufactured",1937,,tonnes,41700,0,,201.35,207.102061,impossible_yield_zero_area,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1935,,tonnes,59500,0,,294.7,201.900238,impossible_yield_zero_area,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1936,,tonnes,71700,0,,294.7,243.298269,impossible_yield_zero_area,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1937,,tonnes,55900,0,,294.7,189.684425,impossible_yield_zero_area,True
iia,austria,AUT-1919-2025,hops,,1934-1938,tonnes,4900,,,327.5,14.961832,no_area_level_consistent,False
iia,ecuador,ECU-1800-1942,"tobacco, unmanufactured",,1934-1938,tonnes,69000,,,12751.05,5.411319,no_area_level_consistent,False
iia,guinea,GIN-1894-1958,"tobacco, unmanufactured",1939,,tonnes,5800,,,654,8.868502,no_area_level_consistent,False
iia,guinea,GIN-1894-1958,"tobacco, unmanufactured",1940,,tonnes,2900,,,654,4.434251,no_area_level_consistent,False
iia,guinea,GIN-1894-1958,"tobacco, unmanufactured",1942,,tonnes,2800,,,654,4.281346,no_area_level_consistent,False
iia,guinea,GIN-1894-1958,"tobacco, unmanufactured",1943,,tonnes,3100,,,654,4.740061,no_area_level_consistent,False
iia,guinea,GIN-1894-1958,"tobacco, unmanufactured",1944,,tonnes,2100,,,654,3.211009,no_area_level_consistent,False
iia,guinea,GIN-1894-1958,"tobacco, unmanufactured",1945,,tonnes,7700,,,654,11.7737,no_area_level_consistent,False
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",1936,,tonnes,500,,,18.45,27.100271,no_area_level_consistent,False
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1939,,tonnes,100,,,4,25,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1934,,tonnes,20000,,,20000,1,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1935,,tonnes,20000,,,20000,1,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1936,,tonnes,20000,,,20000,1,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1939,,tonnes,16500,,,20000,0.825,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1940,,tonnes,15200,,,20000,0.76,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1941,,tonnes,17600,,,20000,0.88,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1942,,tonnes,19600,,,20000,0.98,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1943,,tonnes,18400,,,20000,0.92,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1944,,tonnes,16900,,,20000,0.845,no_area_level_consistent,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",1945,,tonnes,22300,,,20000,1.115,no_area_level_consistent,False
iia,romania,ROU-1920-1940,hops,,1934-1938,tonnes,1900,,,1770.3,1.073264,no_area_level_consistent,False
iia,germany,DEU-1945-1949,"tobacco, unmanufactured",1945,,tonnes,0,,,25833.9,0,no_area_level_drop,True
iia,angola,ANG-1905-1975,"tobacco, unmanufactured",1943,,tonnes,271300,,,1903.2,142.549391,no_area_level_shift,True
iia,angola,ANG-1905-1975,"tobacco, unmanufactured",1944,,tonnes,256500,,,1903.2,134.773014,no_area_level_shift,True
iia,angola,ANG-1905-1975,"tobacco, unmanufactured",1945,,tonnes,267800,,,1903.2,140.710383,no_area_level_shift,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",,1934-1938,tonnes,5200,,,33.75,154.074074,no_area_level_shift,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1939,,tonnes,6900,,,33.75,204.444444,no_area_level_shift,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1940,,tonnes,6600,,,33.75,195.555556,no_area_level_shift,True
iia,benin,BEN-1898-1960,"tobacco, unmanufactured",1941,,tonnes,7300,,,33.75,216.296296,no_area_level_shift,True
iia,burundi,BDI-1922-1962,"tobacco, unmanufactured",,1934-1938,tonnes,34800,,,604.7,57.549198,no_area_level_shift,True
iia,"china, taiwan province of",TWN-1895-1945,"tobacco, unmanufactured",1936,,tonnes,222400,,,940.4,236.495108,no_area_level_shift,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1935,,tonnes,26800,,,41.45,646.562123,no_area_level_shift,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1938,,tonnes,1600,,,41.45,38.600724,no_area_level_shift,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1939,,tonnes,5200,,,41.45,125.452352,no_area_level_shift,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1940,,tonnes,16500,,,41.45,398.069964,no_area_level_shift,True
iia,cyprus,CYP-1879-2025,"tobacco, unmanufactured",1942,,tonnes,46500,,,41.45,1121.833534,no_area_level_shift,True
iia,czech republic,F51-1945-1947,"tobacco, unmanufactured",1945,,tonnes,250000,,,7144.5,34.991952,no_area_level_shift,True
iia,dominican republic,DOM-1800-2025,"tobacco, unmanufactured",,1934-1938,tonnes,696394900,,,16102.4,43247.894724,no_area_level_shift,True
iia,eritrea,ERI-1889-1952,"tobacco, unmanufactured",,1934-1938,tonnes,2600,,,27.5,94.545455,no_area_level_shift,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1939,,tonnes,19200,,,333.5,57.571214,no_area_level_shift,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1940,,tonnes,15600,,,333.5,46.776612,no_area_level_shift,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1941,,tonnes,13200,,,333.5,39.58021,no_area_level_shift,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1942,,tonnes,26300,,,333.5,78.86057,no_area_level_shift,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1943,,tonnes,16000,,,333.5,47.976012,no_area_level_shift,True
iia,eswatini,SWZ-1894-2025,"tobacco, unmanufactured",1944,,tonnes,15600,,,333.5,46.776612,no_area_level_shift,True
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",,1934-1938,tonnes,4000,,,18.45,216.802168,no_area_level_shift,True
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",1934,,tonnes,1400,,,18.45,75.880759,no_area_level_shift,True
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",1935,,tonnes,4100,,,18.45,222.222222,no_area_level_shift,True
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",1938,,tonnes,4300,,,18.45,233.062331,no_area_level_shift,True
iia,jordan,JOR-1923-1946,"tobacco, unmanufactured",1939,,tonnes,3600,,,18.45,195.121951,no_area_level_shift,True
iia,libya,LBY-1934-1943,"tobacco, unmanufactured",,1934-1938,tonnes,75000,,,415.5,180.505415,no_area_level_shift,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",,1934-1938,tonnes,1600,,,4,400,no_area_level_shift,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1936,,tonnes,6500,,,4,1625,no_area_level_shift,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1940,,tonnes,200,,,4,50,no_area_level_shift,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1941,,tonnes,300,,,4,75,no_area_level_shift,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1942,,tonnes,200,,,4,50,no_area_level_shift,True
iia,mauritania,MRT-1920-1960,"tobacco, unmanufactured",1943,,tonnes,400,,,4,100,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",,1934-1938,tonnes,30200,,,17.7,1706.214689,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1939,,tonnes,26900,,,17.7,1519.774011,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1940,,tonnes,36300,,,17.7,2050.847458,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1941,,tonnes,36000,,,17.7,2033.898305,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1942,,tonnes,39900,,,17.7,2254.237288,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1943,,tonnes,32000,,,17.7,1807.909605,no_area_level_shift,True
iia,mauritius,MUS-1800-2025,"tobacco, unmanufactured",1944,,tonnes,28700,,,17.7,1621.468927,no_area_level_shift,True
iia,morocco,MAR-1911-1958,"tobacco, unmanufactured",,1934-1938,tonnes,34700,,,201.35,172.336727,no_area_level_shift,True
iia,namibia,NAM-1920-1990,"tobacco, unmanufactured",1934,,tonnes,3100,,,12.9,240.310078,no_area_level_shift,True
iia,namibia,NAM-1920-1990,"tobacco, unmanufactured",1935,,tonnes,2100,,,12.9,162.790698,no_area_level_shift,True
iia,namibia,NAM-1920-1990,"tobacco, unmanufactured",1936,,tonnes,7300,,,12.9,565.891473,no_area_level_shift,True
iia,namibia,NAM-1920-1990,"tobacco, unmanufactured",1937,,tonnes,18100,,,12.9,1403.100775,no_area_level_shift,True
iia,namibia,NAM-1920-1990,"tobacco, unmanufactured",1938,,tonnes,4300,,,12.9,333.333333,no_area_level_shift,True
iia,niger,NER-1922-1947,"tobacco, unmanufactured",1936,,tonnes,65000,,,170.35,381.567361,no_area_level_shift,True
iia,niger,NER-1922-1947,"tobacco, unmanufactured",1945,,tonnes,50000,,,170.35,293.513355,no_area_level_shift,True
iia,peru,PER-1922-1942,"tobacco, unmanufactured",,1934-1938,tonnes,92500,,,2900,31.896552,no_area_level_shift,True
iia,sweden,SWE-1905-2025,"tobacco, unmanufactured",,1934-1938,tonnes,50300,,,751,66.977364,no_area_level_shift,True
iia,syrian arab republic,SYR-1922-1946,"tobacco, unmanufactured",1940,,tonnes,553500,,,2835.5,195.203668,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",,1934-1938,tonnes,58100,,,294.7,197.149644,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1939,,tonnes,53600,,,294.7,181.879878,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1940,,tonnes,53200,,,294.7,180.522565,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1941,,tonnes,56900,,,294.7,193.077706,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1942,,tonnes,38100,,,294.7,129.284018,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1943,,tonnes,49700,,,294.7,168.646081,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1944,,tonnes,40900,,,294.7,138.785205,no_area_level_shift,True
iia,tunisia,TUN-1881-2025,"tobacco, unmanufactured",1945,,tonnes,25900,,,294.7,87.885986,no_area_level_shift,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1939,,tonnes,100900,,,574.5,175.630983,no_area_level_shift,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1940,,tonnes,104300,,,574.5,181.549173,no_area_level_shift,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1941,,tonnes,122500,,,574.5,213.228895,no_area_level_shift,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1942,,tonnes,98400,,,574.5,171.279373,no_area_level_shift,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1943,,tonnes,107900,,,574.5,187.815492,no_area_level_shift,True
iia,zambia,NRH-1911-1953,"tobacco, unmanufactured",1944,,tonnes,131500,,,574.5,228.894691,no_area_level_shift,True
iia,el salvador,SLV-1821-2025,"tobacco, unmanufactured",,1934-1938,tonnes,21000,63000,0.333333,190,110.526316,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",,1934-1938,tonnes,3000,2000,1.5,334,8.982036,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1934,,tonnes,4000,2000,2,334,11.976048,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1935,,tonnes,4000,2000,2,334,11.976048,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1939,,tonnes,1500,2000,0.75,334,4.491018,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1940,,tonnes,1500,2000,0.75,334,4.491018,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1941,,tonnes,3000,2000,1.5,334,8.982036,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1942,,tonnes,3000,2000,1.5,334,8.982036,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1943,,tonnes,3000,2000,1.5,334,8.982036,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1944,,tonnes,4500,4000,1.125,334,13.473054,plausible_yield,False
iia,ivory coast,CIV-1932-1947,"tobacco, unmanufactured",1945,,tonnes,6000,6000,1,334,17.964072,plausible_yield,False
iia,reunion,REU-1816-1946,"tobacco, unmanufactured",,1934-1938,tonnes,19700,108000,0.182407,20000,0.985,plausible_yield,False
iia,cabo verde,CPV-1886-1975,"tobacco, unmanufactured",,1934-1938,tonnes,900,,,,,untestable,False
iia,cabo verde,CPV-1886-1975,"tobacco, unmanufactured",1939,,tonnes,900,,,,,untestable,False
iia,cabo verde,CPV-1886-1975,"tobacco, unmanufactured",1940,,tonnes,800,,,,,untestable,False
iia,cabo verde,CPV-1886-1975,"tobacco, unmanufactured",1941,,tonnes,500,,,,,untestable,False
iia,cabo verde,CPV-1886-1975,"tobacco, unmanufactured",1943,,tonnes,27200,,,,,untestable,False
iia,cabo verde,CPV-1886-1975,"tobacco, unmanufactured",1944,,tonnes,5500,,,,,untestable,False
iia,ireland,IRL-1921-2025,"tobacco, unmanufactured",,1934-1938,tonnes,18500,,,,,untestable,False
iia,lebanon,LBN-1944-2025,"tobacco, unmanufactured",1945,,tonnes,121400,,,,,untestable,False
