source,label,item,year,period,verdict,convicted,production,area_ha,raw_label,n_raw_labels,volume,n_volumes,name_confirmed,resolution,overlap_years,n_overlap_years,prod_factor,area_factor,area_factor_pairs,corrected_production,corrected_area,corrected_yield,attribution,plausible_after
iia,zambia,"tobacco, unmanufactured",1943,,no_area_level_shift,True,107900,,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1944,,no_area_level_shift,True,131500,,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
iia,zimbabwe,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,1050600,19000,british southern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,19000,,no_overlap_pair,
iia,zimbabwe,"tobacco, unmanufactured",1945,,impossible_yield,True,2141800,35000,british southern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,35000,,no_overlap_pair,
iia,albania,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,161200,2000,albania,1,iia_1939_45,1,True,single_cell,1933,1,99.9724,0.9597,1,1612.4449,2084,0.7737,overlap_100x,True
iia,algeria,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,1913900,23000,french algeria,1,iia_1939_45,1,True,single_cell,1933,1,99.9159,1.0048,1,19155.1016,22889.0588,0.8369,overlap_100x,True
iia,algeria,"tobacco, unmanufactured",1945,,impossible_yield,True,680400,10000,french algeria,1,iia_1939_45,1,True,single_cell,1933,1,99.9159,1.0048,1,6809.7242,9951.7647,0.6843,overlap_100x,True
iia,american samoa,"tobacco, unmanufactured",1934,,impossible_yield_zero_area,True,2000,0,us samoa,1,iia_1938_39,1,False,single_cell,1933,1,100,0,1,20,0,,overlap_100x,
iia,austria,hops,,1934-1938,no_area_level_consistent,False,4900,,austria,1,iia_1939_45,1,True,single_cell,1933,1,99.7024,17.8571,1,49.1463,,,overlap_100x,
iia,belgium,hops,,1934-1938,impossible_yield,True,120600,900,belgium,1,iia_1939_45,1,True,single_cell,1933,1,100.0419,10.0503,1,1205.4954,89.55,13.4617,overlap_100x,False
iia,belgium,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,633800,3000,belgium,1,iia_1939_45,1,True,single_cell,1933,1,99.9984,1.1161,1,6338.0993,2688,2.3579,overlap_100x,True
iia,brazil,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,9265800,99000,brazil,1,iia_1939_45,1,True,single_cell,1933,1,90.4909,,0,102394.8162,99000,1.0343,overlap_100x,True
iia,bulgaria,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,13056700,34000,bulgaria,1,iia_1939_45,1,True,single_cell,1933,1,100.0016,0.9923,1,130564.8645,34263.1852,3.8106,overlap_100x,False
iia,burundi,"tobacco, unmanufactured",,1934-1938,no_area_level_shift,True,34800,,belgian ruanda-urundi,1,iia_1939_45,1,False,single_cell,1933,1,100,0,1,348,,,overlap_100x,
iia,burundi,"tobacco, unmanufactured",1934,,impossible_yield_zero_area,True,52500,0,belgian ruanda-urundi,1,iia_1938_39,1,False,single_cell,1933,1,100,0,1,525,0,,overlap_100x,
iia,burundi,"tobacco, unmanufactured",1935,,impossible_yield_zero_area,True,52500,0,belgian ruanda-urundi,1,iia_1938_39,1,False,single_cell,1933,1,100,0,1,525,0,,overlap_100x,
iia,burundi,"tobacco, unmanufactured",1936,,impossible_yield_zero_area,True,23000,0,belgian ruanda-urundi,1,iia_1938_39,1,False,single_cell,1933,1,100,0,1,230,0,,overlap_100x,
iia,canada,hops,,1934-1938,impossible_yield,True,73100,400,canada,1,iia_1939_45,1,True,single_cell,1933,1,99.9851,10.0503,1,731.1091,39.8,18.3696,overlap_100x,False
iia,canada,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,2846800,24000,canada,1,iia_1939_45,1,True,single_cell,1933,1,100.0688,1.0217,1,28448.4324,23489.6842,1.2111,overlap_100x,True
iia,"china, taiwan province of","tobacco, unmanufactured",,1934-1938,impossible_yield,True,225300,1000,japanese taiwan,1,iia_1939_45,1,False,single_cell,1933,1,100.0195,1.287,1,2252.5602,777,2.899,overlap_100x,True
iia,"china, taiwan province of","tobacco, unmanufactured",1934,,impossible_yield,True,214000,1000,japanese taiwan,1,iia_1938_39,1,False,single_cell,1933,1,100.0195,1.287,1,2139.5823,777,2.7536,overlap_100x,True
iia,"china, taiwan province of","tobacco, unmanufactured",1935,,impossible_yield,True,203500,1000,japanese taiwan,1,iia_1938_39,1,False,single_cell,1933,1,100.0195,1.287,1,2034.6028,777,2.6185,overlap_100x,True
iia,"china, taiwan province of","tobacco, unmanufactured",1936,,no_area_level_shift,True,222400,,japanese taiwan,1,iia_1938_39,1,False,single_cell,1933,1,100.0195,1.287,1,2223.5659,,,overlap_100x,
iia,"china, taiwan province of","tobacco, unmanufactured",1937,,impossible_yield,True,261100,1000,japanese taiwan,1,iia_1938_39,1,False,single_cell,1933,1,100.0195,1.287,1,2610.4904,777,3.3597,overlap_100x,False
iia,"china, taiwan province of","tobacco, unmanufactured",1940,,impossible_yield,True,471700,4000,japanese taiwan,1,iia_1939_45,1,False,single_cell,1933,1,100.0195,1.287,1,4716.0793,3108,1.5174,overlap_100x,True
iia,congo,"tobacco, unmanufactured",,1934-1938,high_yield_3to20,False,102100,7000,french equatorial africa,1,iia_1939_45,1,True,single_cell,1933,1,100,0.973,1,1021,7194.4444,0.1419,overlap_100x,False
iia,congo,"tobacco, unmanufactured",1934,,high_yield_3to20,False,108500,7000,french equatorial africa,1,iia_1938_39,1,True,single_cell,1933,1,100,0.973,1,1085,7194.4444,0.1508,overlap_100x,False
iia,congo,"tobacco, unmanufactured",1935,,high_yield_3to20,False,100000,6000,french equatorial africa,1,iia_1938_39,1,True,single_cell,1933,1,100,0.973,1,1000,6166.6667,0.1622,overlap_100x,False
iia,cuba,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,2192100,45000,cuba,1,iia_1939_45,1,True,single_cell,1933,1,101.4137,0.9896,1,21615.4274,45474,0.4753,overlap_100x,True
iia,cyprus,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,23600,1000,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,235.5462,1000,0.2355,overlap_100x,True
iia,cyprus,"tobacco, unmanufactured",1934,,impossible_yield,True,72500,2000,british cyprus,1,iia_1938_39,1,True,single_cell,1933,1,100.1927,0,1,723.6058,2000,0.3618,overlap_100x,True
iia,cyprus,"tobacco, unmanufactured",1935,,no_area_level_shift,True,26800,,british cyprus,1,iia_1938_39,1,True,single_cell,1933,1,100.1927,0,1,267.4846,,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1936,,impossible_yield_zero_area,True,13700,0,british cyprus,1,iia_1938_39,1,True,single_cell,1933,1,100.1927,0,1,136.7365,0,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1937,,impossible_yield_zero_area,True,3400,0,british cyprus,1,iia_1938_39,1,True,single_cell,1933,1,100.1927,0,1,33.9346,0,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1938,,no_area_level_shift,True,1600,,british cyprus,1,iia_1938_39,1,True,single_cell,1933,1,100.1927,0,1,15.9692,,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1939,,no_area_level_shift,True,5200,,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,51.9,,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1940,,no_area_level_shift,True,16500,,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,164.6827,,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1941,,impossible_yield,True,21300,1000,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,212.5904,1000,0.2126,overlap_100x,True
iia,cyprus,"tobacco, unmanufactured",1942,,no_area_level_shift,True,46500,,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,464.1058,,,overlap_100x,
iia,cyprus,"tobacco, unmanufactured",1943,,impossible_yield,True,68100,2000,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,679.6904,2000,0.3398,overlap_100x,True
iia,cyprus,"tobacco, unmanufactured",1944,,impossible_yield,True,56800,1000,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,566.9077,1000,0.5669,overlap_100x,True
iia,cyprus,"tobacco, unmanufactured",1945,,impossible_yield,True,81300,2000,british cyprus,1,iia_1939_45,1,True,single_cell,1933,1,100.1927,0,1,811.4365,2000,0.4057,overlap_100x,True
iia,czech republic,hops,,1934-1938,impossible_yield,True,973500,11300,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,9734.5341,1126.3796,8.6423,overlap_100x,False
iia,czech republic,hops,1934,,high_yield_3to20,False,707400,109000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0048,10.0321,1,7073.6614,10865.0777,0.651,overlap_100x,True
iia,czech republic,hops,1935,,high_yield_3to20,False,761900,112000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0048,10.0321,1,7618.6353,11164.1165,0.6824,overlap_100x,True
iia,czech republic,hops,1936,,high_yield_3to20,False,1208100,114000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0048,10.0321,1,12080.4218,11363.4757,1.0631,overlap_100x,True
iia,czech republic,hops,1937,,high_yield_3to20,False,1216500,113000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0048,10.0321,1,12164.4178,11263.7961,1.08,overlap_100x,True
iia,czech republic,hops,1939,,impossible_yield,True,763400,10500,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,7633.6346,1046.6359,7.2935,overlap_100x,False
iia,czech republic,hops,1940,,impossible_yield,True,457600,8900,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,4575.781,887.1485,5.1579,overlap_100x,False
iia,czech republic,hops,1941,,impossible_yield,True,352700,7500,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,3526.8312,747.5971,4.7176,overlap_100x,False
iia,czech republic,hops,1942,,impossible_yield,True,310700,7300,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,3106.8513,727.6612,4.2696,overlap_100x,False
iia,czech republic,hops,1943,,impossible_yield,True,315200,6300,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,3151.8491,627.9816,5.019,overlap_100x,False
iia,czech republic,hops,1944,,high_yield_3to20,False,46100,7000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,460.9779,697.7573,0.6607,overlap_100x,True
iia,czech republic,hops,1945,,impossible_yield,True,372100,8300,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0048,10.0321,1,3720.8219,827.3408,4.4973,overlap_100x,False
iia,czech republic,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,41410600,10000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,414091.9363,10030,41.2853,overlap_100x,False
iia,czech republic,"tobacco, unmanufactured",1934,,impossible_yield,True,1368300,10000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0034,0.997,1,13682.5353,10030,1.3642,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1935,,impossible_yield,True,1363100,10000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0034,0.997,1,13630.5371,10030,1.359,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1936,,impossible_yield,True,1507200,10000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0034,0.997,1,15071.4881,10030,1.5026,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1937,,impossible_yield,True,1403600,10000,czechoslovakia,1,iia_1938_39,1,True,single_cell,1933,1,100.0034,0.997,1,14035.5233,10030,1.3994,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1939,,impossible_yield,True,933000,6000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,9329.6831,6018,1.5503,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1940,,impossible_yield,True,780000,6000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,7799.7351,6018,1.2961,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1941,,impossible_yield,True,691400,5000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,6913.7652,5015,1.3786,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1942,,impossible_yield,True,746800,5000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,7467.7464,5015,1.4891,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1943,,impossible_yield,True,542900,2000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,5428.8156,2006,2.7063,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1944,,impossible_yield,True,392800,3000,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,3927.8666,3009,1.3054,overlap_100x,True
iia,czech republic,"tobacco, unmanufactured",1945,,no_area_level_shift,True,250000,,czechoslovakia,1,iia_1939_45,1,True,single_cell,1933,1,100.0034,0.997,1,2499.9151,,,overlap_100x,
iia,eritrea,"tobacco, unmanufactured",,1934-1938,no_area_level_shift,True,2600,,italian eritrea,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,26,,,overlap_100x,
iia,eritrea,"tobacco, unmanufactured",1934,,impossible_yield_zero_area,True,3500,0,italian eritrea,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,35,0,,overlap_100x,
iia,eritrea,"tobacco, unmanufactured",1935,,impossible_yield_zero_area,True,2500,0,italian eritrea,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,25,0,,overlap_100x,
iia,eritrea,"tobacco, unmanufactured",1936,,impossible_yield_zero_area,True,2700,0,italian eritrea,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,27,0,,overlap_100x,
iia,eritrea,"tobacco, unmanufactured",1937,,impossible_yield_zero_area,True,2100,0,italian eritrea,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,21,0,,overlap_100x,
iia,france,hops,,1934-1938,impossible_yield,True,223900,1800,france,1,iia_1939_45,1,True,single_cell,1933,1,100.0208,9.9532,1,2238.5342,180.8471,12.3781,overlap_100x,False
iia,france,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,3566700,18000,france,1,iia_1939_45,1,True,single_cell,1933,1,99.9986,1.0177,1,35667.5018,17687,2.0166,overlap_100x,True
iia,germany,hops,,1934-1938,impossible_yield,True,908700,9600,germany,1,iia_1939_45,1,True,single_cell,1933,1,100.0059,10.0355,1,9086.465,956.6,9.4987,overlap_100x,False
iia,germany,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,3360700,13000,germany,1,iia_1939_45,1,True,single_cell,1933,1,99.9986,1.0019,1,33607.4567,12975.0833,2.5902,overlap_100x,True
iia,germany,"tobacco, unmanufactured",1945,,no_area_level_drop,True,0,,germany,1,iia_1939_45,1,True,single_cell,1933,1,99.9986,1.0019,1,0,,,overlap_100x,
iia,greece,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,5737600,89000,greece|italian dodecanese islands,2,iia_1939_45,1,False,component_sum,1933,1,99.7978,1.0057,1,57492.2774,88493.3846,0.6497,overlap_100x,True
iia,guatemala,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,82200,2000,guatemala,1,iia_1939_45,1,True,single_cell,1933,1,99.6678,,0,824.74,2000,0.4124,overlap_100x,True
iia,guinea,"tobacco, unmanufactured",,1934-1938,high_yield_3to20,False,20700,3000,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,207,3000,0.069,overlap_100x,False
iia,guinea,"tobacco, unmanufactured",1934,,high_yield_3to20,False,27600,3000,french guinea,1,iia_1938_39,1,True,single_cell,1933,1,100,,0,276,3000,0.092,overlap_100x,False
iia,guinea,"tobacco, unmanufactured",1935,,high_yield_3to20,False,22100,3000,french guinea,1,iia_1938_39,1,True,single_cell,1933,1,100,,0,221,3000,0.0737,overlap_100x,False
iia,guinea,"tobacco, unmanufactured",1936,,high_yield_3to20,False,22000,3000,french guinea,1,iia_1938_39,1,True,single_cell,1933,1,100,,0,220,3000,0.0733,overlap_100x,False
iia,guinea,"tobacco, unmanufactured",1937,,high_yield_3to20,False,23500,3000,french guinea,1,iia_1938_39,1,True,single_cell,1933,1,100,,0,235,3000,0.0783,overlap_100x,False
iia,guinea,"tobacco, unmanufactured",1939,,no_area_level_consistent,False,5800,,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,58,,,overlap_100x,
iia,guinea,"tobacco, unmanufactured",1940,,no_area_level_consistent,False,2900,,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,29,,,overlap_100x,
iia,guinea,"tobacco, unmanufactured",1942,,no_area_level_consistent,False,2800,,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,28,,,overlap_100x,
iia,guinea,"tobacco, unmanufactured",1943,,no_area_level_consistent,False,3100,,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,31,,,overlap_100x,
iia,guinea,"tobacco, unmanufactured",1944,,no_area_level_consistent,False,2100,,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,21,,,overlap_100x,
iia,guinea,"tobacco, unmanufactured",1945,,no_area_level_consistent,False,7700,,french guinea,1,iia_1939_45,1,True,single_cell,1933,1,100,,0,77,,,overlap_100x,
iia,hungary,hops,,1934-1938,impossible_yield,True,6600,100,hungary,1,iia_1939_45,1,True,single_cell,1933,1,99.8308,9.3458,1,66.1119,10.7,6.1787,overlap_100x,False
iia,hungary,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,2047600,15000,hungary,1,iia_1939_45,1,True,single_cell,1933,1,99.9992,0.9838,1,20476.1717,15246.6667,1.343,overlap_100x,True
iia,israel,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,138600,3000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,1384.6831,2799,0.4947,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1934,,impossible_yield,True,101100,2000,british palestine,1,iia_1938_39,1,False,single_cell,1933,1,100.0951,1.0718,1,1010.0394,1866,0.5413,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1935,,impossible_yield,True,100000,2000,british palestine|french equatorial africa,2,iia_1938_39,1,False,single_cell,1933,1,100.0476,1.0224,1,999.5247,1956.1965,0.511,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1936,,impossible_yield,True,123700,3000,british palestine,1,iia_1938_39,1,False,single_cell,1933,1,100.0951,1.0718,1,1235.8247,2799,0.4415,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1937,,impossible_yield,True,250400,6000,british palestine,1,iia_1938_39,1,False,single_cell,1933,1,100.0951,1.0718,1,2501.6209,5598,0.4469,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1939,,impossible_yield,True,52300,2000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,522.5031,1866,0.28,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1940,,impossible_yield,True,98500,2000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,984.0641,1866,0.5274,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1941,,impossible_yield,True,58900,1000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,588.4404,933,0.6307,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1942,,impossible_yield,True,141900,3000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,1417.6518,2799,0.5065,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1943,,impossible_yield,True,128900,3000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,1287.7753,2799,0.4601,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1944,,impossible_yield,True,168300,3000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,1681.401,2799,0.6007,overlap_100x,True
iia,israel,"tobacco, unmanufactured",1945,,impossible_yield,True,136000,3000,british palestine,1,iia_1939_45,1,False,single_cell,1933,1,100.0951,1.0718,1,1358.7078,2799,0.4854,overlap_100x,True
iia,italy,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,4375800,33000,italy,1,iia_1939_45,1,True,single_cell,1933,1,99.9993,0.9874,1,43758.2958,33421.4571,1.3093,overlap_100x,True
iia,japan,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,6410500,35000,japan,1,iia_1939_45,1,True,single_cell,1933,1,99.9998,1.0043,1,64105.0963,34850.7353,1.8394,overlap_100x,True
iia,japan,"tobacco, unmanufactured",1940,,impossible_yield,True,8705400,49000,japan,1,iia_1939_45,1,True,single_cell,1933,1,99.9998,1.0043,1,87054.1308,48791.0294,1.7842,overlap_100x,True
iia,jordan,"tobacco, unmanufactured",,1934-1938,no_area_level_shift,True,4000,,british transjordan,1,iia_1939_45,1,False,single_cell,1933,1,100.5025,,0,39.8,,,overlap_100x,
iia,jordan,"tobacco, unmanufactured",1934,,no_area_level_shift,True,1400,,british transjordan,1,iia_1938_39,1,False,single_cell,1933,1,100.5025,,0,13.93,,,overlap_100x,
iia,jordan,"tobacco, unmanufactured",1935,,no_area_level_shift,True,4100,,british transjordan,1,iia_1938_39,1,False,single_cell,1933,1,100.5025,,0,40.795,,,overlap_100x,
iia,jordan,"tobacco, unmanufactured",1936,,no_area_level_consistent,False,500,,british transjordan,1,iia_1938_39,1,False,single_cell,1933,1,100.5025,,0,4.975,,,overlap_100x,
iia,jordan,"tobacco, unmanufactured",1937,,impossible_yield_zero_area,True,9700,0,british transjordan,1,iia_1938_39,1,False,single_cell,1933,1,100.5025,,0,96.515,0,,overlap_100x,
iia,jordan,"tobacco, unmanufactured",1938,,no_area_level_shift,True,4300,,british transjordan|german south west africa,2,iia_1938_39,1,False,single_cell,1933,1,99.6809,,0,43.1376,,,overlap_100x,
iia,jordan,"tobacco, unmanufactured",1939,,no_area_level_shift,True,3600,,british transjordan,1,iia_1939_45,1,False,single_cell,1933,1,100.5025,,0,35.82,,,overlap_100x,
iia,libya,"tobacco, unmanufactured",1935,,impossible_yield_zero_area,True,69600,0,italian libya: tripolitania,1,iia_1938_39,1,False,single_cell,1933,1,99.8514,0,1,697.0357,0,,overlap_100x,
iia,libya,"tobacco, unmanufactured",1936,,impossible_yield_zero_area,True,68400,0,italian libya: tripolitania,1,iia_1938_39,1,False,single_cell,1933,1,99.8514,0,1,685.0179,0,,overlap_100x,
iia,libya,"tobacco, unmanufactured",1937,,impossible_yield_zero_area,True,85000,0,italian libya: tripolitania,1,iia_1938_39,1,False,single_cell,1933,1,99.8514,0,1,851.2649,0,,overlap_100x,
iia,madagascar,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,559200,7000,french madagascar,1,iia_1939_45,1,True,single_cell,1933,1,100,1,1,5592,7000,0.7989,overlap_100x,True
iia,madagascar,"tobacco, unmanufactured",1945,,impossible_yield,True,193300,3000,french madagascar,1,iia_1939_45,1,True,single_cell,1933,1,100,1,1,1933,3000,0.6443,overlap_100x,True
iia,malaysia,"tobacco, unmanufactured",,1934-1938,high_yield_3to20,False,16000,2000,british borneo,1,iia_1939_45,1,False,single_cell,1933,1,99.8884,0,1,160.1788,2000,0.0801,overlap_100x,False
iia,malaysia,"tobacco, unmanufactured",1934,,impossible_yield_zero_area,True,12600,0,british borneo,1,iia_1938_39,1,False,single_cell,1933,1,99.8884,0,1,126.1408,0,,overlap_100x,
iia,malaysia,"tobacco, unmanufactured",1935,,impossible_yield_zero_area,True,13500,0,british borneo,1,iia_1938_39,1,False,single_cell,1933,1,99.8884,0,1,135.1508,0,,overlap_100x,
iia,malaysia,"tobacco, unmanufactured",1936,,impossible_yield_zero_area,True,14300,0,british borneo,1,iia_1938_39,1,False,single_cell,1933,1,99.8884,0,1,143.1598,0,,overlap_100x,
iia,malaysia,"tobacco, unmanufactured",1937,,impossible_yield_zero_area,True,21100,0,british borneo,1,iia_1938_39,1,False,single_cell,1933,1,99.8884,0,1,211.2358,0,,overlap_100x,
iia,mali,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,139000,2000,french sudan,1,iia_1939_45,1,False,single_cell,1933,1,111.245,1.3423,1,1249.4946,1490,0.8386,overlap_100x,True
iia,mali,"tobacco, unmanufactured",1934,,impossible_yield,True,150000,3000,french sudan,1,iia_1938_39,1,False,single_cell,1933,1,111.245,1.3423,1,1348.3755,2235,0.6033,overlap_100x,True
iia,mali,"tobacco, unmanufactured",1935,,impossible_yield,True,155000,3000,french sudan,1,iia_1938_39,1,False,single_cell,1933,1,111.245,1.3423,1,1393.3213,2235,0.6234,overlap_100x,True
iia,mali,"tobacco, unmanufactured",1936,,impossible_yield,True,150000,1000,french sudan,1,iia_1938_39,1,False,single_cell,1933,1,111.245,1.3423,1,1348.3755,745,1.8099,overlap_100x,True
iia,mali,"tobacco, unmanufactured",1937,,impossible_yield,True,120000,1000,french sudan,1,iia_1938_39,1,False,single_cell,1933,1,111.245,1.3423,1,1078.7004,745,1.4479,overlap_100x,True
iia,mauritania,"tobacco, unmanufactured",,1934-1938,no_area_level_shift,True,1600,,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,16,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1934,,impossible_yield_zero_area,True,500,0,french mauritania,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,5,0,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1935,,impossible_yield_zero_area,True,700,0,french mauritania,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,7,0,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1936,,no_area_level_shift,True,6500,,french mauritania,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,65,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1937,,impossible_yield_zero_area,True,200,0,french mauritania,1,iia_1938_39,1,True,single_cell,1933,1,100,0,1,2,0,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1939,,no_area_level_consistent,False,100,,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,1,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1940,,no_area_level_shift,True,200,,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,2,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1941,,no_area_level_shift,True,300,,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,3,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1942,,no_area_level_shift,True,200,,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,2,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1943,,no_area_level_shift,True,400,,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,4,,,overlap_100x,
iia,mauritania,"tobacco, unmanufactured",1944,,high_yield_3to20,False,5200,1000,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,52,1000,0.052,overlap_100x,False
iia,mauritania,"tobacco, unmanufactured",1945,,high_yield_3to20,False,5000,1000,french mauritania,1,iia_1939_45,1,True,single_cell,1933,1,100,0,1,50,1000,0.05,overlap_100x,False
