label,product,variable,unit,year,kind,volume_a,value_a,volume_b,value_b,ratio
denmark,rye,production,tonnes,1933,revised,iia_1933_34,251441,iia_1938_39,251400,1.0002
denmark,sugar: beet,production,tonnes,1933,revised,iia_1933_34,243800,iia_1938_39,229200,1.0637
dominican republic,cacao: raw,production,tonnes,1933,revised,iia_1933_34,22461,iia_1938_39,22900,1.0195
dominican republic,sugar: cane,production,tonnes,1933,revised,iia_1933_34,388510,iia_1938_39,362000,1.0732
dutch east indies,cacao: raw,production,tonnes,1933,revised,iia_1933_34,1903,iia_1938_39,1600,1.1894
dutch east indies,coffee: raw,area,hectares,1933,revised,iia_1933_34,116897,iia_1938_39,117000,1.0009
dutch east indies,coffee: raw,production,tonnes,1933,revised,iia_1933_34,53222.1,iia_1938_39,53200,1.0004
dutch east indies,cottonseed,area,hectares,1933,revised,iia_1933_34,8094,iia_1938_39,8000,1.0117
dutch east indies,cottonseed,production,tonnes,1933,revised,iia_1933_34,2850,iia_1938_39,2900,1.0175
dutch east indies,sesame,area,hectares,1933,revised,iia_1933_34,1580,iia_1938_39,16000,10.1266
dutch east indies,sesame,production,tonnes,1933,revised,iia_1933_34,3143.5,iia_1938_39,3100,1.0140
dutch east indies,sulphur,production,tonnes,1933,revised,iia_1933_34,11213,iia_1938_39,11200,1.0012
dutch east indies,tea,area,hectares,1933,revised,iia_1933_34,128078,iia_1938_39,128000,1.0006
dutch east indies,tea,production,tonnes,1933,revised,iia_1933_34,63977.2,iia_1938_39,63986,1.0001
dutch east indies,tobacco,area,hectares,1933,revised,iia_1933_34,84153.5,iia_1938_39,39000,2.1578
dutch east indies,tobacco,production,tonnes,1933,revised,iia_1933_34,27828.9,iia_1938_39,3255800,116.9935
dutch guiana,coffee: raw,area,hectares,1933,revised,iia_1933_34,10825,iia_1938_39,9000,1.2028
dutch guiana,coffee: raw,production,tonnes,1933,revised,iia_1933_34,2624.8,iia_1938_39,2600,1.0095
dutch guiana,sugar: cane,production,tonnes,1933,revised,iia_1933_34,16454.9,iia_1938_39,16500,1.0027
dutch java and madura,groundnut,area,hectares,1933,revised,iia_1933_34,218054,iia_1938_39,218000,1.0002
dutch java and madura,soybean,area,hectares,1933,revised,iia_1933_34,280494,iia_1938_39,280000,1.0018
dutch java and madura,sugar: cane,production,tonnes,1933,revised,iia_1933_34,617059,iia_1938_39,636100,1.0309
ecuador,cacao: raw,production,tonnes,1933,revised,iia_1933_34,16909,iia_1938_39,19000,1.1237
ecuador,sugar: cane,production,tonnes,1933,revised,iia_1933_34,20000,iia_1938_39,20700,1.0350
egypt,cottonseed,area,hectares,1933,revised,iia_1933_34,757912,iia_1938_39,758000,1.0001
egypt,cottonseed,production,tonnes,1933,revised,iia_1933_34,798850,iia_1938_39,783400,1.0197
egypt,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,440632,iia_1938_39,440600,1.0001
egypt,flax: fibre,area,hectares,1933,revised,iia_1933_34,1405,iia_1938_39,1000,1.4050
egypt,flax: fibre,production,tonnes,1933,revised,iia_1933_34,1131.3,iia_1938_39,1100,1.0285
egypt,groundnut,area,hectares,1933,revised,iia_1933_34,8707,iia_1938_39,9000,1.0337
egypt,groundnut,production,tonnes,1933,revised,iia_1933_34,11392.4,iia_1938_39,11400,1.0007
egypt,linseed,area,hectares,1933,revised,iia_1933_34,1405,iia_1938_39,1000,1.4050
egypt,linseed,production,tonnes,1933,revised,iia_1933_34,1245.1,iia_1938_39,1200,1.0376
egypt,sesame,area,hectares,1933,revised,iia_1933_34,8161,iia_1938_39,8000,1.0201
egypt,sesame,production,tonnes,1933,revised,iia_1933_34,5741.9,iia_1938_39,5700,1.0074
egypt,sugar: cane,production,tonnes,1933,revised,iia_1933_34,154358,iia_1938_39,154500,1.0009
el salvador,coffee: raw,area,hectares,1933,revised,iia_1933_34,100000,iia_1938_39,102000,1.0200
el salvador,coffee: raw,production,tonnes,1933,revised,iia_1933_34,45000,iia_1938_39,58000,1.2889
estonia,eggs,production,tonnes,1932,revised,iia_1933_34,5296.3218,iia_1938_39,90390.3,17.0666
estonia,eggs,production,tonnes,1933,revised,iia_1933_34,5345.5325,iia_1938_39,90444.2,16.9196
estonia,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,8949,iia_1938_39,8900,1.0055
estonia,flax: fibre,area,hectares,1933,revised,iia_1933_34,16610,iia_1938_39,17000,1.0235
estonia,flax: fibre,production,tonnes,1933,revised,iia_1933_34,5157.1,iia_1938_39,5200,1.0083
estonia,linseed,area,hectares,1933,revised,iia_1933_34,16610,iia_1938_39,17000,1.0235
estonia,linseed,production,tonnes,1933,revised,iia_1933_34,6187.6,iia_1938_39,6200,1.0020
estonia,rye,area,hectares,1933,revised,iia_1933_34,151103,iia_1938_39,151000,1.0007
estonia,rye,production,tonnes,1933,revised,iia_1933_34,221890.2,iia_1938_39,221900,1.0000
finland,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,45302,iia_1938_39,45300,1.0000
finland,flax: fibre,area,hectares,1933,revised,iia_1933_34,4540,iia_1938_39,5000,1.1013
finland,flax: fibre,production,tonnes,1933,revised,iia_1933_34,1796,iia_1938_39,1800,1.0022
finland,rye,area,hectares,1933,revised,iia_1933_34,232742,iia_1938_39,233000,1.0011
finland,rye,production,tonnes,1933,revised,iia_1933_34,371694.2,iia_1938_39,372700,1.0027
finland,sugar: beet,production,tonnes,1933,revised,iia_1933_34,7287,iia_1938_39,5900,1.2351
france,blackberries,production,tonnes,1933,revised,iia_1933_34,55427,iia_1938_39,55400,1.0005
france,citrus fruits: lemons,production,tonnes,1933,revised,iia_1933_34,231,iia_1938_39,200,1.1550
france,citrus fruits: mandarins,production,tonnes,1933,revised,iia_1933_34,279,iia_1938_39,300,1.0753
france,citrus fruits: oranges,production,tonnes,1933,revised,iia_1933_34,1132,iia_1938_39,1100,1.0291
france,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,343000,iia_1938_39,351000,1.0233
france,fertilizers: calcium cyanamide,production,tonnes,1933,revised,iia_1933_34,45000,iia_1938_39,130200,2.8933
france,fertilizers: calcium nitrate,production,tonnes,1933,revised,iia_1933_34,130000,iia_1938_39,47000,2.7660
france,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,71100,iia_1938_39,75700,1.0647
france,flax: fibre,area,hectares,1933,revised,iia_1933_34,14944,iia_1938_39,15000,1.0037
france,flax: fibre,production,tonnes,1933,revised,iia_1933_34,9201.2,iia_1938_39,9200,1.0001
france,hemp: fibre,area,hectares,1933,revised,iia_1933_34,2470,iia_1938_39,2000,1.2350
france,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,2626.8,iia_1938_39,2600,1.0103
france,hempseed,area,hectares,1933,revised,iia_1933_34,2470,iia_1938_39,2000,1.2350
france,hempseed,production,tonnes,1933,revised,iia_1933_34,626.4,iia_1938_39,600,1.0440
france,hops,area,hectares,1933,revised,iia_1933_34,1708,iia_1938_39,17000,9.9532
france,hops,production,tonnes,1920,revised,iia_1909_21,4711.5,iia_1925_26,4055,1.1619
france,hops,production,tonnes,1933,revised,iia_1933_34,1441.7,iia_1938_39,144200,100.0208
france,linseed,area,hectares,1933,revised,iia_1933_34,14944,iia_1938_39,15000,1.0037
france,linseed,production,tonnes,1933,revised,iia_1933_34,4650.3,iia_1938_39,4700,1.0107
france,olive grove,production,tonnes,1933,revised,iia_1933_34,26705,iia_1938_39,26700,1.0002
france,olive: oil,production,tonnes,1933,revised,iia_1933_34,4810,iia_1938_39,4000,1.2025
france,rapeseed,area,hectares,1933,revised,iia_1933_34,11340,iia_1938_39,14000,1.2346
france,rapeseed,production,tonnes,1920,revised,iia_1909_21,41155,iia_1925_26,23767,1.7316
france,rapeseed,production,tonnes,1933,revised,iia_1933_34,13510,iia_1938_39,15900,1.1769
france,rye,area,hectares,1933,revised,iia_1933_34,690410,iia_1938_39,690000,1.0006
france,rye,production,tonnes,1933,revised,iia_1933_34,897612,iia_1938_39,897600,1.0000
france,slag: basic,production,tonnes,1933,revised,iia_1933_34,988000,iia_1938_39,988500,1.0005
france,sugar: beet,production,tonnes,1933,revised,iia_1933_34,942901.7,iia_1938_39,851600,1.1072
france,tobacco,area,hectares,1933,revised,iia_1933_34,17687,iia_1938_39,18000,1.0177
france,tobacco,production,tonnes,1933,revised,iia_1933_34,28429.4,iia_1938_39,2842900,99.9986
france,wine,production,tonnes,1933,revised,iia_1933_34,4710693.26,iia_1938_39,4710706,1.0000
french algeria,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,587750,iia_1938_39,587800,1.0001
french algeria,olive grove,area,hectares,1933,revised,iia_1933_34,67984,iia_1938_39,68000,1.0002
french algeria,olive grove,production,tonnes,1933,revised,iia_1933_34,40833.25,iia_1938_39,40850,1.0004
french algeria,olive: oil,production,tonnes,1933,revised,iia_1933_34,8311.1,iia_1938_39,8300,1.0013
french algeria,rye,area,hectares,1933,revised,iia_1933_34,1228,iia_1938_39,1000,1.2280
french algeria,rye,production,tonnes,1933,revised,iia_1933_34,731.5,iia_1938_39,700,1.0450
french algeria,tobacco,area,hectares,1933,revised,iia_1933_34,16918,iia_1938_39,17000,1.0048
french algeria,tobacco,production,tonnes,1933,revised,iia_1933_34,13086,iia_1938_39,1307500,99.9159
french algeria,wine,production,tonnes,1933,revised,iia_1933_34,1522516.996,iia_1938_39,1522521,1.0000
french annam,blackberries,area,hectares,1933,revised,iia_1933_34,3500,iia_1938_39,3000,1.1667
french annam,coffee: raw,area,hectares,1933,revised,iia_1933_34,6500,iia_1938_39,6000,1.0833
french annam,cottonseed,area,hectares,1933,revised,iia_1933_34,7600,iia_1938_39,8000,1.0526
french annam,cottonseed,production,tonnes,1933,revised,iia_1933_34,1550,iia_1938_39,1500,1.0333
french annam,sesame,area,hectares,1933,revised,iia_1933_34,2500,iia_1938_39,2000,1.2500
french annam,tobacco,production,tonnes,1933,revised,iia_1933_34,2800,iia_1938_39,280000,100.0000
french cambodia,blackberries,area,hectares,1933,revised,iia_1933_34,1500,iia_1938_39,1000,1.5000
french cambodia,cottonseed,production,tonnes,1933,revised,iia_1933_34,1290,iia_1938_39,1000,1.2900
french cambodia,tobacco,production,tonnes,1933,revised,iia_1933_34,7000,iia_1938_39,700000,100.0000
french cochinchina,blackberries,area,hectares,1933,revised,iia_1933_34,625,iia_1938_39,1000,1.6000
french cochinchina,blackberries,production,tonnes,1933,revised,iia_1933_34,1203,iia_1938_39,1200,1.0025
french cochinchina,coffee: raw,area,hectares,1933,revised,iia_1933_34,600,iia_1938_39,1000,1.6667
french cochinchina,groundnut,area,hectares,1933,revised,iia_1933_34,3020,iia_1938_39,3000,1.0067
french cochinchina,sugar: cane,production,tonnes,1933,revised,iia_1933_34,19400,iia_1938_39,5400,3.5926
french cochinchina,tea,production,tonnes,1933,revised,iia_1933_34,880,iia_1938_39,236,3.7288
french cochinchina,tobacco,area,hectares,1933,revised,iia_1933_34,3060,iia_1938_39,3000,1.0200
french cochinchina,tobacco,production,tonnes,1933,revised,iia_1933_34,2140,iia_1938_39,270000,126.1682
french dahomey,cacao: raw,production,tonnes,1933,revised,iia_1933_34,30,iia_1938_39,300,10.0000
french dahomey,eggs,production,tonnes,1932,revised,iia_1933_34,129.36,iia_1938_39,1293.6,10.0000
french equatorial africa,coffee: raw,production,tonnes,1933,revised,iia_1933_34,179.9,iia_1938_39,200,1.1117
french equatorial africa,cottonseed,production,tonnes,1933,revised,iia_1933_34,9530,iia_1938_39,9500,1.0032
french equatorial africa,groundnut,area,hectares,1933,revised,iia_1933_34,12700,iia_1938_39,13000,1.0236
french equatorial africa,sesame,area,hectares,1933,revised,iia_1933_34,8520,iia_1938_39,8000,1.0650
french equatorial africa,sesame,production,tonnes,1933,revised,iia_1933_34,1260,iia_1938_39,1300,1.0317
french equatorial africa,tobacco,area,hectares,1933,revised,iia_1933_34,9250,iia_1938_39,9000,1.0278
french equatorial africa,tobacco,production,tonnes,1933,revised,iia_1933_34,1220,iia_1938_39,122000,100.0000
french guadeloupe,coffee: raw,area,hectares,1933,revised,iia_1933_34,7600,iia_1938_39,6000,1.2667
french guadeloupe,coffee: raw,production,tonnes,1933,revised,iia_1933_34,293.5,iia_1938_39,300,1.0221
french guadeloupe,sugar: cane,production,tonnes,1933,revised,iia_1933_34,4179.7,iia_1938_39,41800,10.0007
french guinea,groundnut,area,hectares,1933,revised,iia_1933_34,20500,iia_1938_39,20000,1.0250
french guinea,groundnut,production,tonnes,1933,revised,iia_1933_34,12274,iia_1938_39,12300,1.0021
french guinea,tobacco,production,tonnes,1933,revised,iia_1933_34,530,iia_1938_39,53000,100.0000
french india,groundnut,area,hectares,1933,revised,iia_1933_34,3026,iia_1938_39,3000,1.0087
french india,groundnut,production,tonnes,1933,revised,iia_1933_34,1201.1,iia_1938_39,1200,1.0009
french india,sesame,area,hectares,1933,revised,iia_1933_34,677,iia_1938_39,1000,1.4771
french india,sesame,production,tonnes,1933,revised,iia_1933_34,227.4,iia_1938_39,200,1.1370
french indochine,tobacco,area,hectares,1933,revised,iia_1933_34,15013,iia_1938_39,15000,1.0009
french indochine,tobacco,production,tonnes,1933,revised,iia_1933_34,13450,iia_1938_39,1401000,104.1636
french ivory coast,cacao: raw,production,tonnes,1933,revised,iia_1933_34,31789,iia_1938_39,41600,1.3086
french ivory coast,coffee: raw,area,hectares,1933,revised,iia_1933_34,24812,iia_1938_39,25000,1.0076
french ivory coast,coffee: raw,production,tonnes,1933,revised,iia_1933_34,1697.8,iia_1938_39,1700,1.0013
french ivory coast,eggs,production,tonnes,1929,revised,iia_1929_30,381.612,iia_1933_34,217.9716,1.7507
french ivory coast,groundnut,area,hectares,1933,revised,iia_1933_34,105540,iia_1938_39,106000,1.0044
french ivory coast,groundnut,production,tonnes,1933,revised,iia_1933_34,49714,iia_1938_39,49700,1.0003
french ivory coast,tobacco,area,hectares,1933,revised,iia_1933_34,1640,iia_1938_39,2000,1.2195
french ivory coast,tobacco,production,tonnes,1933,revised,iia_1933_34,334,iia_1938_39,3300,9.8802
french laos,cottonseed,area,hectares,1933,revised,iia_1933_34,1400,iia_1938_39,1000,1.4000
french laos,cottonseed,production,tonnes,1933,revised,iia_1933_34,225,iia_1938_39,200,1.1250
french laos,groundnut,production,tonnes,1933,revised,iia_1933_34,180,iia_1938_39,200,1.1111
french laos,tobacco,area,hectares,1933,revised,iia_1933_34,500,iia_1938_39,1000,2.0000
french laos,tobacco,production,tonnes,1933,revised,iia_1933_34,410,iia_1938_39,41000,100.0000
french madagascar,coffee: raw,area,hectares,1933,revised,iia_1933_34,69500,iia_1938_39,69000,1.0072
french madagascar,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,13110,iia_1938_39,13100,1.0008
french madagascar,groundnut,area,hectares,1933,revised,iia_1933_34,4601,iia_1938_39,3000,1.5337
french madagascar,groundnut,production,tonnes,1933,revised,iia_1933_34,6440,iia_1938_39,2600,2.4769
french madagascar,tobacco,production,tonnes,1933,revised,iia_1933_34,7700,iia_1938_39,770000,100.0000
french martinique,sugar: cane,production,tonnes,1933,revised,iia_1933_34,48220,iia_1938_39,50700,1.0514
french mauritania,tobacco,production,tonnes,1933,revised,iia_1933_34,4,iia_1938_39,400,100.0000
french morocco,cottonseed,production,tonnes,1933,revised,iia_1933_34,60,iia_1938_39,100,1.6667
french morocco,eggs,production,tonnes,1933,revised,iia_1933_34,32340,iia_1938_39,53900,1.6667
french morocco,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,39000,iia_1938_39,28000,1.3929
french morocco,linseed,area,hectares,1933,revised,iia_1933_34,12115,iia_1938_39,12000,1.0096
french morocco,linseed,production,tonnes,1933,revised,iia_1933_34,3185,iia_1938_39,3200,1.0047
french morocco,rye,area,hectares,1933,revised,iia_1933_34,1130,iia_1938_39,1000,1.1300
french morocco,rye,production,tonnes,1933,revised,iia_1933_34,565,iia_1938_39,600,1.0619
french morocco,tobacco,production,tonnes,1933,revised,iia_1933_34,160.9,iia_1938_39,16100,100.0622
french morocco,wine,production,tonnes,1933,revised,iia_1933_34,40677,iia_1938_39,40040,1.0159
french new caledonia,coffee: raw,area,hectares,1933,revised,iia_1933_34,2696,iia_1938_39,3000,1.1128
french new caledonia,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,6698,iia_1938_39,6700,1.0003
french niger,tobacco,production,tonnes,1933,revised,iia_1933_34,250,iia_1938_39,22000,88.0000
french oceania,tobacco,production,tonnes,1933,revised,iia_1933_34,22,iia_1938_39,300,13.6364
french oceania: makatea island,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,78000,iia_1938_39,78400,1.0051
french reunion,sugar: cane,production,tonnes,1933,revised,iia_1933_34,77430,iia_1938_39,77400,1.0004
french sudan,tobacco,area,hectares,1933,revised,iia_1933_34,2235,iia_1938_39,3000,1.3423
french sudan,tobacco,production,tonnes,1933,revised,iia_1933_34,1245,iia_1938_39,138500,111.2450
french syria,hemp: fibre,area,hectares,1933,revised,iia_1933_34,960,iia_1938_39,1000,1.0417
french syria,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,780,iia_1938_39,800,1.0256
french syria and lebanon,blackberries,area,hectares,1933,revised,iia_1933_34,24500,iia_1938_39,21000,1.1667
french syria and lebanon,blackberries,production,tonnes,1933,revised,iia_1933_34,220000,iia_1938_39,210000,1.0476
french syria and lebanon,"citrus fruits: oranges, other",area,hectares,1933,revised,iia_1933_34,2504,iia_1938_39,3000,1.1981
french syria and lebanon,"citrus fruits: oranges, other",production,tonnes,1933,revised,iia_1933_34,32810,iia_1938_39,32800,1.0003
french syria and lebanon,cottonseed,area,hectares,1933,revised,iia_1933_34,780,iia_1938_39,8000,10.2564
french syria and lebanon,cottonseed,production,tonnes,1933,revised,iia_1933_34,1940,iia_1938_39,1900,1.0211
french syria and lebanon,olive grove,area,hectares,1933,revised,iia_1933_34,77620,iia_1938_39,78000,1.0049
french syria and lebanon,olive grove,production,tonnes,1933,revised,iia_1933_34,24764.75,iia_1938_39,24750,1.0006
french syria and lebanon,olive: oil,production,tonnes,1933,revised,iia_1933_34,15824.5,iia_1938_39,15800,1.0016
french syria and lebanon,sesame,area,hectares,1933,revised,iia_1933_34,3520,iia_1938_39,4000,1.1364
french syria and lebanon,sesame,production,tonnes,1933,revised,iia_1933_34,1107,iia_1938_39,1100,1.0064
french syria and lebanon,tobacco,area,hectares,1933,revised,iia_1933_34,6920,iia_1938_39,7000,1.0116
french syria and lebanon,tobacco,production,tonnes,1933,revised,iia_1933_34,3044.5,iia_1938_39,304400,99.9836
french tonkin,blackberries,area,hectares,1933,revised,iia_1933_34,2670,iia_1938_39,3000,1.1236
french tonkin,coffee: raw,area,hectares,1933,revised,iia_1933_34,3190,iia_1938_39,3000,1.0633
french tonkin,coffee: raw,production,tonnes,1933,revised,iia_1933_34,1250,iia_1938_39,1200,1.0417
french tonkin,cottonseed,area,hectares,1933,revised,iia_1933_34,1335,iia_1938_39,1000,1.3350
french tonkin,cottonseed,production,tonnes,1933,revised,iia_1933_34,60,iia_1938_39,300,5.0000
french tonkin,groundnut,area,hectares,1933,revised,iia_1933_34,1370,iia_1938_39,1000,1.3700
french tonkin,groundnut,production,tonnes,1933,revised,iia_1933_34,1010,iia_1938_39,1000,1.0100
french tonkin,tea,area,hectares,1933,revised,iia_1933_34,406,iia_1938_39,4000,9.8522
french tonkin,tobacco,area,hectares,1933,revised,iia_1933_34,1453,iia_1938_39,1000,1.4530
french tonkin,tobacco,production,tonnes,1933,revised,iia_1933_34,1100,iia_1938_39,110000,100.0000
french tunisia,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,18550,iia_1938_39,18600,1.0027
french tunisia,olive: oil,production,tonnes,1933,revised,iia_1933_34,60000,iia_1938_39,33000,1.8182
french tunisia,tobacco,production,tonnes,1933,revised,iia_1933_34,510.5,iia_1938_39,51000,99.9021
german south west africa,tobacco,production,tonnes,1933,revised,iia_1933_34,26.3,iia_1938_39,2600,98.8593
german togoland,cacao: raw,area,hectares,1933,revised,iia_1933_34,15400,iia_1938_39,15000,1.0267
german togoland,cacao: raw,production,tonnes,1933,revised,iia_1933_34,9038.5,iia_1938_39,11000,1.2170
german togoland,groundnut,production,tonnes,1933,revised,iia_1933_34,64.3,iia_1938_39,500,7.7760
germany,eggs,production,tonnes,1933,revised,iia_1933_34,291060,iia_1938_39,334180,1.1481
germany,flax: fibre,area,hectares,1933,revised,iia_1933_34,4889,iia_1938_39,5000,1.0227
germany,flax: fibre,production,tonnes,1933,revised,iia_1933_34,3114.8,iia_1938_39,3100,1.0048
germany,hops,area,hectares,1933,revised,iia_1933_34,9566,iia_1938_39,96000,10.0355
germany,hops,production,tonnes,1920,revised,iia_1909_21,6025.3,iia_1925_26,6216.1,1.0317
germany,hops,production,tonnes,1933,revised,iia_1933_34,6793.6,iia_1938_39,679400,100.0059
germany,meslin,area,hectares,1933,revised,iia_1933_34,371859,iia_1938_39,113000,3.2908
germany,meslin,production,tonnes,1933,revised,iia_1933_34,715992,iia_1938_39,160500,4.4610
germany,rapeseed,area,hectares,1933,revised,iia_1933_34,5103,iia_1938_39,5000,1.0206
germany,rapeseed,production,tonnes,1933,revised,iia_1933_34,6702,iia_1938_39,6700,1.0003
germany,rye,area,hectares,1933,revised,iia_1933_34,4524199,iia_1938_39,4540000,1.0035
germany,rye,production,tonnes,1933,revised,iia_1933_34,8727173,iia_1938_39,8760800,1.0039
germany,slag: basic,production,tonnes,1933,revised,iia_1933_34,800000,iia_1938_39,1098800,1.3735
germany,spelt,area,hectares,1933,revised,iia_1933_34,113116,iia_1938_39,372000,3.2887
germany,spelt,production,tonnes,1933,revised,iia_1933_34,160513,iia_1938_39,716000,4.4607
germany,sugar: beet,production,tonnes,1933,revised,iia_1933_34,1429175.2,iia_1938_39,1285500,1.1118
germany,tobacco,area,hectares,1933,revised,iia_1933_34,11977,iia_1938_39,12000,1.0019
germany,tobacco,production,tonnes,1933,revised,iia_1933_34,29433.4,iia_1938_39,2943300,99.9986
germany,wine,production,tonnes,1933,revised,iia_1933_34,163666.776,iia_1938_39,151970,1.0770
greece,citrus fruits: cedrats,production,tonnes,1933,revised,iia_1933_34,509.3,iia_1938_39,500,1.0186
greece,citrus fruits: lemons,production,tonnes,1933,revised,iia_1933_34,10013.5,iia_1938_39,10000,1.0013
greece,citrus fruits: mandarins,production,tonnes,1933,revised,iia_1933_34,7315,iia_1938_39,3700,1.9770
greece,citrus fruits: oranges,production,tonnes,1933,revised,iia_1933_34,16280.4,iia_1938_39,16300,1.0012
greece,cottonseed,area,hectares,1933,revised,iia_1933_34,28615,iia_1938_39,29000,1.0135
greece,cottonseed,production,tonnes,1933,revised,iia_1933_34,16110,iia_1938_39,16100,1.0006
greece,eggs,production,tonnes,1932,revised,iia_1933_34,21723.1553,iia_1938_39,21721.7,1.0001
greece,eggs,production,tonnes,1933,revised,iia_1933_34,27431.866,iia_1938_39,27435.1,1.0001
greece,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,28465,iia_1938_39,28500,1.0012
greece,olive grove,production,tonnes,1933,revised,iia_1933_34,24485.9,iia_1938_39,24500,1.0006
greece,olive: oil,production,tonnes,1933,revised,iia_1933_34,105355.2,iia_1938_39,105400,1.0004
greece,rye,area,hectares,1933,revised,iia_1933_34,74021,iia_1938_39,74000,1.0003
greece,rye,production,tonnes,1933,revised,iia_1933_34,71112.5,iia_1938_39,71100,1.0002
greece,sesame,area,hectares,1933,revised,iia_1933_34,42186,iia_1938_39,42000,1.0044
greece,sesame,production,tonnes,1933,revised,iia_1933_34,7302,iia_1938_39,7300,1.0003
greece,tobacco,area,hectares,1933,revised,iia_1933_34,77556,iia_1938_39,78000,1.0057
greece,tobacco,production,tonnes,1933,revised,iia_1933_34,54878.4,iia_1938_39,5487800,99.9993
greece,wine,production,tonnes,1933,revised,iia_1933_34,351848.679,iia_1938_39,203294,1.7307
guatemala,coffee: raw,production,tonnes,1933,revised,iia_1933_34,48000,iia_1938_39,36000,1.3333
guatemala,eggs,production,tonnes,1932,revised,iia_1933_34,847.9009,iia_1938_39,862.4,1.0171
guatemala,eggs,production,tonnes,1933,revised,iia_1933_34,903.6874,iia_1938_39,862.4,1.0479
guatemala,sugar: cane,production,tonnes,1933,revised,iia_1933_34,32500,iia_1938_39,30000,1.0833
guatemala,tobacco,production,tonnes,1933,revised,iia_1933_34,120.4,iia_1938_39,12000,99.6678
haiti,coffee: raw,area,hectares,1933,revised,iia_1933_34,141600,iia_1938_39,142000,1.0028
haiti,coffee: raw,production,tonnes,1933,revised,iia_1933_34,18000,iia_1938_39,34000,1.8889
haiti,cottonseed,area,hectares,1933,revised,iia_1933_34,109300,iia_1938_39,102000,1.0716
haiti,sugar: cane,production,tonnes,1933,revised,iia_1933_34,2590.5,iia_1938_39,22500,8.6856
honduras,coffee: raw,production,tonnes,1933,revised,iia_1933_34,1500,iia_1938_39,1900,1.2667
hungary,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,1445,iia_1938_39,1400,1.0321
hungary,flax: fibre,area,hectares,1933,revised,iia_1933_34,7942,iia_1938_39,8000,1.0073
hungary,flax: fibre,production,tonnes,1933,revised,iia_1933_34,3375.6,iia_1938_39,3400,1.0072
hungary,hemp: fibre,area,hectares,1933,revised,iia_1933_34,8694,iia_1938_39,9000,1.0352
hungary,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,4051.25,iia_1938_39,4050,1.0003
hungary,hempseed,area,hectares,1933,revised,iia_1933_34,8694,iia_1938_39,9000,1.0352
hungary,hempseed,production,tonnes,1933,revised,iia_1933_34,2908.55,iia_1938_39,2950,1.0143
hungary,hops,area,hectares,1933,revised,iia_1933_34,107,iia_1938_39,1000,9.3458
hungary,hops,production,tonnes,1933,revised,iia_1933_34,59.1,iia_1938_39,5900,99.8308
hungary,linseed,area,hectares,1933,revised,iia_1933_34,7942,iia_1938_39,8000,1.0073
hungary,linseed,production,tonnes,1933,revised,iia_1933_34,5121.6,iia_1938_39,5100,1.0042
hungary,rapeseed,area,hectares,1933,revised,iia_1933_34,7102,iia_1938_39,7000,1.0146
hungary,rapeseed,production,tonnes,1933,revised,iia_1933_34,7118.6,iia_1938_39,7100,1.0026
hungary,rye,area,hectares,1933,revised,iia_1933_34,678583,iia_1938_39,679000,1.0006
hungary,rye,production,tonnes,1933,revised,iia_1933_34,71112.5,iia_1938_39,956500,13.4505
hungary,sugar: beet,production,tonnes,1933,revised,iia_1933_34,135579,iia_1938_39,122000,1.1113
hungary,tobacco,area,hectares,1933,revised,iia_1933_34,18296,iia_1938_39,18000,1.0164
hungary,tobacco,production,tonnes,1933,revised,iia_1933_34,23851.2,iia_1938_39,2385100,99.9992
hungary,wine,production,tonnes,1933,revised,iia_1933_34,280591.948,iia_1938_39,263900,1.0633
ireland,eggs,production,tonnes,1933,revised,iia_1933_34,66404.8,iia_1938_39,66458.7,1.0008
ireland,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,2030,iia_1938_39,2000,1.0150
ireland,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,93476,iia_1938_39,95100,1.0174
ireland,flax: fibre,production,tonnes,1933,revised,iia_1933_34,183.9,iia_1938_39,200,1.0875
ireland,rye,area,hectares,1933,revised,iia_1933_34,1213,iia_1938_39,1000,1.2130
ireland,rye,production,tonnes,1933,revised,iia_1933_34,2194.7,iia_1938_39,2200,1.0024
ireland,sugar: beet,production,tonnes,1933,revised,iia_1933_34,35284.3,iia_1938_39,31800,1.1096
