polity_code,polity_name,start_year,end_year,polygon_source,polygon_feature_year,polygon_status,overlaps_1860_1961,territory_basis,territory_assumed,priority_review,basis_reason,layerb_data_rows
EGY-1925-1967,Egypt (1925-1967),1925,1967,cshapes-2.0,1925.0,assigned,True,assumed_constant,True,True,single 1925 polygon held across a 42y span (1925-1967); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),1284
EGY-1967-1979,Egypt (1967-1979),1967,1979,cshapes-2.0,1967.0,assigned,False,measured,False,False,vintage 1967 faithful to period 1967-1979,0
EGY-1979-2025,Egypt,1979,2025,cshapes-2.0,1979.0,assigned,False,assumed_constant,True,False,single 1979 polygon held across a 46y span (1979-2025); borders may have changed,0
EGYSUD-1934-1956,Egypt and Anglo-Egyptian Sudan,1934,1956,constructed,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
ERI-1885-1889,"Eritrea (Italian coastal, 1885-1889)",1885,1889,cshapes-2.0,1886.0,assigned,True,measured,False,False,vintage 1886 faithful to period 1885-1889,0
ERI-1889-1952,"Eritrea (colony/administration, 1889-1952)",1889,1952,cshapes-2.0,1900.0,assigned,True,assumed_constant,True,False,single 1900 polygon held across a 63y span (1889-1952); borders may have changed,291
ERI-1993-2025,Eritrea,1993,2025,cshapes-2.0,1993.0,assigned,False,assumed_constant,True,False,single 1993 polygon held across a 32y span (1993-2025); borders may have changed,0
ESH-1958-1975,Western Sahara (1958-1975),1958,1975,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
ESH-1975-2025,Western Sahara,1975,2025,none,,missing,False,unassigned,True,False,no polygon (honest gap; never a false territory),0
ESP-1800-2025,Spain,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,13360
EST-1800-1918,Estonia (Governorate),1800,1918,cshapes-2.0,1918.0,assigned,True,assumed_constant,True,True,single 1918 polygon held across a 118y span (1800-1918); borders may have changed,16
EST-1918-1940,Estonia (interwar republic),1918,1940,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1940,514
EST-1940-1991,Estonian SSR,1940,1991,cshapes-2.0,1918.0,assigned,True,back_projected,True,False,polygon vintage 1918 is BEFORE the period starts (1940),8
EST-1991-2025,Estonia,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
ETH-1800-1889,Ethiopia (to 1889),1800,1889,cliopatria,1769.0,assigned,True,back_projected,True,False,polygon vintage 1769 is BEFORE the period starts (1800),0
ETH-1889-1897,Ethiopia (1889-1897),1889,1897,cshapes-2.0,1889.0,assigned,True,measured,False,False,vintage 1889 faithful to period 1889-1897,0
ETH-1897-1902,Ethiopia (1897-1902),1897,1902,cshapes-2.0,1897.0,assigned,True,measured,False,False,vintage 1897 faithful to period 1897-1902,0
ETH-1902-1907,Ethiopia (1902-1907),1902,1907,cshapes-2.0,1902.0,assigned,True,measured,False,False,vintage 1902 faithful to period 1902-1907,0
ETH-1907-1952,Ethiopia (1907-1952),1907,1952,cshapes-2.0,1907.0,assigned,True,assumed_constant,True,True,single 1907 polygon held across a 45y span (1907-1952); borders may have changed,241
ETH-1952-1993,Ethiopia (1952-1993),1952,1993,cshapes-2.0,1952.0,assigned,True,assumed_constant,True,True,single 1952 polygon held across a 41y span (1952-1993); borders may have changed,62
ETH-1993-2025,Ethiopia,1993,2025,cshapes-2.0,1993.0,assigned,False,assumed_constant,True,False,single 1993 polygon held across a 32y span (1993-2025); borders may have changed,0
F228-1800-1856,Russian Empire (to 1856),1800,1856,cliopatria,1815.0,assigned,False,assumed_constant,True,False,single 1815 polygon held across a 56y span (1800-1856); borders may have changed,0
F228-1856-1905,Russian Empire (1856-1905),1856,1905,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 49y span (1856-1905); borders may have changed,10
F228-1905-1914,Russian Empire (1905-1914),1905,1914,cshapes-2.0,1905.0,assigned,True,measured,False,False,vintage 1905 faithful to period 1905-1914,157
F228-1914-1917,Russian Empire (1914-1917),1914,1917,cshapes-2.0,1914.0,assigned,True,measured,False,False,vintage 1914 faithful to period 1914-1917,37
F228-1917-1918,Russia (1917-1918),1917,1918,cshapes-2.0,1917.0,assigned,True,measured,False,False,vintage 1917 faithful to period 1917-1918,8
F228-1918-1920,RSFSR (1918-1920),1918,1920,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1920,5
F228-1920-1921,RSFSR (1920-1921),1920,1921,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1920-1921,0
F228-1921-1940,RSFSR/USSR (1921-1940),1921,1940,cshapes-2.0,1921.0,assigned,True,measured,False,False,vintage 1921 faithful to period 1921-1940,502
F228-1940-1945,USSR (1940-1945),1940,1945,cshapes-2.0,1940.0,assigned,True,measured,False,False,vintage 1940 faithful to period 1940-1945,12
F228-1945-1991,USSR (1945-1991),1945,1991,cshapes-2.0,1945.0,assigned,True,assumed_constant,True,True,single 1945 polygon held across a 46y span (1945-1991); borders may have changed,28
F248-1918-1919,Yugoslavia (1918-1919),1918,1919,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1919,0
F248-1919-1920,Yugoslavia (1919-1920),1919,1920,cshapes-2.0,1919.0,assigned,True,measured,False,False,vintage 1919 faithful to period 1919-1920,39
F248-1920-1991,Yugoslavia (1920-1991),1920,1991,cshapes-2.0,1920.0,assigned,True,assumed_constant,True,True,single 1920 polygon held across a 71y span (1920-1991); borders may have changed,2788
F248-1991-1992,Yugoslavia (1991-1992),1991,1992,cshapes-2.0,1991.0,assigned,False,measured,False,False,vintage 1991 faithful to period 1991-1992,0
F51-1918-1938,Czechoslovakia (1918-1938),1918,1938,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1938,1288
F51-1938-1945,Czechoslovakia (1938-1945),1938,1945,cshapes-2.0,1938.0,assigned,True,measured,False,False,vintage 1938 faithful to period 1938-1945,534
F51-1945-1947,Czechoslovakia (1945-1947),1945,1947,cshapes-2.0,1945.0,assigned,True,measured,False,False,vintage 1945 faithful to period 1945-1947,49
F51-1947-1993,Czechoslovakia (1947-1993),1947,1993,cshapes-2.0,1947.0,assigned,True,assumed_constant,True,False,single 1947 polygon held across a 46y span (1947-1993); borders may have changed,0
F77-1949-1990,East Germany,1949,1990,cshapes-2.0,1949.0,assigned,True,assumed_constant,True,False,single 1949 polygon held across a 41y span (1949-1990); borders may have changed,76
F78-1949-1990,West Germany,1949,1990,cshapes-2.0,1949.0,assigned,True,assumed_constant,True,True,single 1949 polygon held across a 41y span (1949-1990); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),212
FCC-1862-1887,French Cochinchina,1862,1887,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),21
FCM-1920-1960,French Cameroon (1920-1960),1920,1960,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),575
FID-1887-1954,French Indochina,1887,1954,cliopatria,1900.0,assigned,True,assumed_constant,True,False,single 1900 polygon held across a 67y span (1887-1954); borders may have changed,373
FIN-1809-1917,Grand Duchy of Finland,1809,1917,cshapes-2.0,1917.0,assigned,True,assumed_constant,True,True,single 1917 polygon held across a 108y span (1809-1917); borders may have changed,424
FIN-1917-1940,Finland (1917-1940),1917,1940,cshapes-2.0,1917.0,assigned,True,measured,False,False,vintage 1917 faithful to period 1917-1940,647
FIN-1940-2025,Finland (1940-2025),1940,2025,cshapes-2.0,1940.0,assigned,True,assumed_constant,True,True,single 1940 polygon held across a 85y span (1940-2025); borders may have changed,713
FJI-1800-2025,Fiji,1800,2025,gadm-4.1-adm0,,proxy,True,assumed_constant,True,False,polygon present but no recorded vintage year,520
FRA-1800-1919,France (to 1919),1800,1919,cshapes-europe,1816.0,assigned,True,assumed_constant,True,True,single 1816 polygon held across a 119y span (1800-1919); borders may have changed,2728
FRA-1919-2025,France,1919,2025,cshapes-2.0,1919.0,assigned,True,assumed_constant,True,True,single 1919 polygon held across a 106y span (1919-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),4044
FRIN-1816-1954,French India (Établissements français dans l'Inde),1816,1954,,,unassigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),14
FRN-1953-1964,Federation of Rhodesia and Nyasaland (1953-1964),1953,1964,cshapes-2.0,1953.0,assigned,True,measured,False,False,vintage 1953 faithful to period 1953-1964,0
FRS-1884-1977,French Somaliland,1884,1977,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),37
FRS-1977-2025,Djibouti (formerly French Somaliland),1977,2025,cshapes-2.0,1900.0,assigned,False,back_projected,True,False,polygon vintage 1900 is BEFORE the period starts (1977),0
FSM-1991-2025,Micronesia,1991,2025,gadm-4.1-adm0,,assigned,False,assumed_constant,True,False,polygon present but no recorded vintage year,0
FTJ-1800-1896,Imamate of Futa Jallon,1800,1896,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
FTO-1920-1960,French Togoland (1920-1960),1920,1960,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),188
FTT-1800-1862,Imamate of Futa Toro,1800,1862,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
GAB-1839-1912,Gabon (to 1912),1839,1912,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 73y span (1839-1912); borders may have changed,9
GAB-1912-1919,Gabon (1912-1919),1912,1919,cshapes-2.0,1912.0,assigned,True,measured,False,False,vintage 1912 faithful to period 1912-1919,25
GAB-1919-1960,Gabon (1919-1960),1919,1960,cshapes-2.0,1919.0,assigned,True,assumed_constant,True,True,single 1919 polygon held across a 41y span (1919-1960); borders may have changed,23
GAB-1960-2025,Gabon,1960,2025,cshapes-2.0,1960.0,assigned,True,assumed_constant,True,False,single 1960 polygon held across a 65y span (1960-2025); borders may have changed,0
GBM-1895-1946,British Malaya (1895-1946),1895,1946,cshapes-2.0,1909.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
GBR-1800-1921,United Kingdom (to 1921),1800,1921,cshapes-europe,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 121y span (1800-1921); borders may have changed,907
GBR-1921-2025,United Kingdom,1921,2025,cshapes-2.0,1921.0,assigned,True,assumed_constant,True,True,single 1921 polygon held across a 104y span (1921-2025); borders may have changed,1794
GCO-1884-2025,German colonies Oceania,1884,2025,none,,excluded,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
GEO-1991-2025,Georgia,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
GHA-1821-1888,Ghana (to 1888),1821,1888,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 67y span (1821-1888); borders may have changed,0
GHA-1888-1898,Ghana (1888-1898),1888,1898,cshapes-2.0,1888.0,assigned,True,measured,False,False,vintage 1888 faithful to period 1888-1898,3
GHA-1898-1956,Ghana (1898-1956),1898,1956,cshapes-2.0,1898.0,assigned,True,assumed_constant,True,True,single 1898 polygon held across a 58y span (1898-1956); borders may have changed,369
GHA-1957-2025,Ghana,1957,2025,cshapes-2.0,1957.0,assigned,True,assumed_constant,True,True,single 1957 polygon held across a 68y span (1957-2025); borders may have changed,29
GIN-1894-1958,Guinea (1894-1958),1894,1958,cshapes-2.0,1894.0,assigned,True,assumed_constant,True,True,single 1894 polygon held across a 64y span (1894-1958); borders may have changed,263
GIN-1958-2025,Guinea,1958,2025,cshapes-2.0,1958.0,assigned,True,assumed_constant,True,True,single 1958 polygon held across a 67y span (1958-2025); borders may have changed,11
GKM-1884-1916,German Kamerun,1884,1916,cshapes-2.0,1912.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),17
GLP-1816-2025,Guadeloupe,1816,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 209y span (1816-2025); borders may have changed,462
GMB-1800-2025,Gambia,1800,2025,cshapes-2.0,1889.0,assigned,True,assumed_constant,True,True,single 1889 polygon held across a 225y span (1800-2025); borders may have changed,82
GNB-1879-1886,Guinea-Bissau,1879,1886,cshapes-2.0,1886.0,assigned,True,measured,False,False,vintage 1886 faithful to period 1879-1886,0
GNB-1886-1974,Guinea-Bissau (1886-1974),1886,1974,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 88y span (1886-1974); borders may have changed,56
GNB-1974-2025,Guinea-Bissau (1974-2025),1974,2025,cshapes-2.0,1974.0,assigned,False,assumed_constant,True,False,single 1974 polygon held across a 51y span (1974-2025); borders may have changed,0
GNQ-1886-1968,Equatorial Guinea (1886-1968),1886,1968,cshapes-2.0,1900.0,assigned,True,assumed_constant,True,False,single 1900 polygon held across a 82y span (1886-1968); borders may have changed,105
GNQ-1968-2025,Equatorial Guinea,1968,2025,cshapes-2.0,1900.0,assigned,False,back_projected,True,False,polygon vintage 1900 is BEFORE the period starts (1968),0
GOB-1800-1808,Kingdom of Gobir,1800,1808,paine-2024,,assigned,False,assumed_constant,True,False,polygon present but no recorded vintage year,0
GRC-1830-1913,Greece (to 1913),1830,1913,cshapes-europe,1835.0,assigned,True,assumed_constant,True,True,single 1835 polygon held across a 83y span (1830-1913); borders may have changed,65
GRC-1913-1919,Greece (1913-1919),1913,1919,cshapes-2.0,1913.0,assigned,True,measured,False,False,vintage 1913 faithful to period 1913-1919,194
GRC-1919-2025,Greece,1919,2025,cshapes-2.0,1919.0,assigned,True,assumed_constant,True,True,single 1919 polygon held across a 106y span (1919-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),2293
GRD-1800-2025,Grenada,1800,2025,gadm-4.1-adm0,,proxy,True,assumed_constant,True,False,polygon present but no recorded vintage year,156
GRL-1800-2025,Greenland,1800,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,5
GTM-1821-2025,Guatemala,1821,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 204y span (1821-2025); borders may have changed,1597
GUY-1800-2025,Guyana,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,548
HATAY-1938-1939,Sanjak of Alexandretta / Hatay State,1938,1939,,,unassigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
HAWI-1898-1959,Territory of Hawaii,1898,1959,cshapes-2.0,1898.0,assigned,True,assumed_constant,True,True,single 1898 polygon held across a 61y span (1898-1959); borders may have changed,7259
HKG-1842-2025,Hong Kong,1842,2025,gadm-4.1-adm1,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,70
HND-1800-2025,Honduras,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,899
HRV-1992-2025,Croatia,1992,2025,cshapes-2.0,1992.0,assigned,False,assumed_constant,True,False,single 1992 polygon held across a 33y span (1992-2025); borders may have changed,0
HTI-1800-2025,Haiti,1800,2025,cshapes-2.0,1934.0,assigned,True,assumed_constant,True,True,single 1934 polygon held across a 225y span (1800-2025); borders may have changed,657
HUN-1800-1918,Kingdom of Hungary (Transleithania),1800,1918,histogis-1860-habsburg,,assigned,True,assumed_constant,True,True,polygon present but no recorded vintage year,1135
HUN-1918-1919,Hungary (1918-1919),1918,1919,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1919,27
HUN-1919-1920,Hungary (1919-1920),1919,1920,cshapes-2.0,1919.0,assigned,True,measured,False,False,vintage 1919 faithful to period 1919-1920,32
HUN-1920-1938,Hungary (1920-1938),1920,1938,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1920-1938,922
HUN-1938-1947,Hungary (1938-1947),1938,1947,cshapes-2.0,1938.0,assigned,True,measured,False,False,vintage 1938 faithful to period 1938-1947,445
HUN-1947-2025,Hungary (1947-2025),1947,2025,cshapes-2.0,1947.0,assigned,True,assumed_constant,True,True,single 1947 polygon held across a 78y span (1947-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),615
HYD-1724-1948,Hyderabad State,1724,1948,cliopatria,1947.0,assigned,True,assumed_constant,True,False,single 1947 polygon held across a 224y span (1724-1948); borders may have changed,0
IBD-1829-1893,Ibadan City-State,1829,1893,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
ICN-1800-2025,Canary Islands,1800,2025,gadm-4.1-adm1,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
IDN-1800-1889,Indonesia (to 1889),1800,1889,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 89y span (1800-1889); borders may have changed,132
IDN-1889-1945,Indonesia (1889-1945),1889,1945,cshapes-2.0,1914.0,assigned,True,assumed_constant,True,False,single 1914 polygon held across a 56y span (1889-1945); borders may have changed,1085
IDN-1945-1949,Indonesia (1945-1949),1945,1949,cshapes-2.0,1945.0,assigned,True,measured,False,False,vintage 1945 faithful to period 1945-1949,151
IDN-1949-1969,Indonesia (1949-1969),1949,1969,cshapes-2.0,1949.0,assigned,True,measured,False,False,vintage 1949 faithful to period 1949-1969,358
IDN-1969-1976,Indonesia (1969-1976),1969,1976,cshapes-2.0,1969.0,assigned,False,measured,False,False,vintage 1969 faithful to period 1969-1976,0
IDN-1976-2002,Indonesia (1976-2002),1976,2002,cshapes-2.0,1976.0,assigned,False,assumed_constant,True,False,single 1976 polygon held across a 26y span (1976-2002); borders may have changed,0
IDN-2002-2025,Indonesia,2002,2025,cshapes-2.0,2002.0,assigned,False,measured,False,False,vintage 2002 faithful to period 2002-2025,0
IGL-1800-1901,Igala Kingdom,1800,1901,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
IJB-1800-1892,Ijebu Kingdom,1800,1892,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
IND-1800-1893,India (to 1893),1800,1893,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 93y span (1800-1893); borders may have changed,49
IND-1893-1914,India (1893-1914),1893,1914,cshapes-2.0,1899.0,assigned,True,measured,False,False,vintage 1899 faithful to period 1893-1914,469
IND-1914-1937,India (1914-1937),1914,1937,cshapes-2.0,1914.0,assigned,True,measured,False,False,vintage 1914 faithful to period 1914-1937,869
IND-1937-1947,India (1937-1947),1937,1947,cshapes-2.0,1937.0,assigned,True,measured,False,False,vintage 1937 faithful to period 1937-1947,292
IND-1947-1949,India (1947-1949),1947,1949,cshapes-2.0,1947.0,assigned,True,measured,False,False,vintage 1947 faithful to period 1947-1949,121
IND-1949-2025,India,1949,2025,cshapes-2.0,1949.0,assigned,True,assumed_constant,True,True,single 1949 polygon held across a 76y span (1949-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),427
IRL-1800-1921,Ireland (within United Kingdom),1800,1921,cshapes-2.0,1921.0,assigned,True,assumed_constant,True,True,single 1921 polygon held across a 121y span (1800-1921); borders may have changed,1069
IRL-1921-2025,Ireland,1921,2025,cshapes-2.0,1921.0,assigned,True,assumed_constant,True,True,single 1921 polygon held across a 104y span (1921-2025); borders may have changed,1350
IRN-1800-1828,Persia (Qajar to 1828),1800,1828,cliopatria,1815.0,assigned,False,assumed_constant,True,False,single 1815 polygon held across a 28y span (1800-1828); borders may have changed,0
IRN-1828-2025,Iran,1828,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 197y span (1828-2025); borders may have changed,626
IRQ-1921-2025,Iraq,1921,2025,cshapes-2.0,1932.0,assigned,True,assumed_constant,True,True,single 1932 polygon held across a 104y span (1921-2025); borders may have changed,389
ISL-1800-2025,Iceland,1800,2025,cshapes-2.0,1944.0,assigned,True,assumed_constant,True,True,single 1944 polygon held across a 225y span (1800-2025); borders may have changed,905
ISR-1948-1967,Israel (1948-1967),1948,1967,cshapes-2.0,1948.0,assigned,True,measured,False,False,vintage 1948 faithful to period 1948-1967,226
ISR-1967-1979,Israel (1967-1979),1967,1979,cshapes-2.0,1967.0,assigned,False,measured,False,False,vintage 1967 faithful to period 1967-1979,0
ISR-1979-2025,Israel,1979,2025,cshapes-2.0,1979.0,assigned,False,assumed_constant,True,False,single 1979 polygon held across a 46y span (1979-2025); borders may have changed,0
ITA-1861-1919,Italy (to 1919),1861,1919,cshapes-europe,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 58y span (1861-1919); borders may have changed,2164
ITA-1919-2025,Italy,1919,2025,cshapes-2.0,1919.0,assigned,True,assumed_constant,True,True,single 1919 polygon held across a 106y span (1919-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),4943
ITAEG-1912-1947,Italian Islands of the Aegean (Dodecanese),1912,1947,,,unassigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
ITS-1908-1960,Italian Somaliland (1908-1960),1908,1960,cshapes-2.0,1897.0,assigned,True,back_projected,True,True,polygon vintage 1897 is BEFORE the period starts (1908),103
JAM-1800-2025,Jamaica,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,952
JOL-1800-1890,Kingdom of Jolof,1800,1890,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
JOR-1918-1920,Jordan (to 1920),1918,1920,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1918-1920,0
JOR-1920-1923,Jordan (1920-1923),1920,1923,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1920-1923,0
JOR-1923-1946,Jordan (1923-1946),1923,1946,cshapes-2.0,1925.0,assigned,True,measured,False,False,vintage 1925 faithful to period 1923-1946,75
JOR-1946-2025,Jordan,1946,2025,cshapes-2.0,1946.0,assigned,True,assumed_constant,True,True,single 1946 polygon held across a 79y span (1946-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),97
JPN-1800-1895,Japan (to 1895),1800,1895,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 95y span (1800-1895); borders may have changed,247
JPN-1895-1945,Japanese Empire,1895,1945,constructed,,assigned,True,assumed_constant,True,True,polygon present but no recorded vintage year,1918
JPN-1945-1952,Japan (occupied),1945,1952,cshapes-2.0,1886.0,assigned,True,back_projected,True,True,polygon vintage 1886 is BEFORE the period starts (1945),445
JPN-1952-2025,Japan,1952,2025,cshapes-2.0,1886.0,assigned,True,back_projected,True,True,polygon vintage 1886 is BEFORE the period starts (1952); footnote coverage caveat (FAO/IIA yearbook),199
KAZ-1991-2025,Kazakhstan,1991,2025,cshapes-2.0,1997.0,assigned,False,assumed_constant,True,False,single 1997 polygon held across a 34y span (1991-2025); borders may have changed,0
KEN-1888-1891,Kenya (1888-1891),1888,1891,cshapes-2.0,1888.0,assigned,True,measured,False,False,vintage 1888 faithful to period 1888-1891,0
KEN-1891-1894,Kenya (1891-1894),1891,1894,cshapes-2.0,1891.0,assigned,True,measured,False,False,vintage 1891 faithful to period 1891-1894,0
KEN-1894-1902,Kenya (1894-1902),1894,1902,cshapes-2.0,1894.0,assigned,True,measured,False,False,vintage 1894 faithful to period 1894-1902,1
KEN-1902-1906,Kenya (1902-1906),1902,1906,cshapes-2.0,1902.0,assigned,True,measured,False,False,vintage 1902 faithful to period 1902-1906,3
KEN-1907-1924,Kenya (1907-1924),1907,1924,cshapes-2.0,1907.0,assigned,True,measured,False,False,vintage 1907 faithful to period 1907-1924,80
KEN-1924-1926,Kenya (1924-1926),1924,1926,cshapes-2.0,1924.0,assigned,True,measured,False,False,vintage 1924 faithful to period 1924-1926,12
KEN-1926-1963,Kenya (1926-1963),1926,1963,cshapes-2.0,1926.0,assigned,True,assumed_constant,True,True,single 1926 polygon held across a 37y span (1926-1963); borders may have changed,509
KEN-1963-2025,Kenya,1963,2025,cshapes-2.0,1963.0,assigned,False,assumed_constant,True,False,single 1963 polygon held across a 62y span (1963-2025); borders may have changed,0
KGZ-1991-2025,Kyrgyzstan,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
KHM-1800-1904,Cambodia (to 1904),1800,1904,cshapes-2.0,1893.0,assigned,True,assumed_constant,True,False,single 1893 polygon held across a 104y span (1800-1904); borders may have changed,0
KHM-1904-1907,Cambodia (1904-1907),1904,1907,cshapes-2.0,1904.0,assigned,True,measured,False,False,vintage 1904 faithful to period 1904-1907,0
KHM-1907-1953,Cambodia (1907-1953),1907,1953,cshapes-2.0,1907.0,assigned,True,assumed_constant,True,True,single 1907 polygon held across a 46y span (1907-1953); borders may have changed,150
KHM-1953-2025,Cambodia,1953,2025,cshapes-2.0,1953.0,assigned,True,assumed_constant,True,True,single 1953 polygon held across a 72y span (1953-2025); borders may have changed,48
KIR-1800-2025,Kiribati,1800,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,5
KJM-1947-1972,Jammu and Kashmir (disputed territory),1947,1972,cshapes-2.0,1948.0,assigned,True,assumed_constant,True,False,single 1948 polygon held across a 25y span (1947-1972); borders may have changed,0
KNA-1800-2025,Saint Kitts and Nevis,1800,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,168
KOR-1800-1945,Korea (to 1945),1800,1945,constructed,,assigned,True,assumed_constant,True,True,polygon present but no recorded vintage year,963
KOR-1945-1948,Korea (occupied),1945,1948,cshapes-2.0,1910.0,assigned,True,back_projected,True,True,polygon vintage 1910 is BEFORE the period starts (1945),56
KOR-1948-2025,South Korea,1948,2025,cshapes-2.0,1948.0,assigned,True,assumed_constant,True,True,single 1948 polygon held across a 77y span (1948-2025); borders may have changed,337
KOS-2008-2025,Kosovo,2008,2025,cshapes-2.0,2008.0,assigned,False,measured,False,False,vintage 2008 faithful to period 2008-2025,0
KSJ-1800-1911,Kingdom of Kasanje,1800,1911,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
KWT-1800-2025,Kuwait,1800,2025,cshapes-2.0,1961.0,assigned,True,assumed_constant,True,True,single 1961 polygon held across a 225y span (1800-2025); borders may have changed,4
KZM-1800-1899,Kingdom of Kazembe,1800,1899,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
LAO-1893-1953,Laos (1893-1953),1893,1953,cshapes-2.0,1896.0,assigned,True,assumed_constant,True,True,single 1896 polygon held across a 60y span (1893-1953); borders may have changed,89
LAO-1954-2025,Laos,1954,2025,cshapes-2.0,1954.0,assigned,True,assumed_constant,True,True,single 1954 polygon held across a 71y span (1954-2025); borders may have changed,23
LBA-1800-1885,Luba Empire,1800,1885,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
LBN-1920-1944,Lebanon (1920-1944),1920,1944,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1920-1944,154
LBN-1944-2025,Lebanon,1944,2025,cshapes-2.0,1944.0,assigned,True,assumed_constant,True,True,single 1944 polygon held across a 81y span (1944-2025); borders may have changed,175
LBR-1847-2025,Liberia,1847,2025,cshapes-2.0,1892.0,assigned,True,assumed_constant,True,True,single 1892 polygon held across a 178y span (1847-2025); borders may have changed,89
LBY-1912-1919,Libya (1912-1919),1912,1919,cshapes-2.0,1912.0,assigned,True,measured,False,False,vintage 1912 faithful to period 1912-1919,0
