polity_code,item,unit,year,sources,labels,value_min,value_max,ratio,known_defect
F248-1920-1947,wheat,ha,1937,iia;juan,serbia;yugoslav sfr,6.8e+04,2.13e+06,31.3235,iia-item-series-switch-raw-products;iia-layerb-magnitude-scale-inconsistent;iia-wheat-is-spelt-and-meslin;layerb-nested-reporting-levels-one-polity
F248-1920-1947,wheat,ha,1938,iia;juan,serbia;yugoslav sfr,6.8e+04,2.13e+06,31.3235,iia-item-series-switch-raw-products;iia-layerb-magnitude-scale-inconsistent;iia-wheat-is-spelt-and-meslin;layerb-nested-reporting-levels-one-polity
F51-1938-1945,wheat,ha,1941,iia;juan,czech republic;czechoslovakia,2.8e+04,8e+05,28.5714,iia-item-series-switch-raw-products;iia-layerb-magnitude-scale-inconsistent;iia-wheat-is-spelt-and-meslin;layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1938,iia;juan,czech republic;czechoslovakia,5000,7.2e+04,14.4000,layerb-nested-reporting-levels-one-polity
F248-1920-1947,sunflower seed,tonnes,1939,iia;juan,serbia;yugoslav sfr,1900,2.73e+04,14.3684,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",ha,1937,iia;juan,czech republic;czechoslovakia,6000,8.3e+04,13.8333,layerb-nested-reporting-levels-one-polity
F51-1938-1945,hops,tonnes,1944,iia;juan,czech republic;czechoslovakia,3461,4.61e+04,13.3198,iia-hops-x100;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1934,iia;juan,serbia;yugoslav sfr,800,1.06e+04,13.2500,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,tonnes,1934,iia;juan,czech republic;czechoslovakia,4500,5.59e+04,12.4222,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,tonnes,1935,iia;juan,czech republic;czechoslovakia,8600,1.022e+05,11.8837,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",ha,1935,iia;juan,czech republic;czechoslovakia,6000,7e+04,11.6667,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1935,iia;juan,serbia;yugoslav sfr,900,1.01e+04,11.2222,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,tonnes,1936,iia;juan,czech republic;czechoslovakia,8400,9.39e+04,11.1786,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,tonnes,1932,iia;juan,czech republic;czechoslovakia,6671,7.418e+04,11.1193,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,ha,1942,iia;juan,czech republic;czechoslovakia,4000,4.3e+04,10.7500,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",ha,1936,iia;juan,czech republic;czechoslovakia,7000,7.5e+04,10.7143,layerb-nested-reporting-levels-one-polity
F248-1920-1947,rye,tonnes,1945,iia;juan,serbia;yugoslav sfr,9.2e+04,9.799e+05,10.6511,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,tonnes,1941,iia;juan,czech republic;czechoslovakia,3000,3.18e+04,10.6000,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,tonnes,1940,iia;juan,czech republic;czechoslovakia,2900,3.06e+04,10.5517,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,tonnes,1944,iia;juan,czech republic;czechoslovakia,3000,3.16e+04,10.5333,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,tonnes,1939,iia;juan,czech republic;czechoslovakia,3900,4.1e+04,10.5128,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,tonnes,1943,iia;juan,czech republic;czechoslovakia,3500,3.67e+04,10.4857,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,tonnes,1942,iia;juan,czech republic;czechoslovakia,3600,3.76e+04,10.4444,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1945-1947,grapes,tonnes,1945,iia;juan,czech republic;czechoslovakia,3800,3.95e+04,10.3947,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1940,iia;juan,czech republic;czechoslovakia,4000,4.1e+04,10.2500,layerb-nested-reporting-levels-one-polity
F51-1938-1945,rye,ha,1941,iia;juan,czech republic;czechoslovakia,7.8e+04,7.84e+05,10.0513,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1938-1945,rye,ha,1939,iia;juan,czech republic;czechoslovakia,9.8e+04,9.84e+05,10.0408,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1934,iia;juan,serbia;yugoslav sfr,2400,2.4e+04,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1935,iia;juan,serbia;yugoslav sfr,2600,2.6e+04,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1936,iia;juan,serbia;yugoslav sfr,2700,2.7e+04,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1937,iia;juan,serbia;yugoslav sfr,2900,2.9e+04,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1938,iia;juan,serbia;yugoslav sfr,2800,2.8e+04,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rye,ha,1931,iia;juan,serbia;yugoslav sfr,2.442e+04,2.442e+05,10.0000,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rye,ha,1932,iia;juan,serbia;yugoslav sfr,2.43e+04,2.43e+05,10.0000,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1934,iia;juan,czech republic;czechoslovakia,1.09e+04,1.09e+05,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1935,iia;juan,czech republic;czechoslovakia,1.12e+04,1.12e+05,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1936,iia;juan,czech republic;czechoslovakia,1.14e+04,1.14e+05,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1941,iia;juan,czech republic;czechoslovakia,4000,4e+04,10.0000,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1942,iia;juan,czech republic;czechoslovakia,4000,4e+04,10.0000,layerb-nested-reporting-levels-one-polity
F51-1938-1945,hops,ha,1938,iia;juan,czech republic;czechoslovakia,1.16e+04,1.16e+05,10.0000,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1937,iia;juan,czech republic;czechoslovakia,1.15e+04,1.13e+05,9.8261,iia-1933-x10-wrong-volume-cells;iia-hops-x100;layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1939,iia;juan,czech republic;czechoslovakia,4000,3.9e+04,9.7500,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1938,iia;juan,serbia;yugoslav sfr,1400,1.29e+04,9.2143,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1938-1945,rye,ha,1940,iia;juan,czech republic;czechoslovakia,7.8e+04,7.08e+05,9.0769,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,tonnes,1937,iia;juan,czech republic;czechoslovakia,1.11e+04,1.006e+05,9.0631,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,tonnes,1933,iia;juan,czech republic;czechoslovakia,6800,6.05e+04,8.8971,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1937,iia;juan,serbia;yugoslav sfr,1300,1.11e+04,8.5385,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,ha,1939,iia;juan,czech republic;czechoslovakia,2000,1.7e+04,8.5000,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",ha,1934,iia;juan,czech republic;czechoslovakia,7000,5.8e+04,8.2857,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1936,iia;juan,serbia;yugoslav sfr,1500,1.2e+04,8.0000,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1939,iia;juan,serbia;yugoslav sfr,1500,1.2e+04,8.0000,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1943,iia;juan,czech republic;czechoslovakia,5000,3.5e+04,7.0000,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",ha,1944,iia;juan,czech republic;czechoslovakia,5000,3e+04,6.0000,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1935,iia;juan,serbia;yugoslav sfr,2.25e+04,1.147e+05,5.0978,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1940,iia;juan,czech republic;czechoslovakia,4700,2.29e+04,4.8723,layerb-nested-reporting-levels-one-polity
F51-1945-1947,"beans, dry",ha,1945,iia;juan,czech republic;czechoslovakia,6000,2.8e+04,4.6667,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",tonnes,1937,iia;juan,czech republic;czechoslovakia,6900,3.04e+04,4.4058,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1936,iia;juan,serbia;yugoslav sfr,3.06e+04,1.335e+05,4.3627,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1937,iia;juan,serbia;yugoslav sfr,3.56e+04,1.55e+05,4.3539,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1941,iia;juan,czech republic;czechoslovakia,4500,1.95e+04,4.3333,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1939,iia;juan,czech republic;czechoslovakia,5700,2.43e+04,4.2632,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1938,iia;juan,serbia;yugoslav sfr,2.69e+04,1.141e+05,4.2416,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1942,iia;juan,czech republic;czechoslovakia,6100,2.46e+04,4.0328,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1939,iia;juan,serbia;yugoslav sfr,2.48e+04,9.82e+04,3.9597,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1934,iia;juan,serbia;yugoslav sfr,4.04e+04,1.582e+05,3.9158,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",tonnes,1936,iia;juan,czech republic;czechoslovakia,7600,2.91e+04,3.8289,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"beans, dry",tonnes,1933,iia;juan,serbia;yugoslav sfr,3.06e+04,1.166e+05,3.8105,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1938,iia;juan,czech republic;czechoslovakia,5900,2.19e+04,3.7119,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",tonnes,1935,iia;juan,czech republic;czechoslovakia,4900,1.67e+04,3.4082,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"beans, dry",tonnes,1934,iia;juan,czech republic;czechoslovakia,7100,2.31e+04,3.2535,layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1943,iia;juan,czech republic;czechoslovakia,5000,1.54e+04,3.0800,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1920,iia;mitchell,korea;south korea,5508,1.6e+04,2.9047,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1938-1945,"beans, dry",tonnes,1944,iia;juan,czech republic;czechoslovakia,5100,1.46e+04,2.8627,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1932,iia;mitchell,israel;palestine,3019,8118,2.6887,layerb-nested-reporting-levels-one-polity
F51-1945-1947,"beans, dry",tonnes,1945,iia;juan,czech republic;czechoslovakia,6500,1.32e+04,2.0308,layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1920,iia;juan,serbia;yugoslav sfr,1929,3900,2.0217,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,ha,1939,iia;juan,serbia;yugoslav sfr,1000,2000,2.0000,layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,tonnes,1933,iia;juan,serbia;yugoslav sfr,50.9,100,1.9646,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1933,iia;mitchell,israel;palestine,1584,2890,1.8245,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1930,iia;mitchell,israel;palestine,1980,3569,1.8024,layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,ha,1933,iia;juan,serbia;yugoslav sfr,200,350,1.7500,layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,tonnes,1932,iia;juan,serbia;yugoslav sfr,110,180,1.6364,layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1933,iia;juan,serbia;yugoslav sfr,68.4,100,1.4620,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,tonnes,1930,iia;juan,serbia;yugoslav sfr,121.6,170,1.3980,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1931,iia;mitchell,israel;palestine,2772,3854,1.3904,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1925,iia;mitchell,korea;south korea,1.017e+04,1.4e+04,1.3765,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1921,iia;juan,czech republic;czechoslovakia,3406,4567,1.3406,layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,tonnes,1941,iia;juan,czech republic;czechoslovakia,1.61e+04,2.15e+04,1.3354,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,ha,1931,iia;juan,serbia;yugoslav sfr,300,395,1.3167,layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1934,iia;juan,czech republic;czechoslovakia,4300,5600,1.3023,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1936,iia;juan,czech republic;czechoslovakia,7300,9500,1.3014,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,tonnes,1942,iia;juan,czech republic;czechoslovakia,1.72e+04,2.21e+04,1.2849,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rye,tonnes,1925,iia;juan,czech republic;czechoslovakia,1.176e+06,1.476e+06,1.2552,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1923,iia;juan,serbia;yugoslav sfr,2300,2885,1.2543,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,tonnes,1940,iia;juan,czech republic;czechoslovakia,1.88e+04,2.35e+04,1.2500,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1945-1947,flax fibre and tow,tonnes,1945,iia;juan,czech republic;czechoslovakia,5800,7100,1.2241,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1937,iia;juan,czech republic;czechoslovakia,9000,1.1e+04,1.2222,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,tonnes,1944,iia;juan,czech republic;czechoslovakia,1.32e+04,1.61e+04,1.2197,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,tonnes,1939,iia;juan,czech republic;czechoslovakia,8300,1e+04,1.2048,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1935,iia;juan,czech republic;czechoslovakia,5700,6800,1.1930,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hemp tow waste,ha,1919,iia;juan,czech republic;czechoslovakia,400,477,1.1925,layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,ha,1933,iia;juan,czech republic;czechoslovakia,1.73e+04,2e+04,1.1562,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1922,iia;juan,serbia;yugoslav sfr,6020,6925,1.1503,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,ha,1932,iia;juan,serbia;yugoslav sfr,400,459,1.1475,layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,ha,1930,iia;juan,serbia;yugoslav sfr,400,454,1.1350,layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1933,iia;juan,serbia;yugoslav sfr,3000,3383,1.1277,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1921,iia;juan,czech republic;czechoslovakia,5185,5832,1.1248,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1922,iia;juan,serbia;yugoslav sfr,50,56.1,1.1220,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,tonnes,1921,iia;juan,czech republic;czechoslovakia,2260,2509,1.1100,layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1923,iia;juan,serbia;yugoslav sfr,40,44.1,1.1025,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1923,iia;juan,czech republic;czechoslovakia,1.107e+04,1.19e+04,1.0746,layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1932,iia;juan,serbia;yugoslav sfr,110,117.6,1.0691,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,ha,1941,iia;juan,czech republic;czechoslovakia,1.5e+04,1.6e+04,1.0667,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1938-1945,grapes,ha,1942,iia;juan,czech republic;czechoslovakia,1.5e+04,1.6e+04,1.0667,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1922,iia;mitchell,israel;palestine,2696,2871,1.0648,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1935,iia;mitchell,israel;palestine,2425,2574,1.0614,layerb-nested-reporting-levels-one-polity
F51-1918-1938,hemp tow waste,ha,1921,iia;juan,czech republic;czechoslovakia,1.134e+04,1.202e+04,1.0608,layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1931,iia;juan,serbia;yugoslav sfr,70,74.1,1.0586,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1925,iia;juan,czech republic;czechoslovakia,1.101e+04,1.16e+04,1.0539,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",tonnes,1922,iia;juan,serbia;yugoslav sfr,9391,9890,1.0531,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1933,iia;juan,czech republic;czechoslovakia,7627,8000,1.0489,layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1925,iia;juan,serbia;yugoslav sfr,120,125.8,1.0483,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1924,iia;mitchell,israel;palestine,1420,1485,1.0456,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1920,iia;juan,czech republic;czechoslovakia,1200,1254,1.0450,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1932,iia;juan,serbia;yugoslav sfr,1400,1462,1.0443,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1921,iia;juan,czech republic;czechoslovakia,1300,1357,1.0438,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1922,iia;mitchell,korea;south korea,1.054e+04,1.1e+04,1.0433,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1924,iia;juan,serbia;yugoslav sfr,80,83.4,1.0425,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1922,iia;juan,czech republic;czechoslovakia,1600,1668,1.0425,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1909,iia;mitchell,korea;south korea,1.151e+04,1.2e+04,1.0424,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1911,iia;mitchell,korea;south korea,1.056e+04,1.1e+04,1.0416,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1925,iia;juan,serbia;yugoslav sfr,1.43e+04,1.489e+04,1.0414,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1919,iia;juan,czech republic;czechoslovakia,210,218.4,1.0400,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1930,iia;juan,czech republic;czechoslovakia,1100,1144,1.0400,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1924,iia;juan,serbia;yugoslav sfr,2200,2287,1.0395,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,cotton lint,tonnes,1930,iia;juan,serbia;yugoslav sfr,130,134.9,1.0377,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1923,iia;juan,czech republic;czechoslovakia,2.12e+04,2.2e+04,1.0377,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1931,iia;juan,serbia;yugoslav sfr,2200,2275,1.0341,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1933,iia;juan,czech republic;czechoslovakia,1000,1034,1.0335,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1930,iia;juan,serbia;yugoslav sfr,2800,2889,1.0318,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1933,iia;juan,czech republic;czechoslovakia,970,1000,1.0309,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1922,iia;juan,serbia;yugoslav sfr,3000,3089,1.0297,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1918,iia;mitchell,korea;south korea,1.457e+04,1.5e+04,1.0297,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1921,iia;juan,czech republic;czechoslovakia,7411,7627,1.0292,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",tonnes,1923,iia;juan,serbia;yugoslav sfr,1.734e+04,1.784e+04,1.0287,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1912,iia;mitchell,korea;south korea,1.264e+04,1.3e+04,1.0285,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1924,iia;mitchell,korea;south korea,1.459e+04,1.5e+04,1.0278,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1924,iia;juan,serbia;yugoslav sfr,3.523e+04,3.62e+04,1.0275,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1931,iia;mitchell,korea;south korea,1.6e+04,1.644e+04,1.0275,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1933,iia;mitchell,korea;south korea,1.655e+04,1.7e+04,1.0270,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1932,iia;juan,czech republic;czechoslovakia,1500,1539,1.0260,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1919,iia;mitchell,korea;south korea,1.4e+04,1.434e+04,1.0241,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,sesame seed,tonnes,1931,iia;juan,serbia;yugoslav sfr,60,61.4,1.0233,layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1933,iia;juan,czech republic;czechoslovakia,1.027e+04,1.05e+04,1.0227,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1923,iia;juan,czech republic;czechoslovakia,2600,2654,1.0208,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1934,iia;mitchell,israel;palestine,2328,2376,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1936,iia;mitchell,israel;palestine,2231,2277,1.0206,layerb-nested-reporting-levels-one-polity
