layer_b_label,item,unit,n_values,n_distinct,raw_label,raw_product,product_agrees,share,status,runner_up,label_is_mixed
angola,cotton seed,tonnes,14,13,portuguese angola,cottonseed,yes,1.0000,attributable,british southern rhodesia/groundnut=0.14,no
angola,groundnuts with shell,ha,11,8,portuguese angola,groundnut,yes,1.0000,attributable,"spain/vineyards: grapes, raisins=0.36",no
angola,groundnuts with shell,tonnes,14,13,portuguese angola,groundnut,yes,1.0000,attributable,total/cacao: raw=0.14,no
angola,sesame seed,ha,10,6,portuguese angola,sesame,yes,1.0000,attributable,usa: hawaii/coffee: raw=0.50,no
angola,sesame seed,tonnes,14,12,portuguese angola,sesame,yes,1.0000,attributable,french guadeloupe/coffee: raw=0.21,no
angola,sugar raw centrifugal,tonnes,15,15,portuguese angola,sugar: cane,yes,1.0000,attributable,us philippines/sugar: cane=0.07,no
angola,tobacco unmanufactured,ha,11,6,portuguese angola,tobacco,yes,1.0000,attributable,hungary/beans: dried=0.45,no
angola,tobacco unmanufactured,tonnes,14,14,portuguese angola,tobacco,yes,1.0000,attributable,yugoslavia/wine=0.00,no
antigua and barbuda,cotton lint,ha,25,20,british antigua,cotton,yes,0.7200,attributable,netherlands/tobacco=0.20,no
antigua and barbuda,cotton lint,tonnes,23,18,british antigua,cotton,yes,0.7391,attributable,french guadeloupe and dependencies: marie‑galante/cottonseed=0.26,no
antigua and barbuda,cotton seed,ha,14,10,british antigua,cottonseed,yes,1.0000,attributable,switzerland/tobacco=0.29,no
antigua and barbuda,cotton seed,tonnes,13,12,british antigua,cottonseed,yes,1.0000,attributable,new zealand/rye=0.23,no
antigua and barbuda,sugar raw centrifugal,tonnes,30,30,british antigua,sugar: cane,yes,0.8667,attributable,total/cottonseed=0.03,no
argentina,beans dry,ha,1,1,,,,,too_few_values,,no
argentina,castor beans seed,ha,6,5,,,,,too_few_values,,no
argentina,castor beans seed,tonnes,6,6,,,,,too_few_values,,no
argentina,cheese processed,tonnes,6,6,,,,,too_few_values,,no
argentina,coffee green,ha,1,1,,,,,too_few_values,,no
argentina,cotton lint,ha,1,1,,,,,too_few_values,,no
argentina,cotton seed,ha,20,20,argentina,cottonseed,yes,1.0000,attributable,total south hemisphere aggregated/wine=0.05,no
argentina,cotton seed,tonnes,2,2,,,,,too_few_values,,no
argentina,flax fibre and tow,ha,1,1,,,,,too_few_values,,no
argentina,flax fibre and tow,tonnes,13,13,argentina,linseed,no,1.0000,attributable,yugoslavia/wine=0.00,no
argentina,grapes,tonnes,6,6,,,,,too_few_values,,no
argentina,oil olive virgin,tonnes,7,3,,,,,too_few_values,,no
argentina,olives,tonnes,1,1,,,,,too_few_values,,no
argentina,raisins,tonnes,8,8,argentina,raisins,yes,1.0000,attributable,hungary/beans: dried=0.25,no
argentina,rapeseed,ha,1,1,,,,,too_few_values,,no
argentina,rapeseed,tonnes,1,1,,,,,too_few_values,,no
argentina,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
argentina,wine,ha,1,1,,,,,too_few_values,,no
argentina,wine,tonnes,1,1,,,,,too_few_values,,no
azerbaijan,tea,ha,11,11,ussr: transcaucasian sfsr,tea,yes,1.0000,attributable,italy/tobacco=0.18,no
azerbaijan,tea,tonnes,10,10,ussr: transcaucasian sfsr,tea,yes,1.0000,attributable,british trinidad and tobago/coffee: raw=0.10,no
barbados,cotton lint,ha,24,20,british barbados,cotton,yes,0.7917,attributable,british malta/cottonseed=0.25,no
barbados,cotton lint,tonnes,23,19,british barbados,cotton,yes,0.7826,attributable,sweden/tobacco=0.22,no
barbados,cotton seed,ha,12,8,british barbados,cottonseed,yes,1.0000,attributable,british malta/cottonseed=0.50,no
barbados,cotton seed,tonnes,16,9,british barbados,cottonseed,yes,1.0000,attributable,british cyprus/hemp: fibre=0.56,no
barbados,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
belgium,butter cow milk,tonnes,5,5,,,,,too_few_values,,no
belgium,eggs hen in shell,tonnes,16,14,belgium,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
belgium,fertilizer mixed,tonnes,4,4,,,,,too_few_values,,no
belgium,flax fibre and tow,tonnes,1,1,,,,,too_few_values,,no
belgium,grapes,ha,4,1,,,,,too_few_values,,no
belgium,hempseed,ha,10,6,,,,,ambiguous,belgium/hempseed=1.00;british malta/cottonseed=0.60,no
belgium,hempseed,tonnes,5,1,,,,,too_few_values,,no
belgium,milk whole fresh cow,tonnes,6,6,,,,,too_few_values,,no
belgium,n,tonnes,16,16,belgium,fertilizers: ammonium sulfate,unknown,1.0000,attributable,usa and canada/fertilizers: calcium cyanamide=0.06,no
belgium,p,tonnes,17,16,belgium,"fertilizers: phosphate, natural",unknown,0.6471,attributable,yugoslavia/wine=0.00,no
belgium,rapeseed,ha,8,4,,,,,too_few_distinct,,no
belgium,rapeseed,tonnes,1,1,,,,,too_few_values,,no
belgium,sugar raw centrifugal,tonnes,33,33,belgium,sugar: beet,yes,1.0000,attributable,total/fertilizers: calcium superphosphate=0.03,no
belgium,yarn of true hemp,ha,13,9,belgium,hemp: fibre,yes,1.0000,attributable,british malta/cottonseed=0.46,no
belgium,yarn of true hemp,tonnes,13,9,belgium,hemp: fibre,yes,1.0000,attributable,uruguay/rye=0.31,no
belize,cacao beans,tonnes,8,8,british honduras,cacao: raw,yes,1.0000,attributable,yugoslavia/wine=0.00,no
belize,grapefruit inc pomelos,ha,3,2,,,,,too_few_values,,no
belize,grapefruit inc pomelos,tonnes,11,7,british honduras,citrus fruits: grapefruits,yes,1.0000,attributable,"british saint vincent/cotton: ginned, sea island=0.45",no
benin,cacao beans,ha,7,5,,,,,too_few_values,,no
benin,cacao beans,tonnes,7,3,,,,,too_few_values,,no
benin,coffee green,ha,7,2,,,,,too_few_values,,no
benin,coffee green,tonnes,5,4,,,,,too_few_values,,no
benin,cotton lint,ha,4,4,,,,,too_few_values,,no
benin,cotton lint,tonnes,4,3,,,,,too_few_values,,no
benin,cotton seed,ha,4,4,,,,,too_few_values,,no
benin,cotton seed,tonnes,4,3,,,,,too_few_values,,no
benin,eggs hen in shell,tonnes,2,2,,,,,too_few_values,,no
benin,groundnuts with shell,ha,15,14,french dahomey,groundnut,yes,1.0000,attributable,uk: northern ireland/flax: fibre=0.20,no
benin,groundnuts with shell,tonnes,15,14,french dahomey,groundnut,yes,1.0000,attributable,belgian ruanda-urundi/cotton: ginned=0.20,no
benin,tobacco unmanufactured,ha,12,6,,,,,ambiguous,french dahomey/tobacco=1.00;french morocco/tobacco=0.67;austria/hemp: fibre=0.67,no
benin,tobacco unmanufactured,tonnes,15,12,french dahomey,tobacco,yes,1.0000,attributable,"french tunisia/vineyards: grapes, raisins=0.27",no
bermuda,eggs hen in shell,tonnes,16,6,british bermuda,eggs,yes,1.0000,attributable,british brunei/eggs=0.12,no
bolivia,cacao beans,ha,1,1,,,,,too_few_values,,no
bolivia,cacao beans,tonnes,1,1,,,,,too_few_values,,no
bolivia,cotton lint,tonnes,2,2,,,,,too_few_values,,no
bolivia,flax fibre and tow,tonnes,1,1,,,,,too_few_values,,no
botswana,eggs hen in shell,tonnes,5,5,,,,,too_few_values,,no
brazil,cacao beans,ha,9,7,brazil,cacao: raw,yes,1.0000,attributable,portugal/beans: dried=0.22,no
brazil,cacao beans,tonnes,12,11,brazil,cacao: raw,yes,1.0000,attributable,total/coffee: raw=0.17,no
brazil,castor beans seed,tonnes,7,7,,,,,too_few_values,,no
brazil,coffee green,ha,2,2,,,,,too_few_values,,no
brazil,cotton lint,ha,2,2,,,,,too_few_values,,no
brazil,cotton seed,ha,20,19,brazil,cottonseed,yes,1.0000,attributable,ussr/sugar: beet=0.05,no
brazil,cotton seed,tonnes,1,1,,,,,too_few_values,,no
brazil,grapes,tonnes,1,1,,,,,too_few_values,,no
brazil,rye,ha,1,1,,,,,too_few_values,,no
brazil,silk worm cocoons reelable,tonnes,2,2,,,,,too_few_values,,no
brazil,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
brazil,sunflower seed,ha,2,2,,,,,too_few_values,,no
brazil,sunflower seed,tonnes,2,2,,,,,too_few_values,,no
brazil,tea,tonnes,1,1,,,,,too_few_values,,no
brazil,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
brazil,wine,ha,2,2,,,,,too_few_values,,no
british virgin islands,cotton lint,ha,4,2,,,,,too_few_values,,no
british virgin islands,cotton lint,tonnes,15,15,british virgin islands,cotton,yes,1.0000,attributable,switzerland/sericulture=0.07,no
british virgin islands,cotton seed,ha,4,2,,,,,too_few_values,,no
british virgin islands,cotton seed,tonnes,4,3,,,,,too_few_values,,no
brunei darussalam,eggs hen in shell,tonnes,6,3,,,,,too_few_values,,no
brunei darussalam,rubber natural,ha,9,8,,,,,unattributable,british brunei/rubber=0.33,no
brunei darussalam,rubber natural,tonnes,3,3,,,,,too_few_values,,no
bulgaria,butter cow milk,tonnes,7,3,,,,,too_few_values,,no
bulgaria,cheese processed,tonnes,7,7,,,,,too_few_values,,no
bulgaria,cotton lint,ha,33,32,bulgaria,cotton,yes,0.6364,attributable,"total south hemisphere aggregated/vineyards: grapes, raisins=0.09",no
bulgaria,cotton seed,ha,20,19,bulgaria,cottonseed,yes,1.0000,attributable,"total south hemisphere aggregated/vineyards: grapes, raisins=0.15",no
bulgaria,cotton seed,tonnes,20,20,bulgaria,cottonseed,yes,1.0000,attributable,total/tobacco=0.10,no
bulgaria,eggs hen in shell,tonnes,2,2,,,,,too_few_values,,no
bulgaria,groundnuts with shell,ha,3,3,,,,,too_few_values,,no
bulgaria,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
bulgaria,hops,ha,7,3,,,,,too_few_values,,no
bulgaria,hops,tonnes,9,7,bulgaria,hops,yes,1.0000,attributable,british mauritius/coffee: raw=0.11,no
bulgaria,other berries and fruits of the genus vaccinium n e c,ha,19,10,bulgaria,blackberries,no,1.0000,attributable,italy/citrus fruits: other=0.47,no
bulgaria,other berries and fruits of the genus vaccinium n e c,tonnes,18,18,bulgaria,blackberries,no,1.0000,attributable,france/flax: fibre=0.06,no
bulgaria,rapeseed,ha,1,1,,,,,too_few_values,,no
bulgaria,rye,tonnes,4,4,,,,,too_few_values,,no
bulgaria,silk worm cocoons reelable,tonnes,33,32,bulgaria,sericulture,no,1.0000,attributable,french lebanon/blackberries=0.03,no
bulgaria,soybeans,ha,4,3,,,,,too_few_values,,no
bulgaria,sugar raw centrifugal,tonnes,33,33,bulgaria,sugar: beet,yes,1.0000,attributable,netherlands/linseed=0.09,no
bulgaria,wine,ha,20,16,bulgaria,wine,yes,1.0000,attributable,"total/vineyards: grapes, raisins=0.10",no
bulgaria,wine,tonnes,33,33,,,,,unattributable,yugoslavia/wine=0.00,no
bulgaria,yarn of true hemp,ha,13,12,bulgaria,hempseed,yes,1.0000,attributable,uk: northern ireland/flax: fibre=0.23,no
bulgaria,yarn of true hemp,tonnes,26,26,bulgaria,hemp: fibre,yes,1.0000,attributable,uk: northern ireland/flax: fibre=0.04,no
burkina faso,cotton lint,ha,5,5,,,,,too_few_values,,no
burkina faso,cotton lint,tonnes,5,5,,,,,too_few_values,,no
burkina faso,cotton seed,ha,5,5,,,,,too_few_values,,no
burkina faso,cotton seed,tonnes,5,5,,,,,too_few_values,,no
burkina faso,eggs hen in shell,tonnes,4,4,,,,,too_few_values,,no
burkina faso,groundnuts with shell,ha,6,6,,,,,too_few_values,,no
burkina faso,groundnuts with shell,tonnes,7,7,,,,,too_few_values,,no
burkina faso,sesame seed,ha,3,2,,,,,too_few_values,,no
burkina faso,sesame seed,tonnes,5,3,,,,,too_few_values,,no
burkina faso,tobacco unmanufactured,ha,3,3,,,,,too_few_values,,no
burkina faso,tobacco unmanufactured,tonnes,3,3,,,,,too_few_values,,no
burundi,cotton lint,ha,8,6,belgian ruanda-urundi,cottonseed,yes,1.0000,attributable,france/hempseed=0.50,no
burundi,cotton lint,tonnes,8,7,,,,,unattributable,belgian ruanda-urundi/cotton: ginned=0.50,no
burundi,cotton seed,ha,8,6,belgian ruanda-urundi,cottonseed,yes,1.0000,attributable,france/hempseed=0.50,no
burundi,cotton seed,tonnes,7,7,,,,,too_few_values,,no
burundi,groundnuts with shell,ha,7,6,,,,,too_few_values,,no
burundi,groundnuts with shell,tonnes,7,7,,,,,too_few_values,,no
burundi,tobacco unmanufactured,ha,7,5,,,,,too_few_values,,no
burundi,tobacco unmanufactured,tonnes,7,6,,,,,too_few_values,,no
cabo verde,beans dry,ha,4,2,,,,,too_few_values,,no
cabo verde,beans dry,tonnes,6,5,,,,,too_few_values,,no
cabo verde,coffee green,ha,3,3,,,,,too_few_values,,no
cabo verde,coffee green,tonnes,5,2,,,,,too_few_values,,no
cabo verde,oranges,tonnes,5,5,,,,,too_few_values,,no
cabo verde,sugar raw centrifugal,tonnes,8,4,,,,,too_few_distinct,,no
cabo verde,tobacco unmanufactured,tonnes,5,5,,,,,too_few_values,,no
cambodia,beans dry,tonnes,3,2,,,,,too_few_values,,no
cambodia,silk worm cocoons reelable,tonnes,1,1,,,,,too_few_values,,no
cameroon,cacao beans,ha,15,7,british‑french cameroon,cacao: raw,yes,1.0000,attributable,total/hemp: fibre=0.47,no
cameroon,coffee green,ha,7,1,,,,,too_few_values,,no
cameroon,cotton lint,ha,5,1,,,,,too_few_values,,no
cameroon,cotton lint,tonnes,4,1,,,,,too_few_values,,no
cameroon,cotton seed,ha,12,1,,,,,too_few_distinct,,no
cameroon,cotton seed,tonnes,11,2,,,,,too_few_distinct,,no
cameroon,groundnuts with shell,ha,10,10,british‑french cameroon,groundnut,yes,1.0000,attributable,us puerto rico/coffee: raw=0.10,no
cameroon,groundnuts with shell,tonnes,2,2,,,,,too_few_values,,no
cameroon,rubber natural,ha,13,12,,,,,unattributable,usa/hemp: fibre=0.08,no
cameroon,sesame seed,ha,17,12,british‑french cameroon,sesame,yes,1.0000,attributable,total/rye=0.29,no
cameroon,sesame seed,tonnes,17,14,british‑french cameroon,sesame,yes,1.0000,attributable,uruguay/groundnut=0.12,no
cameroon,tobacco unmanufactured,ha,4,1,,,,,too_few_values,,no
cameroon,tobacco unmanufactured,tonnes,3,3,,,,,too_few_values,,no
canada,cheese processed,tonnes,7,7,,,,,too_few_values,,no
canada,eggs hen in shell,tonnes,17,17,canada,eggs,yes,0.6471,attributable,yugoslavia/wine=0.00,no
canada,milk whole fresh cow,tonnes,1,1,,,,,too_few_values,,no
canada,n,tonnes,12,12,canada,fertilizers: ammonium sulfate,unknown,0.6667,attributable,yugoslavia/wine=0.00,no
canada,p,tonnes,17,16,canada,"fertilizers: phosphate, natural",unknown,1.0000,attributable,portugal/fertilizers: ammonium sulfate=0.06,no
canada,sugar raw centrifugal,tonnes,32,32,canada,sugar: beet,yes,1.0000,attributable,portuguese mozambique/sugar: cane=0.03,no
canada,wine,tonnes,14,14,,,,,unattributable,yugoslavia/wine=0.00,no
central african republic,cacao beans,ha,2,2,,,,,too_few_values,,no
central african republic,cacao beans,tonnes,2,2,,,,,too_few_values,,no
central african republic,groundnuts with shell,ha,3,3,,,,,too_few_values,,no
central african republic,groundnuts with shell,tonnes,3,3,,,,,too_few_values,,no
chad,groundnuts with shell,ha,3,3,,,,,too_few_values,,no
chad,groundnuts with shell,tonnes,3,3,,,,,too_few_values,,no
chile,beans dry,ha,2,2,,,,,too_few_values,,no
chile,eggs hen in shell,tonnes,9,8,chile,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
chile,fertilizer mixed,tonnes,14,14,chile,"fertilizers: guano, natural",yes,0.8571,attributable,yugoslavia/wine=0.00,no
chile,flax fibre and tow,ha,4,4,,,,,too_few_values,,no
chile,flax fibre and tow,tonnes,5,5,,,,,too_few_values,,no
chile,grapes,tonnes,6,6,,,,,too_few_values,,no
chile,hemp tow waste,ha,3,3,,,,,too_few_values,,no
chile,hemp tow waste,tonnes,1,1,,,,,too_few_values,,no
chile,hempseed,ha,1,1,,,,,too_few_values,,no
chile,hempseed,tonnes,2,2,,,,,too_few_values,,no
chile,n,tonnes,4,4,,,,,too_few_values,,no
chile,no3,tonnes,13,13,chile,fertilizers: sodium nitrate,no,1.0000,attributable,yugoslavia/wine=0.00,no
chile,oil olive virgin,tonnes,1,1,,,,,too_few_values,,no
chile,olives,ha,1,1,,,,,too_few_values,,no
chile,olives,tonnes,1,1,,,,,too_few_values,,no
chile,raisins,tonnes,8,3,,,,,too_few_distinct,,no
chile,rapeseed,tonnes,1,1,,,,,too_few_values,,no
chile,rye,ha,1,1,,,,,too_few_values,,no
chile,rye,tonnes,2,2,,,,,too_few_values,,no
chile,sugar raw centrifugal,tonnes,2,2,,,,,too_few_values,,no
chile,tobacco unmanufactured,ha,6,6,,,,,too_few_values,,no
chile,tobacco unmanufactured,tonnes,3,3,,,,,too_few_values,,no
chile,yarn of true hemp,ha,2,2,,,,,too_few_values,,no
chile,yarn of true hemp,tonnes,13,13,chile,hemp: fibre,yes,1.0000,attributable,yugoslavia/wine=0.00,no
"china, hong kong sar",groundnuts with shell,ha,1,1,,,,,too_few_values,,no
"china, hong kong sar",groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
"china, taiwan province of",fertilizer mixed,tonnes,12,12,japanese taiwan,sulphur,no,1.0000,attributable,yugoslavia/wine=0.00,no
"china, taiwan province of",groundnuts with shell,ha,11,8,japanese taiwan,groundnut,yes,1.0000,attributable,austria/wine=0.18,no
"china, taiwan province of",jute,ha,21,20,japanese taiwan,jute,yes,1.0000,attributable,japan/sesame=0.10,no
"china, taiwan province of",jute,tonnes,21,21,japanese taiwan,jute,yes,1.0000,attributable,total/tea=0.05,no
"china, taiwan province of",oranges,tonnes,5,5,,,,,too_few_values,,no
"china, taiwan province of",other berries and fruits of the genus vaccinium n e c,ha,8,6,japanese taiwan,blackberries,no,1.0000,attributable,italian eritrea/groundnut=0.50,no
"china, taiwan province of",other citrus fruit n e c,tonnes,3,3,,,,,too_few_values,,no
"china, taiwan province of",p,tonnes,4,4,,,,,too_few_values,,no
"china, taiwan province of",rapeseed,ha,17,13,japanese taiwan,rapeseed,yes,1.0000,attributable,sweden/tobacco=0.29,no
"china, taiwan province of",rapeseed,tonnes,16,15,japanese taiwan,rapeseed,yes,1.0000,attributable,japan/cotton: ginned=0.19,no
"china, taiwan province of",sesame seed,ha,10,8,japanese taiwan,sesame,yes,1.0000,attributable,us puerto rico/citrus fruits: oranges=0.40,no
"china, taiwan province of",sesame seed,tonnes,11,10,japanese taiwan,sesame,yes,1.0000,attributable,british southern rhodesia/groundnut=0.27,no
"china, taiwan province of",silk worm cocoons reelable,tonnes,16,16,japanese taiwan,sericulture,no,1.0000,attributable,yugoslavia/wine=0.00,no
"china, taiwan province of",soybeans,ha,8,6,japanese taiwan,soybean,yes,1.0000,attributable,french annam/cottonseed=0.50,no
"china, taiwan province of",soybeans,tonnes,8,8,japanese taiwan,soybean,yes,1.0000,attributable,uruguay/beans: dried=0.12,no
"china, taiwan province of",sugar raw centrifugal,tonnes,33,33,japanese taiwan,sugar: cane,yes,0.8788,attributable,poland/tobacco=0.03,no
"china, taiwan province of",tea,ha,24,22,japanese taiwan,tea,yes,1.0000,attributable,portuguese angola/coffee: raw=0.08,no
"china, taiwan province of",tea,tonnes,1,1,,,,,too_few_values,,no
"china, taiwan province of",tobacco unmanufactured,ha,21,19,japanese taiwan,tobacco,yes,1.0000,attributable,yugoslavia/sesame=0.14,no
"china, taiwan province of",tobacco unmanufactured,tonnes,23,23,japanese taiwan,tobacco,yes,1.0000,attributable,belgium/rye=0.04,no
colombia,cacao beans,ha,6,6,,,,,too_few_values,,no
colombia,castor beans seed,tonnes,5,3,,,,,too_few_values,,no
colombia,coffee green,ha,2,2,,,,,too_few_values,,no
colombia,coffee green,tonnes,3,3,,,,,too_few_values,,no
colombia,cotton lint,ha,14,12,colombia,cottonseed,yes,0.9286,attributable,uruguay/wine=0.14,no
colombia,cotton seed,ha,13,11,colombia,cottonseed,yes,1.0000,attributable,uruguay/wine=0.15,no
colombia,cotton seed,tonnes,3,3,,,,,too_few_values,,no
colombia,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
congo,cacao beans,ha,9,7,french equatorial africa,cacao: raw,yes,0.7778,attributable,french morocco/vineyards: all=0.44,no
congo,cacao beans,tonnes,17,11,french equatorial africa,cacao: raw,yes,0.8235,attributable,france/citrus fruits: oranges=0.18,no
congo,coffee green,ha,12,11,french equatorial africa,coffee: raw,yes,1.0000,attributable,"spain/vineyards: grapes, raisins=0.17",no
congo,coffee green,tonnes,19,18,french equatorial africa,coffee: raw,yes,1.0000,attributable,sweden/flax: fibre=0.11,no
congo,cotton lint,ha,19,17,french equatorial africa,cotton,yes,0.7368,attributable,british sierra leone/coffee: raw=0.11,no
congo,cotton lint,tonnes,18,17,french equatorial africa,cotton: ginned,yes,0.6111,attributable,yugoslavia/rapeseed=0.06,no
congo,cotton seed,ha,11,11,french equatorial africa,cottonseed,yes,1.0000,attributable,venezuela/sugar: cane=0.09,no
congo,cotton seed,tonnes,18,17,french equatorial africa,cottonseed,yes,1.0000,attributable,french madagascar/beans: dried=0.11,no
congo,groundnuts with shell,ha,12,12,french equatorial africa,groundnut,yes,0.7500,attributable,ussr: transcaucasian sfsr/tea=0.17,no
congo,groundnuts with shell,tonnes,10,10,french equatorial africa,groundnut,yes,0.7000,attributable,spanish spanish guinea/cacao: raw=0.10,no
congo,sesame seed,ha,10,9,french equatorial africa,sesame,yes,0.7000,attributable,french annam/cottonseed=0.30,no
congo,sesame seed,tonnes,11,10,french equatorial africa,sesame,yes,0.7273,attributable,portuguese cape verde/sugar: cane=0.18,no
congo,tobacco unmanufactured,ha,14,13,french equatorial africa,tobacco,yes,1.0000,attributable,czechoslovakia/beans: dried=0.21,no
congo,tobacco unmanufactured,tonnes,12,11,french equatorial africa,tobacco,yes,1.0000,attributable,turkey/meslin=0.08,no
costa rica,cacao beans,ha,11,7,costa rica,cacao: raw,yes,1.0000,attributable,french syria/hemp: fibre=0.36,no
costa rica,cacao beans,tonnes,28,28,costa rica,cacao: raw,yes,1.0000,attributable,spain/flax: fibre=0.07,no
costa rica,coffee green,ha,4,4,,,,,too_few_values,,no
costa rica,lemons and limes,tonnes,7,2,,,,,too_few_values,,no
costa rica,oranges,tonnes,1,1,,,,,too_few_values,,no
costa rica,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
cuba,cacao beans,ha,2,1,,,,,too_few_values,,no
cuba,cacao beans,tonnes,13,12,cuba,cacao: raw,yes,1.0000,attributable,yugoslavia/rapeseed=0.08,no
cuba,coffee green,ha,1,1,,,,,too_few_values,,no
cuba,other citrus fruit n e c,tonnes,2,2,,,,,too_few_values,,no
cuba,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
curaã§ao,p,tonnes,4,4,,,,,too_few_values,,no
cyprus,beans dry,ha,9,3,,,,,too_few_distinct,,no
cyprus,beans dry,tonnes,13,7,british cyprus,beans: dried,unknown,1.0000,attributable,french guadeloupe/coffee: raw=0.31,no
cyprus,cotton lint,ha,24,17,british cyprus,cottonseed,yes,0.8333,attributable,spain/beans: dried=0.21,no
cyprus,cotton lint,tonnes,33,28,british cyprus,cotton,yes,0.6364,attributable,french madagascar/cacao: raw=0.18,no
cyprus,cotton seed,ha,20,13,british cyprus,cottonseed,yes,1.0000,attributable,spain/beans: dried=0.25,no
cyprus,cotton seed,tonnes,20,16,british cyprus,cottonseed,yes,1.0000,attributable,new zealand western samoa/cacao: raw=0.15,no
cyprus,flax fibre and tow,ha,13,6,,,,,ambiguous,british cyprus/flax: fibre=1.00;union of south africa/tea=0.62;new zealand/tobacco=0.62,no
cyprus,flax fibre and tow,tonnes,15,13,british cyprus,linseed,no,0.6667,attributable,union of south africa/cotton: ginned=0.20,no
cyprus,grapefruit inc pomelos,ha,5,1,,,,,too_few_values,,no
cyprus,grapefruit inc pomelos,tonnes,10,8,british cyprus,citrus fruits: grapefruits,yes,1.0000,attributable,ireland/tobacco=0.40,no
cyprus,grapes,ha,30,25,,,,,unattributable,british cyprus/vineyards: all=0.40,no
cyprus,grapes,tonnes,28,28,,,,,unattributable,"british cyprus/vineyards: grapes, raisins=0.46",no
cyprus,groundnuts with shell,ha,7,6,,,,,too_few_values,,no
cyprus,groundnuts with shell,tonnes,7,7,,,,,too_few_values,,no
cyprus,hemp tow waste,tonnes,6,1,,,,,too_few_values,,no
cyprus,hempseed,ha,9,5,,,,,too_few_distinct,,no
cyprus,hempseed,tonnes,9,5,,,,,too_few_distinct,,no
cyprus,lemons and limes,ha,5,2,,,,,too_few_values,,no
cyprus,lemons and limes,tonnes,15,13,,,,,unattributable,british cyprus/citrus fruits: lemons=0.27,no
cyprus,linseed,ha,4,4,,,,,too_few_values,,no
cyprus,linseed,tonnes,4,4,,,,,too_few_values,,no
cyprus,oats,ha,7,4,,,,,too_few_values,,no
cyprus,oats,tonnes,7,7,,,,,too_few_values,,no
cyprus,oil olive virgin,tonnes,24,22,british cyprus,olive: oil,yes,1.0000,attributable,british saint lucia/cacao: raw=0.12,no
cyprus,olives,tonnes,20,19,british cyprus,olive grove,yes,1.0000,attributable,french ivory coast/tobacco=0.10,no
cyprus,oranges,ha,7,1,,,,,too_few_values,,no
cyprus,oranges,tonnes,15,15,british cyprus,citrus fruits: oranges,yes,1.0000,attributable,"union of south africa/vineyards: grapes, raisins=0.07",no
cyprus,raisins,ha,4,4,,,,,too_few_values,,no
cyprus,raisins,tonnes,20,19,british cyprus,raisins,yes,0.8000,attributable,british ceylon/cacao: raw=0.10,no
cyprus,sesame seed,ha,20,10,british cyprus,sesame,yes,1.0000,attributable,new zealand/tobacco=0.45,no
cyprus,sesame seed,tonnes,20,13,british cyprus,sesame,yes,1.0000,attributable,british dominica/cacao: raw=0.30,no
cyprus,silk worm cocoons reelable,tonnes,24,24,british cyprus,sericulture,no,1.0000,attributable,yugoslavia/wine=0.00,no
cyprus,tangerines mandarins clementines satsumas,tonnes,11,5,,,,,too_few_distinct,,no
cyprus,tobacco unmanufactured,ha,19,15,british cyprus,tobacco,yes,1.0000,attributable,french morocco/tobacco=0.21,no
cyprus,tobacco unmanufactured,tonnes,29,29,british cyprus,tobacco,yes,1.0000,attributable,switzerland/sugar: beet=0.03,no
cyprus,wine,ha,8,8,british cyprus,wine,yes,1.0000,attributable,yugoslavia/wine=0.00,no
cyprus,yarn of true hemp,ha,9,5,,,,,too_few_distinct,,no
cyprus,yarn of true hemp,tonnes,9,6,british cyprus,hemp: fibre,yes,1.0000,attributable,french guadeloupe and dependencies: marie‑galante/cottonseed=0.56,no
czech republic,beans dry,ha,13,4,,,,,too_few_distinct,,no
czech republic,beans dry,tonnes,13,13,czechoslovakia,beans: dried,unknown,1.0000,attributable,total/cacao: raw=0.15,no
czech republic,butter cow milk,tonnes,7,6,,,,,too_few_values,,no
czech republic,cheese processed,tonnes,7,6,,,,,too_few_values,,no
czech republic,eggs hen in shell,tonnes,5,5,,,,,too_few_values,,no
czech republic,flax fibre and tow,ha,23,21,czechoslovakia,flax: fibre,yes,0.7826,attributable,total/groundnut=0.09,no
czech republic,flax fibre and tow,tonnes,22,22,,,,,unattributable,czechoslovakia/linseed=0.50,no
czech republic,grapes,ha,17,13,czechoslovakia,vineyards: all,no,0.6471,attributable,total/cotton: ginned=0.18,no
czech republic,grapes,tonnes,15,14,czechoslovakia,"vineyards: grapes, raisins",yes,0.8000,attributable,venezuela/cotton: ginned=0.13,no
czech republic,hemp tow waste,ha,10,5,,,,,too_few_distinct,,no
czech republic,hemp tow waste,tonnes,7,6,,,,,too_few_values,,no
czech republic,hempseed,ha,17,11,czechoslovakia,hemp: fibre,yes,0.7647,attributable,total/rye=0.35,no
