source,label,item,polity_code,n_rows,year_min,year_max,median_t,area_km2,intensity_ratio,arealess,modern_classes,modern_year_min,modern_year_max,modern_rows,already_flagged,verdict,reason
juan,hungary,linseed,,54,1900,1959,4986.8,,,false,exceeds_availability,1992,2002,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,ireland,rye,,6,1944,1945,4955.8,,,false,exceeds_availability|reexport,1992,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,bulgaria,cotton seed,,24,1922,1945,4800.0,,,false,exceeds_availability,2003,2003,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,greece,sesame seed,,4,,,4478.4,,,false,reexport,1999,2014,13,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,belgium,mixed grain,,4,1949,1951,4000.0,,,false,exceeds_availability,2003,2021,6,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,singapore,bananas,,3,1949,1951,4000.0,,,true,reexport,1990,1992,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,ireland,rye,,56,1901,1960,3910.0,,,false,exceeds_availability|reexport,1992,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,hungary,beans dry,,2,,,3850.0,,,false,exceeds_availability,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,israel,sesame seed,,23,1922,1945,3800.0,,,false,reexport,2012,2017,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,japan,sesame seed,,17,1922,1942,3700.0,,,false,reexport,1990,1993,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,spain,strawberries,,26,1929,1959,3446.1,,,false,exceeds_availability,2010,2010,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,indonesia,cotton seed,,22,1922,1944,3375.5,,,false,exceeds_availability,2006,2021,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,ghana,cotton seed,,11,1922,1945,3302.0,,,false,exceeds_availability,2001,2003,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,ireland,rye,,4,1949,1951,3000.0,,,false,exceeds_availability|reexport,1992,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,mexico,dates,,1,1950,1950,3000.0,,,true,exceeds_availability,2020,2020,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,new zealand,wine,,4,1949,1951,3000.0,,,true,exceeds_availability,2015,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,israel,wine,,21,1922,1944,2890.0,,,false,exceeds_availability,1999,1999,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,new zealand,wine,,5,1956,1960,2871.0,,,true,exceeds_availability,2015,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,austria,millet,,12,1947,1959,2500.0,,,false,exceeds_availability,2010,2010,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,belgium,peaches and nectarines,,8,1952,1959,2500.0,,,true,reexport,2018,2021,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,cuba,cocoa beans,,39,1909,1960,2500.0,,,false,exceeds_availability,2018,2018,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,benin,cotton seed,,5,1930,1933,2350.0,,,false,exceeds_availability,1992,1992,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,new zealand,linseed,,10,1919,1933,2234.2,,,false,exceeds_availability,2001,2001,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,cameroon,coffee green,,1,,,2200.0,,,false,exceeds_availability,1990,2011,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,niger,sesame seed,,1,1945,1945,2000.0,,,false,exceeds_availability,2021,2021,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,germany,apricots,,7,1952,1959,2000.0,,,true,reexport,1994,2017,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,kenya,sesame seed,,20,1922,1942,1800.0,,,true,exceeds_availability,1992,1992,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,mozambique,beans dry,,2,1934,1934,1800.0,,,false,exceeds_availability,2014,2014,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,hungary,linseed,,2,,,1505.2,,,false,exceeds_availability,1992,2002,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,spain,linseed,,2,1950,1951,1500.0,,,false,reexport,2018,2019,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,lebanon,wine,,10,1930,1945,1076.7,,,false,exceeds_availability,2021,2021,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,jordan,olive oil,,1,,,1000.0,,,true,exceeds_availability,1989,1989,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,belgium,beans dry,,13,1946,1959,1000.0,,,false,reexport,2001,2017,17,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,france,oranges,,32,1901,1959,1000.0,,,true,reexport,1990,2015,20,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,france,oranges,,3,,,900.0,,,true,reexport,1990,2015,20,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,france,lemons and limes,,19,1905,1945,800.0,,,true,reexport,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,guatemala,sesame seed,,2,1949,1950,750.0,,,false,exceeds_availability,1991,1997,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,south africa,lemons and limes,ZAF-1910-2025,12,1930,1939,736.2,1220222.6,,false,exceeds_availability,2009,2009,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,guinea,sesame seed,,20,1922,1945,700.0,,,false,exceeds_availability,2018,2018,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,mexico,other citrus fruit n e c,,3,,,700.0,,,true,exceeds_availability,2001,2001,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,suriname,oranges,,17,1930,1944,700.0,,,false,exceeds_availability,1988,1988,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,honduras,sesame seed,,6,1953,1959,650.0,,,false,exceeds_availability,2002,2002,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,syrian arab republic,beans dry,,10,1933,1945,600.0,,,false,exceeds_availability,1998,1999,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,guatemala,sesame seed,,5,1946,1955,500.0,,,false,exceeds_availability,1991,1997,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,spain,linseed,,2,,,475.2,,,false,reexport,2018,2019,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,israel,sesame seed,,2,1949,1951,350.0,,,false,reexport,2012,2017,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,cyprus,sesame seed,,3,1949,1950,300.0,,,false,reexport,1989,1995,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,new zealand,wine,,7,1912,1914,291.0,,,false,exceeds_availability,2015,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,eswatini,cotton seed,,2,1922,1923,285.5,,,false,exceeds_availability,1998,1998,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,spain,persimmons,,26,1929,1959,278.8,,,true,exceeds_availability,2012,2013,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,france,lemons and limes,,3,,,200.0,,,true,reexport,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,spain,linseed,,98,1860,1960,119.9,,,false,reexport,2018,2019,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,paraguay,coffee green,,7,1915,1922,103.7,,,false,exceeds_availability,1989,1991,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,paraguay,coffee green,,20,1916,1945,101.2,,,false,exceeds_availability,1989,1991,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,sierra leone,coffee green,,17,1914,1945,100.0,,,false,exceeds_availability,2015,2020,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,poland,oranges,,3,1926,1928,95.0,,,true,reexport,2018,2021,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,malawi,coffee green,,23,1909,1935,57.3,,,false,exceeds_availability,2001,2001,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,romania,mustard seed,,9,1910,1921,43.7,,,false,exceeds_availability,2000,2005,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,spain,currants,,22,1933,1959,7.8,,,true,exceeds_availability,2015,2021,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
